Gene = zetaCOP
index = 1937
Annotated 5SS: [  74  499 1102]
Annotated 3SS: [ 130 1010 1712]
SMsplice 5SS: [  74  911 1102]
SMsplice 3SS: [ 130 1010 1712]
top_k =  100
Partition function (log Z): 0.700603608642904

Sorted 5' Splice Sites (High to Low Probability):
Position 1102: 0.985626903966993
Position 74: 0.903259776113113
Position 911: 0.5557563579491628
Position 499: 0.31308776189564624
Position 757: 0.12276129830095237
Position 763: 0.048295217981107134
Position 33: 0.027336831723280594
Position 338: 0.016161703106033185
Position 943: 0.015260755921296608
Position 571: 0.005413223777022289
Position 546: 0.00538247719237255
Position 511: 0.003989857981863799
Position 50: 0.003537575011251985
Position 187: 0.0035308209853712126
Position 658: 0.003356174023905606
Position 751: 0.003262882304062204
Position 1602: 0.0032239206054746066
Position 1310: 0.0026036387307961017
Position 1147: 0.002235098150714524
Position 376: 0.0021150840854907405
Position 503: 0.0016686598534723476
Position 1131: 0.0012838841048755398
Position 1121: 0.0011120298155070222
Position 732: 0.0007052115498996593
Position 1177: 0.0006988158958121081
Position 518: 0.0005468806868062605
Position 671: 0.0004217097582835154
Position 1502: 0.00039806124032949107
Position 443: 0.0003960702016184446
Position 1488: 0.0003551411781768149
Position 26: 0.00033483764306004916
Position 94: 0.0003129331294640758
Position 307: 0.00029272570725992383
Position 771: 0.00026364416330229676
Position 643: 0.00021822535038405836
Position 624: 0.00016309512388296173
Position 214: 0.00011379210403530696
Position 15: 5.375017266173712e-06
Position 320: 5.2906265068685205e-06
Position 31: 4.446832029900899e-06
Position 247: 1.5025937897034463e-06
Position 305: 1.4834678626637737e-06
Position 4: 3.5611488124095133e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1010: 0.9911357155968827
Position 1712: 0.9187715591258416
Position 130: 0.918346678380036
Position 819: 0.07904011295881158
Position 1404: 0.037139354490174165
Position 635: 0.02069194101694961
Position 1462: 0.017500682891670113
Position 408: 0.01640906720410403
Position 1648: 0.00593582836353738
Position 1253: 0.0059186283615062394
Position 715: 0.0048008834801754035
Position 1233: 0.004357673989853513
Position 1180: 0.002296327893285961
Position 568: 0.00209404284844455
Position 1150: 0.002066005440246343
Position 853: 0.0017991249232887285
Position 886: 0.0016608858339996683
Position 1835: 0.0012677608934177223
Position 1160: 0.0009968818226864724
Position 690: 0.000813279250908086
Position 1491: 0.0007720588179336349
Position 142: 0.0003210204053772717
Position 1488: 0.0002802100317752675
Position 1299: 0.0002723830668738679
Position 94: 0.0002450409154854216
Position 1358: 0.00020693224915322486
Position 1416: 0.00012426075089439726
Position 1757: 0.00011727637625048316
Position 1282: 9.33988171726464e-05
Position 1856: 2.2596649881567504e-05
Position 220: 2.2043239641735366e-06
Position 256: 6.955373503894136e-07
Position 313: 5.548539213239928e-07
Position 424: 4.644025627466819e-07
