Gene = her
index = 1725
Annotated 5SS: [1065 1397]
Annotated 3SS: [1132 1457]
SMsplice 5SS: [1065 1397]
SMsplice 3SS: [1132 1457]
top_k =  100
Partition function (log Z): -4.097558288948396

Sorted 5' Splice Sites (High to Low Probability):
Position 1065: 0.9795601264398522
Position 1397: 0.9627873386695038
Position 1864: 0.061680306733600185
Position 47: 0.06074909360640596
Position 1816: 0.03987979038785051
Position 552: 0.03477029338618327
Position 15: 0.031670544670108214
Position 1859: 0.027499969416383684
Position 337: 0.020267348071132944
Position 278: 0.015805938983302147
Position 1081: 0.012709731168333231
Position 1538: 0.009242671309351419
Position 930: 0.00837868701855839
Position 1802: 0.004707120018852097
Position 1857: 0.0031198478658218316
Position 1757: 0.002574401785403782
Position 1386: 0.00248913458720216
Position 495: 0.001889671214116231
Position 1822: 0.0015914892011997838
Position 1553: 0.001474437507934565
Position 120: 0.0009155163751877352
Position 1780: 0.0007978294917801476
Position 75: 0.0005308232148779968
Position 1715: 0.00043969240629614657
Position 1682: 0.00042644347660063763
Position 26: 0.0003677886909115136
Position 395: 0.0003064825197491254
Position 482: 0.0001632147093954566
Position 1059: 0.0001581004223681362
Position 807: 8.78411184152003e-05
Position 222: 6.336661712005714e-05
Position 205: 3.8524862346738646e-05
Position 937: 3.0485955367679793e-05
Position 1617: 1.182908954649992e-05
Position 98: 4.01741288114965e-06
Position 157: 9.771905497562118e-07
Position 177: 7.73626654812869e-07
Position 488: 6.880611831174863e-07
Position 434: 6.352367887131832e-07
Position 369: 6.133718330645423e-07
Position 1380: 1.786963411490405e-07
Position 103: 1.3384893811336476e-07
Position 174: 1.169149736456633e-07
Position 185: 4.7420593376715876e-08
Position 79: 1.5334821081525803e-08
Position 122: 8.598304250859954e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1132: 0.9922483679297758
Position 1457: 0.9273743446032007
Position 1923: 0.1709281604517655
Position 610: 0.07819144226746312
Position 94: 0.05033138321225006
Position 268: 0.01225330822647666
Position 347: 0.0091756134247058
Position 986: 0.007689345831574459
Position 75: 0.006451080515013829
Position 205: 0.005739689374191967
Position 1601: 0.002777892600840312
Position 1667: 0.002590727219427263
Position 1610: 0.002520464963973979
Position 2318: 0.0022880333851125634
Position 1243: 0.0017894515336000557
Position 1518: 0.001748771678892431
Position 147: 0.0016283699158532107
Position 1533: 0.0015194122194296718
Position 1742: 0.0014474049559556855
Position 1857: 0.0010813232765559695
Position 1474: 0.0010349497228439052
Position 98: 0.0009378101381723178
Position 1589: 0.0008929216307219765
Position 1482: 0.0007616694126754313
Position 1877: 0.0005967461918015948
Position 1175: 0.0005706108235160451
Position 132: 0.0004758662214815839
Position 1598: 0.00044902305175344804
Position 2289: 0.000384746797586147
Position 392: 0.00034362034268468433
Position 1028: 0.00032895006092745595
Position 2437: 0.00021906748809137345
Position 1240: 0.00014513459884625215
Position 2484: 0.0001069628915010729
Position 1153: 6.500215174785241e-05
Position 1292: 5.2676213637946196e-05
Position 1168: 5.204095851202013e-05
Position 103: 1.7004223615810362e-06
