Gene = Hip14
index = 1212
Annotated 5SS: [ 953 1825 2173]
Annotated 3SS: [1149 1892 2226]
SMsplice 5SS: [ 953 1825 2173]
SMsplice 3SS: [1149 1892 2226]
top_k =  100
Partition function (log Z): 3.377928158963771

Sorted 5' Splice Sites (High to Low Probability):
Position 1825: 0.9987681308463363
Position 953: 0.9934134928838567
Position 2173: 0.9796388115379133
Position 1090: 0.14731088677531073
Position 2346: 0.14012019037272977
Position 2912: 0.05521512664699274
Position 2935: 0.01533576866058863
Position 2612: 0.01422193988875179
Position 2927: 0.00973366947299521
Position 68: 0.007625226410527448
Position 1325: 0.007360996009449336
Position 1384: 0.005280404373211543
Position 2160: 0.004033029460070449
Position 3047: 0.0035335303518680464
Position 2018: 0.0020414566075339312
Position 1078: 0.001926847287628648
Position 2280: 0.0016810006341080918
Position 2393: 0.0010581786414177187
Position 2287: 0.000985587933841036
Position 1542: 0.000881836131374173
Position 987: 0.0007484727442068938
Position 1962: 0.0007299996337443423
Position 1102: 0.0005775142306632547
Position 822: 0.00048723457999622663
Position 1831: 0.00034665970085839284
Position 29: 0.00026177701099003173
Position 657: 0.000248478640552116
Position 962: 0.0002069005354038628
Position 673: 0.0001948424918520299
Position 219: 0.00018301929143728094
Position 1290: 0.00016962778723763686
Position 937: 0.00016002113802579396
Position 1829: 0.0001415479027729649
Position 2145: 0.00012485086171322118
Position 178: 0.00012332130364816997
Position 2138: 0.00010973154820323722
Position 569: 7.933032559852717e-05
Position 444: 7.394683702054105e-05
Position 1059: 7.310013579689466e-05
Position 1995: 5.783330376381238e-05
Position 581: 5.226143985014524e-05
Position 1752: 4.6305967812816404e-05
Position 2123: 4.462357705576134e-05
Position 792: 4.296052978325229e-05
Position 599: 3.1311301801013385e-05
Position 11: 2.676845857254895e-05
Position 550: 2.1013776807207718e-05
Position 337: 2.020070579848368e-05
Position 2040: 1.7634653465211325e-05
Position 1790: 1.4614874060181284e-05
Position 2271: 3.862623070136119e-06
Position 2108: 3.7855943886737315e-06
Position 1004: 7.036396924338354e-07
Position 1018: 2.3712389900803618e-07
Position 195: 7.81047206525512e-08
Position 165: 6.001793385059497e-08
Position 306: 5.259458486689212e-08
Position 2071: 3.44624791704417e-08
Position 1470: 2.9467392925200874e-08
Position 1689: 2.305976463450869e-08
Position 2177: 1.6086172123171803e-08
Position 1756: 9.514265496041374e-09
Position 1483: 2.0509201904184082e-09
Position 167: 1.298756455480993e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1892: 0.9992387262776518
Position 2226: 0.9833227855317632
Position 1149: 0.9728567213502777
Position 1013: 0.1611771796124174
Position 2408: 0.13627849558677305
Position 2982: 0.052959193127397844
Position 3016: 0.02874247565570344
Position 3609: 0.014846283772291854
Position 1037: 0.008296302189570937
Position 1446: 0.004552726729258419
Position 1383: 0.004294478965449177
Position 113: 0.003131882206778543
Position 2450: 0.0026421466342418025
Position 1603: 0.0021210831309088868
Position 1422: 0.001956961573145611
Position 3110: 0.0018559348217382675
Position 116: 0.0018012181600017137
Position 3098: 0.0016775955301297778
Position 2819: 0.0014195271231869637
Position 2414: 0.0012526659583914981
Position 2071: 0.0011736683864734627
Position 2013: 0.001103464110797522
Position 660: 0.0010581662077249442
Position 4165: 0.0009886138775024214
Position 1348: 0.0008958060736522656
Position 1168: 0.0008236478249020159
Position 884: 0.0007253723370906803
Position 2345: 0.0005194258887300427
Position 869: 0.00048491272760591274
Position 754: 0.00044930618860852296
Position 1375: 0.0004416760290752811
Position 850: 0.000335216778679254
Position 1078: 0.0003215167396859634
Position 1083: 0.0002446489373036267
Position 89: 0.00020927334084767197
Position 1290: 0.00019251834313873157
Position 1404: 0.00018239382994458437
Position 2836: 0.0001694017539920098
Position 409: 0.00016446340342871456
Position 291: 0.00014882074004549833
Position 2697: 0.00011550707162000267
Position 797: 8.846120198543881e-05
Position 688: 7.021165971483167e-05
Position 98: 4.212062954488769e-05
Position 541: 3.397239653369974e-05
Position 67: 2.676845857254895e-05
Position 607: 2.4454426902129908e-05
Position 330: 2.0762956109692587e-05
Position 1913: 2.029286480017944e-05
Position 134: 1.9839679378719173e-05
Position 550: 1.959372124379837e-05
Position 2197: 1.8091755526259404e-05
Position 335: 1.2020374312328158e-05
Position 362: 1.1671469907488718e-05
Position 140: 1.044573057852733e-05
