Gene = ssp3
index = 1892
Annotated 5SS: [  684  3273  4780  5207  5399  7536 23490 23682 24036 26771]
Annotated 3SS: [ 1001  3332  4948  5274  7395 23343 23588 23943 26443 26871]
SMsplice 5SS: [  684  3273  4780  5207  5399  7536 23490 23682 24036 26771]
SMsplice 3SS: [ 3140  3332  4948  5274  7395 23343 23588 23943 26443 26871]
top_k =  100
Partition function (log Z): 21.490075690717234

Sorted 5' Splice Sites (High to Low Probability):
Position 7536: 0.9999999999999973
Position 24036: 0.9999486971384787
Position 23490: 0.9988920797401595
Position 5207: 0.9950151527661221
Position 26771: 0.9905638754210921
Position 4780: 0.9836169800545482
Position 3273: 0.9706376377858845
Position 23682: 0.9634406721388603
Position 684: 0.8089593959379964
Position 5399: 0.764797415657941
Position 6943: 0.4620435821922052
Position 2246: 0.1885549862164665
Position 678: 0.16433633786227403
Position 26963: 0.12954441535913364
Position 3063: 0.11120931635565266
Position 23823: 0.031183966606444426
Position 4377: 0.030731897124397434
Position 3263: 0.02840098700430254
Position 9880: 0.026210492880258868
Position 840: 0.023738842561515476
Position 27200: 0.02361115851339762
Position 3742: 0.020054973926433357
Position 1491: 0.01580377581311753
Position 24742: 0.012979879191206417
Position 5590: 0.010892790799049049
Position 6947: 0.01067732923087358
Position 718: 0.00980833114339818
Position 5583: 0.008529355563791498
Position 6872: 0.0060603036743034555
Position 5777: 0.004090337709921231
Position 5775: 0.0033860866467046334
Position 5726: 0.0032285745638675734
Position 1100: 0.002768281496028357
Position 23738: 0.002751141717560942
Position 772: 0.0026723731289372923
Position 5785: 0.0017747953387934516
Position 5047: 0.0017164971023596151
Position 633: 0.0013841588643932477
Position 4706: 0.0012827243081149269
Position 937: 0.0012234136352618225
Position 6282: 0.0011700790077514161
Position 3525: 0.0011025982176487612
Position 6205: 0.0007420595975196722
Position 9240: 0.0006491717378640687
Position 3447: 0.0006402011301108838
Position 24691: 0.0005385569667944964
Position 114: 0.0005131117871344263
Position 469: 0.0004096865737707564
Position 5766: 0.00035863441836754887
Position 4680: 0.0003057462026213739
Position 291: 0.0002824056510013163
Position 25023: 0.0002476577779693223
Position 23845: 0.0002377187958670282
Position 881: 0.00022005463457369575
Position 24244: 0.0001549303272629121
Position 23782: 0.0001548330722091494
Position 891: 0.00015165087516272885
Position 700: 0.00013791343595290356
Position 154: 0.00010288031862209873
Position 857: 0.00010035842271546305
Position 23669: 8.414762961603686e-05
Position 5163: 7.932344533120838e-05
Position 921: 7.764268543965317e-05
Position 504: 7.276914046686573e-05
Position 26638: 4.4941556102120084e-05
Position 665: 4.301858100768087e-05
Position 23705: 3.791600522412115e-05
Position 242: 3.279092048439608e-05
