Gene = fal
index = 1699
Annotated 5SS: [ 535 2649 2885 3656]
Annotated 3SS: [2481 2712 2954 3713]
SMsplice 5SS: [ 535 2649 2885 3656 3825]
SMsplice 3SS: [2481 2712 2954 3713 3886]
top_k =  100
Partition function (log Z): 7.021309168858167

Sorted 5' Splice Sites (High to Low Probability):
Position 2885: 0.9999621327246614
Position 2649: 0.9968410733775568
Position 535: 0.8508958204701181
Position 3656: 0.668484288531001
Position 3825: 0.5861421491065135
Position 1996: 0.5760262019494079
Position 2280: 0.3635698738167551
Position 2396: 0.2994453412563055
Position 3473: 0.14590594358948333
Position 2267: 0.08220502854772317
Position 3345: 0.06663888177072891
Position 1733: 0.058263814857434225
Position 214: 0.051988722417675305
Position 2231: 0.04992413788056762
Position 3309: 0.013836208936236985
Position 3632: 0.011669165322927267
Position 1255: 0.008489388725182415
Position 2360: 0.0081487022629069
Position 2243: 0.005741706242810068
Position 2299: 0.0038115074193014516
Position 2665: 0.0030005980679044916
Position 3085: 0.002981592679020712
Position 917: 0.002300638028433377
Position 546: 0.001844538893545438
Position 4188: 0.001259589472528278
Position 3187: 0.0011227139832992662
Position 3582: 0.0009211840515928095
Position 1482: 0.0007872457500401063
Position 394: 0.000772130030522151
Position 796: 0.0004731984416920187
Position 251: 0.00038051159434728275
Position 209: 0.00018381873962822554
Position 381: 0.00012727564395126372
Position 334: 0.00011366292869405025
Position 28: 7.509956537273464e-05
Position 30: 6.0082966956466305e-05
Position 53: 4.469670831447271e-05
Position 73: 4.160952946249819e-05
Position 184: 1.5252571547772845e-05
Position 2860: 1.4276860159486081e-05
Position 2864: 1.1890517907426719e-05
Position 2896: 8.630923751943985e-06
Position 354: 8.280081435363864e-06
Position 3049: 7.804297766592066e-06
Position 92: 5.092906197738962e-06
Position 1200: 4.608900851727169e-06
Position 2889: 2.6542212666073398e-06
Position 320: 2.643023546971603e-06
Position 164: 2.630955784770217e-06
Position 98: 2.145224014095561e-06
Position 3: 1.7096119272221304e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2712: 0.9986848519842442
Position 2954: 0.9958645511572882
Position 2481: 0.9691746939256616
Position 2048: 0.8246260720652953
Position 3713: 0.7201145310275896
Position 3886: 0.5095828197470623
Position 1301: 0.15393503060763972
Position 1583: 0.10771973662485704
Position 1786: 0.10375055222158545
Position 1578: 0.08427838003942709
Position 3543: 0.08249638426780609
Position 3397: 0.05548135818381982
Position 3540: 0.053644526332187484
Position 1337: 0.044645134126805916
Position 4023: 0.04040467580648416
Position 4140: 0.024517748925936545
Position 868: 0.01768693029784153
Position 1717: 0.01501658520781155
Position 599: 0.014834353803389749
Position 1671: 0.011671562706172898
Position 4079: 0.011636904627029945
Position 2562: 0.005891050808727819
Position 456: 0.004912302093366707
Position 2499: 0.004097389876911205
Position 3251: 0.003431985356664373
Position 414: 0.00140720828630708
Position 4259: 0.0012595894725282782
Position 2724: 0.0008447561021497305
Position 2390: 0.0008198691654596026
Position 3402: 0.0005340732824663805
Position 297: 0.0004674372067433368
Position 301: 0.00022347803349234916
Position 498: 0.00020770451815338065
Position 2776: 0.00019249717413411747
Position 146: 0.00018968760776098148
Position 2797: 0.00011583901203691468
Position 495: 9.29826695565962e-05
Position 377: 7.311407582589605e-05
Position 2731: 3.954794853839378e-05
