Gene = bbg
index = 1624
Annotated 5SS: [   238   2716  25373  28663 121510 121707 122197 122702]
Annotated 3SS: [  2553  23005  26356 119080 121577 121781 122560 122765]
SMsplice 5SS: [   795   2716  16179  16388  55577 121510 121707 122197 122702]
SMsplice 3SS: [  1596  15609  16249  55499 119080 121577 121781 122560 122765]
top_k =  100
Partition function (log Z): -143.54603209709634

Sorted 5' Splice Sites (High to Low Probability):
Position 2716: 0.9999999441932307
Position 16179: 0.995948985728273
Position 795: 0.6636591025887552
Position 1734: 0.1842327251246896
Position 2503: 0.0954372537092701
Position 238: 0.09402926624412787
Position 545: 0.06524651571499128
Position 1019: 0.0600774297127609
Position 2431: 0.04554296409498659
Position 154: 0.028238347274038605
Position 1727: 0.022399611870739636
Position 844: 0.015385240949874339
Position 1920: 0.01264109792543467
Position 437: 0.01242915890655928
Position 502: 0.008889559542909082
Position 539: 0.008163459976841713
Position 1419: 0.0073873635672107515
Position 222: 0.006276452636424726
Position 1493: 0.0061776595202724625
Position 12: 0.00607574650738584
Position 1824: 0.006039954714281988
Position 747: 0.006004706016511619
Position 1390: 0.0047211855753377845
Position 269: 0.0045299354522066095
Position 479: 0.00447430889314931
Position 883: 0.004206933885859337
Position 529: 0.003582815869966602
Position 964: 0.0031384305645904787
Position 340: 0.0011116721046152038
Position 662: 0.0009810247153070428
Position 147: 0.0005635793691362818
Position 190: 0.000512438873579572
Position 1172: 0.0004388535022659085
Position 40: 0.0003123428686306884
Position 650: 0.000185938538508283
Position 859: 1.9399002957437313e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 15609: 0.9999917349784561
Position 16249: 0.995948985728273
Position 1596: 0.9414388169364951
Position 1791: 0.2189626863530202
Position 2553: 0.0954372537092701
Position 2493: 0.04554296409498659
Position 1999: 0.019856570512307534
Position 2354: 0.01402573630038234
Position 2035: 0.012560362399910756
Position 603: 0.010049804984465227
Position 1240: 0.004741133627681308
Position 725: 0.004327092855135264
Position 1104: 0.004011745578147782
Position 650: 0.0035675523332485432
Position 655: 0.0019311099578255366
Position 926: 0.0015060604093148741
Position 883: 0.0014747643429795494
Position 617: 0.0014309764008524613
Position 901: 0.001419128642933059
Position 968: 0.0006156521741750567
Position 303: 0.00021301460904423554
Position 10827: 7.96731599579273e-06
Position 5695: 1.3808074318831962e-07
Position 5203: 4.386191364598731e-08
Position 5179: 4.119067821163456e-08
Position 4341: 2.4975001683482665e-08
Position 5537: 2.3447921703830252e-08
Position 5088: 6.172817724504631e-09
Position 3008: 4.6777747837251494e-09
Position 2924: 2.964463119455529e-09
Position 4283: 2.4532889609414294e-09
Position 2896: 2.135738695626493e-09
Position 3082: 1.234116418353569e-09
Position 2755: 2.9628267281777446e-10
