Gene = tctn
index = 1909
Annotated 5SS: [189 612]
Annotated 3SS: [259 670]
SMsplice 5SS: [189 612]
SMsplice 3SS: [259 670]
top_k =  100
Partition function (log Z): -4.906709690052517

Sorted 5' Splice Sites (High to Low Probability):
Position 612: 0.9971393772251873
Position 189: 0.6956873664866534
Position 1016: 0.042109522499105836
Position 411: 0.01617168676132216
Position 959: 0.01390853312586565
Position 1070: 0.009437180824434808
Position 1300: 0.008469656945486598
Position 424: 0.0024458391575065044
Position 2148: 0.0014595857364544205
Position 1293: 0.0007465329214398233
Position 1084: 0.00044473108345450694
Position 409: 0.00039657064290324605
Position 256: 0.00028449687305798417
Position 172: 0.00011064980869085905
Position 418: 3.461386624356176e-05
Position 296: 2.8261136174959336e-05
Position 193: 1.8024667602638867e-05
Position 110: 1.787898926231468e-05
Position 163: 1.4721189054010882e-05
Position 616: 1.3987958835092318e-05
Position 177: 1.3517121997330779e-05
Position 604: 5.360459258610254e-06
Position 761: 5.065177345079723e-06
Position 602: 4.305148639725831e-06
Position 652: 2.866679719267602e-06
Position 677: 1.7448243048756248e-06
Position 514: 1.727223150569995e-07
Position 82: 1.3264592224879112e-07
Position 46: 4.596458357944574e-08
Position 89: 1.0086758173129852e-08
Position 219: 9.119088852672508e-09
Position 289: 2.8686370052478782e-09
Position 312: 6.889274758509816e-10
Position 545: 5.578495753721958e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 670: 0.8174836941833261
Position 259: 0.6423363248428402
Position 734: 0.0596848971271412
Position 1132: 0.05215914157633141
Position 1989: 0.03966658170205351
Position 481: 0.03614929237488726
Position 2088: 0.033697768457122745
Position 435: 0.031846976889637044
Position 1228: 0.028290696439796013
Position 1369: 0.01557660365266333
Position 701: 0.007639611889935252
Position 1708: 0.0040090644355170926
Position 282: 0.003038772287516102
Position 1136: 0.0026914957631148863
Position 2322: 0.0026222955875140077
Position 2451: 0.002580372418417293
Position 1564: 0.002443121599669021
Position 2200: 0.0014595857364544222
Position 2060: 0.0013418759519567476
Position 677: 0.0010214477331170946
Position 1070: 0.0007375774690445004
Position 1314: 0.0006832648342202993
Position 327: 0.0005705132420058464
Position 384: 0.000303630117495183
Position 537: 0.00028532914073054117
Position 348: 0.00023056371851185183
Position 294: 0.00019028237424460366
Position 332: 0.000113189636396535
Position 403: 5.98365075981263e-05
Position 513: 2.450733731195249e-05
Position 300: 1.7270864316211825e-05
Position 288: 9.521580819288606e-06
Position 565: 7.343990312071955e-06
