Gene = hob
index = 1728
Annotated 5SS: [ 169  376  975 1303 1501 3623 4166 5267 7426]
Annotated 3SS: [ 248  431 1026 1356 1556 3684 4227 5323 7487]
SMsplice 5SS: [ 169  376  975 1303 1501 3623 4166 5267 7426]
SMsplice 3SS: [ 248  431 1026 1356 1556 3684 4227 5323 7487]
top_k =  100
Partition function (log Z): 26.953782205938335

Sorted 5' Splice Sites (High to Low Probability):
Position 3623: 0.999987759612597
Position 5267: 0.9992419842364803
Position 1501: 0.9983983064834993
Position 975: 0.9982043971467383
Position 4166: 0.996383623143658
Position 169: 0.9932569939587202
Position 1303: 0.9809169301837054
Position 7426: 0.9757681878371396
Position 376: 0.5183230991926506
Position 5927: 0.26768695891337413
Position 6796: 0.18617652099533713
Position 373: 0.1289116154808893
Position 2340: 0.07632262446318061
Position 1887: 0.050789907417696206
Position 2330: 0.0489343953164493
Position 619: 0.043205365501307415
Position 4597: 0.03146407613612634
Position 3810: 0.026784703220095657
Position 4607: 0.02468840164131741
Position 5555: 0.015040139524332771
Position 4017: 0.014805700274571822
Position 2026: 0.014712948075865387
Position 5539: 0.012942115698665315
Position 2117: 0.012894425781319016
Position 444: 0.012580028909224742
Position 3794: 0.010440123854772061
Position 2334: 0.008067154488231728
Position 645: 0.008005660920191627
Position 29: 0.007776966526383122
Position 1307: 0.006787591514568534
Position 362: 0.006014670129667962
Position 5527: 0.004918058856427532
Position 5069: 0.0040538536143083035
Position 6102: 0.004010266621600854
Position 4170: 0.0030842462822115797
Position 1933: 0.003043794970377206
Position 477: 0.0029815762518473478
Position 1164: 0.002950596844693845
Position 2094: 0.0023849452487174558
Position 4021: 0.0023159210436895722
Position 3914: 0.0022558685309928446
Position 4556: 0.001850356393631624
Position 1505: 0.0008938965925659697
Position 1296: 0.000496808250414463
Position 915: 0.0004786027277336792
Position 3818: 0.00041608794294465496
Position 100: 0.00039828673204394014
Position 301: 0.0003646458165289129
Position 41: 0.0003434564858739336
Position 4312: 0.00031802791269853776
Position 5257: 0.00026519984576720376
Position 182: 0.00026290015886998666
Position 173: 0.0002500516623005027
Position 979: 0.000206966907282023
Position 1118: 0.0002056705328912181
Position 346: 0.00016516137008475035
Position 36: 0.00014995590497270055
Position 273: 0.0001251284681099412
Position 161: 6.177996103512743e-05
Position 1242: 5.124912005447723e-05
Position 1293: 2.2782615210671916e-05
Position 8: 2.095803236926017e-05
Position 48: 1.936692420814812e-05
Position 1427: 1.788275665554293e-05
Position 86: 1.5351348271528098e-05
Position 1498: 1.4649581399506441e-05
Position 1750: 1.3314266766165061e-05
Position 655: 1.3238330363101171e-05
Position 4385: 1.151217152971865e-05
Position 187: 9.183398807733194e-06
Position 781: 8.94140982289996e-06
Position 1580: 7.962739881693392e-06
Position 3798: 2.312805309755658e-06
Position 1398: 1.6973334301461108e-06
Position 4234: 1.5288357614721005e-06
Position 2566: 1.4995271206868937e-06
Position 311: 1.4888107663228228e-06
Position 212: 1.0605973620423282e-06
Position 1952: 9.352161516119615e-07
Position 1474: 9.112018310838021e-07
Position 280: 5.566155318789949e-07
Position 1584: 4.0758161746548864e-07
Position 5164: 3.7031386897079705e-07
Position 288: 2.1056032424520964e-07
Position 269: 1.8758290622273337e-07
Position 4124: 4.485060370833847e-08
Position 295: 3.231261594265213e-09
Position 1077: 7.869613450259783e-10
Position 740: 2.8955123539187854e-10
Position 690: 2.7448336957048904e-10
Position 737: 2.3200604898603378e-10
Position 1091: 2.0661624374017375e-11
Position 3936: 2.4877265654459825e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4227: 0.9997414484474397
Position 3684: 0.9997296751420527
Position 1026: 0.9991472363713966
Position 5323: 0.9977413724174345
Position 248: 0.9939760363378827
Position 1356: 0.9879301155940883
Position 1556: 0.984466142560973
Position 7487: 0.9776728993620254
Position 431: 0.6524746100053885
Position 6875: 0.3215946901596505
Position 2395: 0.14146148579089265
Position 5978: 0.07097518407560488
Position 684: 0.03896741775129207
Position 6156: 0.03550324249691547
Position 5607: 0.034134307695357254
Position 6853: 0.02789591827325603
Position 2025: 0.027440276262688277
Position 4088: 0.022938630287384673
Position 4650: 0.021278175813111182
Position 2173: 0.01967776467627111
Position 819: 0.01911883126120878
Position 4034: 0.016541254488139086
Position 3877: 0.01646941769406091
Position 1621: 0.01356068503969268
Position 4739: 0.01308412213159052
Position 4713: 0.011492285065056472
Position 2403: 0.00980131318386415
Position 4704: 0.009610682821683838
Position 535: 0.008934321628351229
Position 2898: 0.008665931008645445
Position 1952: 0.0044914060500945
Position 107: 0.004339459392844568
Position 5127: 0.0040538536143083035
Position 2300: 0.0038379558341233716
Position 2073: 0.0029992986672888267
Position 1226: 0.0022731116926086887
Position 4622: 0.001850356393631624
Position 73: 0.0017106870154367075
Position 705: 0.0014753964331939721
Position 525: 0.0006320980524524887
Position 5364: 0.0006265128802485211
Position 4090: 0.0005400680278751491
Position 4672: 0.0005021059177295664
Position 1381: 0.0004190588180090757
Position 1091: 0.00041801025361092503
Position 269: 0.00033097475798210497
Position 4368: 0.00031802791269853776
Position 1477: 0.00030694789696624435
Position 1441: 0.00030620642191424004
Position 1034: 0.0002910835394721449
Position 3717: 0.00026958630958418787
Position 4290: 0.0002600803883189462
Position 1368: 0.0002334388871990682
Position 460: 0.00013020717040406312
Position 5582: 9.078151077873242e-05
Position 1664: 6.405828407724541e-05
Position 287: 6.162035933866657e-05
Position 127: 5.337397404857176e-05
Position 1492: 1.7701069526407715e-05
Position 1395: 1.533642401439749e-05
Position 342: 1.2690653218429746e-05
Position 1595: 1.1752699869209453e-05
Position 4452: 1.151217152971865e-05
Position 285: 9.762751971888006e-06
