Gene = exex
index = 1697
Annotated 5SS: [1100 2236]
Annotated 3SS: [1964 2370]
SMsplice 5SS: [1100 2236]
SMsplice 3SS: [1964 2370]
top_k =  100
Partition function (log Z): 6.216800845427984

Sorted 5' Splice Sites (High to Low Probability):
Position 2236: 0.9984914737249571
Position 1100: 0.9941795891966737
Position 1778: 0.21190111896145886
Position 1843: 0.1452331604356306
Position 1899: 0.10031179350149937
Position 883: 0.022014053101751262
Position 1774: 0.019845240843556572
Position 3177: 0.014600110796212594
Position 2993: 0.010981707683081423
Position 1613: 0.008315994493558151
Position 1873: 0.007759377323246925
Position 1796: 0.0036416062808596493
Position 2995: 0.003035599383243817
Position 2042: 0.0028126061316696943
Position 68: 0.0024869541024008803
Position 72: 0.0022056092742769023
Position 1268: 0.0014445194444198005
Position 2769: 0.0013721667998074143
Position 1262: 0.0010751389081409893
Position 2240: 0.0010329126992537302
Position 2626: 0.000870937644876454
Position 104: 0.0008124389155125168
Position 1104: 0.0007744398476498759
Position 80: 0.0005855722255558572
Position 94: 0.00046028357086155683
Position 2094: 0.00041999317214309146
Position 3141: 0.0004175503909270204
Position 511: 0.00041144710905811834
Position 106: 0.00040604904265412325
Position 145: 0.0003831786410555853
Position 3105: 0.0003640506424308609
Position 2982: 0.00034344684418541
Position 1428: 0.00033774010722217325
Position 562: 0.0003187620863326034
Position 1067: 0.0002989473884173487
Position 2186: 0.0002960692833452749
Position 1700: 0.0002896943052815128
Position 709: 0.0002163210719080997
Position 2272: 0.0001770819110371555
Position 447: 0.00016306893039283788
Position 613: 0.00015291703967266077
Position 2565: 0.00015067384908329495
Position 633: 0.00013816007533651753
Position 481: 0.0001122388737811049
Position 1152: 0.00011082755994802461
Position 552: 6.643547706843799e-05
Position 96: 4.433490717558764e-05
Position 2999: 1.8629247303106644e-05
Position 2281: 2.4618479745227032e-06
Position 606: 1.5125819794136628e-06
Position 478: 1.2848986803913968e-06
Position 56: 9.686801671769501e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1964: 0.9928712087931082
Position 2370: 0.9717447401482625
Position 1511: 0.20545518444331085
Position 1541: 0.13684756365515663
Position 1306: 0.13242341145131653
Position 2403: 0.01891758406090942
Position 3233: 0.017686531672617082
Position 944: 0.0167130724760925
Position 3049: 0.015584755010786988
Position 1421: 0.012223059216871566
Position 2306: 0.008114037255319215
Position 1394: 0.0059508464307566865
Position 990: 0.004004587348618524
Position 708: 0.003909034413064511
Position 2120: 0.00389498011001043
Position 1631: 0.00270872574326822
Position 1409: 0.002409590296158608
Position 2155: 0.0018785087767890943
Position 1733: 0.0015553764294301898
Position 206: 0.0013587329903156135
Position 150: 0.001356682172800871
Position 143: 0.0011171013267147305
Position 1261: 0.0007686007346098359
Position 1637: 0.0006180765579036983
Position 187: 0.0006038921642952997
Position 178: 0.0002734931853819121
Position 1213: 0.00015457572126161202
Position 1969: 0.00013978168047164727
Position 823: 0.00013723388981586908
Position 1997: 0.00011693842643578391
Position 379: 0.00010880847135305913
Position 3329: 0.00010722513325610226
Position 2158: 8.218299149699154e-05
Position 268: 2.2147027495751884e-05
Position 1146: 1.648924460705052e-05
Position 1267: 5.631537190907225e-06
Position 1166: 4.861793988691505e-06
Position 1178: 2.126661320273762e-06
