Gene = sunn
index = 1902
Annotated 5SS: [ 111  615  798 1074 1346 1978 2399 2861 3311]
Annotated 3SS: [ 166  688  949 1130 1427 2034 2453 2939 3364]
SMsplice 5SS: [ 615  798 1074 1346 1978 2399 2861 3311]
SMsplice 3SS: [ 688  949 1130 1427 2034 2453 2939 3364]
top_k =  100
Partition function (log Z): 17.29849239972236

Sorted 5' Splice Sites (High to Low Probability):
Position 2399: 0.9965235516772896
Position 1346: 0.9960730577945042
Position 1074: 0.9851209831176575
Position 1978: 0.9782124892206702
Position 615: 0.9234419209249997
Position 2861: 0.8956156894872342
Position 798: 0.8443221807080865
Position 3311: 0.6915217694853893
Position 111: 0.21118420905126076
Position 1750: 0.12456953380737422
Position 2540: 0.11339883258394258
Position 2552: 0.05368095009699386
Position 1606: 0.02183725964791051
Position 115: 0.02107514365870779
Position 2584: 0.020252743934025243
Position 2137: 0.01631036138999204
Position 293: 0.011432056333311935
Position 78: 0.009408836418128366
Position 1650: 0.007912595339921547
Position 151: 0.007147622275776921
Position 469: 0.0062879191684616096
Position 1965: 0.005565361441694255
Position 3030: 0.005331538694984041
Position 100: 0.004856135563062263
Position 1537: 0.004646166000492703
Position 802: 0.0044171326405829225
Position 1068: 0.004330638969765992
Position 1928: 0.004090344234077623
Position 627: 0.003992518644147843
Position 2831: 0.0030170456792073586
Position 2308: 0.0027033414259442444
Position 1967: 0.002553570020993809
Position 1000: 0.0025215428874151564
Position 1325: 0.0025039192843087634
Position 1497: 0.0018530659835584188
Position 45: 0.001705589701455406
Position 2576: 0.0014746614447899062
Position 55: 0.001261378367627792
Position 613: 0.0011442191706103025
Position 2727: 0.0011197512688335444
Position 1754: 0.0007964218962245508
Position 96: 0.0006201658114402765
Position 119: 0.00044774357167610274
Position 431: 0.0004161928157013807
Position 1086: 0.00023116370435836812
Position 2141: 0.00022476804893810338
Position 1225: 0.00010062418969319646
Position 29: 7.194980886515254e-05
Position 145: 6.0168515360328716e-05
Position 156: 4.762836876193076e-05
Position 2119: 8.842685548920736e-06
Position 834: 7.353522510523212e-06
Position 2323: 6.19122044870676e-06
Position 2413: 1.2962760323721518e-06
Position 1251: 1.1042271018358164e-06
Position 1271: 6.916493290582562e-07
Position 1379: 5.48399755950726e-07
Position 1849: 5.296487559751863e-07
Position 19: 4.430333770201634e-07
Position 61: 4.4083520890102325e-07
Position 132: 2.0344297029141147e-07
Position 1260: 1.7623432763237151e-07
Position 49: 7.787767904409123e-08
Position 130: 3.733255627716439e-08
Position 1263: 4.993693008046201e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2453: 0.9985960410430679
Position 1130: 0.9984345887466488
Position 2034: 0.9909612130008222
Position 1427: 0.9768044499737754
Position 688: 0.9102008702921779
Position 2939: 0.6642563369285824
Position 949: 0.5852709932437289
Position 3364: 0.5202530029096332
Position 202: 0.17879872081416548
Position 2659: 0.15300735714079394
Position 1816: 0.13148342683477093
Position 3389: 0.11514581342758162
Position 865: 0.10979150679675412
Position 899: 0.07157561030057878
Position 166: 0.0604955634354692
Position 3165: 0.05657991033975855
Position 956: 0.04656361255571678
Position 3443: 0.04334620666881434
Position 2996: 0.0425161841153349
Position 1710: 0.04241934571962733
Position 3175: 0.0350282547678473
Position 2964: 0.03382642583308458
Position 3038: 0.03061661363581713
Position 695: 0.029953348934103136
Position 848: 0.020813040009441633
Position 3074: 0.020693996519572214
Position 2211: 0.016398280147280092
Position 870: 0.013110100300411928
Position 3350: 0.012281016489585569
Position 2673: 0.011905255211604899
Position 3124: 0.010469892105635106
Position 170: 0.008649243205669089
Position 2800: 0.008320618948886006
Position 2891: 0.007167718029896296
Position 3619: 0.0060007924001302055
Position 654: 0.004223269467918048
Position 3554: 0.0041863000353420205
Position 1692: 0.0035193853452556868
Position 3054: 0.0030591469353213833
Position 2698: 0.0028537848853930443
Position 2057: 0.002508330358165778
Position 520: 0.0021480961392544794
Position 3464: 0.0020030868369748235
Position 529: 0.0012174879858250956
Position 1004: 0.0009846731863030502
Position 1158: 0.0009426657673404286
Position 2613: 0.0007999468879559935
Position 2472: 0.0007624474827108602
Position 1531: 0.000703738887038076
Position 1435: 0.0006842362052679209
Position 1680: 0.0006430498957841692
Position 1557: 0.0006171240530810075
Position 3647: 0.0005865672069130523
Position 250: 0.0005559365912927774
Position 2620: 0.0005087544149409
Position 468: 0.000508342897331132
Position 96: 0.0003694632452338864
Position 2371: 0.00029617656775614715
Position 1140: 0.0002731524970077064
Position 1186: 0.0002393775695047697
Position 238: 0.00015332646739266422
Position 304: 0.00014479680777474983
Position 1271: 0.00012029562515390865
Position 753: 9.733405147719067e-05
Position 1101: 1.6750532028129536e-05
