Gene = hay
index = 1723
Annotated 5SS: [ 117  381 2240]
Annotated 3SS: [ 286  440 2296]
SMsplice 5SS: [ 117  381 2240]
SMsplice 3SS: [ 182  440 2296]
top_k =  100
Partition function (log Z): -1.963358716658033

Sorted 5' Splice Sites (High to Low Probability):
Position 2240: 0.997786713388913
Position 117: 0.961415297117526
Position 381: 0.7319103735083672
Position 1900: 0.030051070952719874
Position 803: 0.023576464611773897
Position 2558: 0.007526400543728485
Position 1318: 0.004664759658863426
Position 1271: 0.00219179205308596
Position 106: 0.002152361950400424
Position 968: 0.0015924941535474103
Position 2439: 0.0014027840942370659
Position 56: 0.0005894326435685014
Position 583: 0.00038102960721562155
Position 650: 0.00037173842708172414
Position 2415: 0.0003203711647410128
Position 109: 0.00031870286814882174
Position 2418: 0.00027905845553058195
Position 2427: 0.0002646754872298046
Position 376: 0.00023469288833046092
Position 121: 0.00015908460928018233
Position 369: 0.00014090217645805993
Position 159: 4.204572204085998e-05
Position 419: 1.1943764111897618e-05
Position 46: 6.92927561136969e-06
Position 42: 6.324844104797553e-06
Position 387: 4.2247322740062735e-06
Position 136: 1.5609357321242044e-06
Position 385: 1.3883427721248089e-06
Position 169: 1.256590871665733e-06
Position 366: 1.048375605649594e-06
Position 142: 9.641350801497986e-07
Position 48: 8.152613061760977e-07
Position 6: 5.897431973307161e-08
Position 1915: 5.304667808910972e-08
Position 417: 2.633181046081975e-09
Position 8: 8.199305453317878e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2296: 0.9908568791906254
Position 182: 0.8497930468708061
Position 2123: 0.35601591640135133
Position 440: 0.33853546923587136
Position 1954: 0.07646534534196028
Position 1687: 0.06550312320123002
Position 1396: 0.024670081634057556
Position 783: 0.013238104163991536
Position 512: 0.011479788833166837
Position 2614: 0.007716523632011446
Position 2194: 0.005443943880750714
Position 2368: 0.005427671473920458
Position 1023: 0.005213611364258998
Position 1690: 0.003869066880422164
Position 2488: 0.0028996869181442185
Position 841: 0.002307380186159032
Position 1349: 0.0012301175961098763
Position 2321: 0.001134428462677424
Position 157: 0.0010828603744085417
Position 448: 0.0010534482653268065
Position 428: 0.0009031695409090511
Position 236: 0.0006877446008953967
Position 913: 0.000655646257927732
Position 869: 0.0004654143220625568
Position 610: 0.0004455408122376617
Position 2327: 0.00013718192875442775
Position 2398: 9.416953756931056e-05
Position 2617: 6.429405926167032e-05
Position 193: 7.1753813818153896e-06
Position 109: 6.63479720034807e-06
Position 136: 3.145382804685446e-06
Position 124: 1.5945762135102308e-06
Position 363: 6.110550347211711e-07
Position 95: 8.431336807006941e-10
