Gene = atilla
index = 1614
Annotated 5SS: [ 343 1083]
Annotated 3SS: [ 911 2115]
SMsplice 5SS: [ 343 1083]
SMsplice 3SS: [ 911 2115]
top_k =  100
Partition function (log Z): -2.733255650723462

Sorted 5' Splice Sites (High to Low Probability):
Position 1083: 0.94210432284355
Position 343: 0.8152467543102975
Position 611: 0.26189981323076733
Position 1213: 0.03200082535751667
Position 845: 0.022301427478681645
Position 1365: 0.020124725035967534
Position 1252: 0.018417854577579718
Position 381: 0.012200863831445119
Position 606: 0.010053991901897362
Position 1307: 0.00882975142633107
Position 1292: 0.00800095830216117
Position 481: 0.007316744173499665
Position 421: 0.007020251637977145
Position 781: 0.004536242519323836
Position 815: 0.004028645435026269
Position 1274: 0.001936173350337461
Position 1283: 0.0008715122709189854
Position 211: 0.0007891127651054178
Position 155: 0.0007841094843327718
Position 1070: 0.0007273002241537919
Position 223: 0.000669620939011044
Position 1060: 0.0006315753746237953
Position 204: 0.0005085824708166884
Position 201: 0.0004375910513555482
Position 2359: 0.000410853145641134
Position 2271: 0.00016939077422979942
Position 111: 0.00016270965251927424
Position 2361: 7.795094688895078e-05
Position 426: 7.699860750679928e-05
Position 347: 5.8514589384755426e-05
Position 266: 5.3624782844280605e-05
Position 397: 3.764729376771056e-05
Position 171: 2.960098712105293e-05
Position 300: 2.3012088824278237e-05
Position 340: 1.9492678943524258e-05
Position 164: 1.5542096053113578e-05
Position 14: 6.5795321890433275e-06
Position 26: 4.967310339364675e-06
Position 102: 2.648121814686462e-06
Position 82: 9.955145181587687e-07
Position 39: 7.622835523397319e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2115: 0.9887066243381328
Position 911: 0.6321521790130642
Position 681: 0.2243157979029688
Position 515: 0.10288990097668803
Position 480: 0.07572280062819912
Position 1133: 0.06951084603873078
Position 1193: 0.022037545279158847
Position 406: 0.013384148210909386
Position 695: 0.011229252398706003
Position 424: 0.009750936818822135
Position 638: 0.007866619569832922
Position 457: 0.003255573993084035
Position 433: 0.0032327287518837218
Position 934: 0.0025675663923678993
Position 266: 0.0025673580100410323
Position 709: 0.0022493225068076312
Position 759: 0.0017472271393468
Position 967: 0.0017129664571371352
Position 1574: 0.0014579399709220373
Position 2005: 0.0010905376985339606
Position 1863: 0.000930716287851466
Position 413: 0.000863404991167493
Position 201: 0.0007459702632479082
Position 2424: 0.0006581948667598841
Position 1676: 0.0005547835567191925
Position 1828: 0.0005121570090758067
Position 1014: 0.0005044780864091075
Position 550: 0.00033388360636527775
Position 738: 3.521491657389385e-05
Position 102: 1.5033400185758286e-06
Position 209: 1.024216757217092e-06
Position 300: 8.371625337686028e-07
