Gene = bur
index = 1636
Annotated 5SS: [ 354 2113 2479 3013 3175 3677 3943 4404 4651]
Annotated 3SS: [2004 2173 2711 3077 3306 3749 4001 4458 4707]
SMsplice 5SS: [ 354 2113 2479 3013 3175 3677 3943 4404 4651]
SMsplice 3SS: [1723 2173 2711 3077 3306 3749 4001 4458 4707]
top_k =  100
Partition function (log Z): 25.631169454612937

Sorted 5' Splice Sites (High to Low Probability):
Position 4651: 0.9989640886757375
Position 4404: 0.9978848756173927
Position 2113: 0.9963951457561429
Position 3677: 0.9894040604518052
Position 3013: 0.9866134552679504
Position 2479: 0.9717095755865058
Position 3175: 0.8633161237124766
Position 354: 0.7136684987461159
Position 3947: 0.5309604082529161
Position 1782: 0.47036347771754633
Position 3970: 0.2613086942243255
Position 1501: 0.22433741990663847
Position 2767: 0.16651447933872804
Position 1647: 0.1203137996286891
Position 3246: 0.0683964073909449
Position 203: 0.04683677469679713
Position 592: 0.04134293620573402
Position 1786: 0.03542238584907251
Position 1614: 0.026335505516417737
Position 3165: 0.019873727783294926
Position 3519: 0.01758763097407319
Position 2833: 0.015110063944903098
Position 199: 0.012376000781216338
Position 3502: 0.012035849240123077
Position 5106: 0.010636890115322028
Position 3621: 0.007464752658852757
Position 1035: 0.0071893132997960674
Position 5134: 0.006173948113123226
Position 3007: 0.005012836612738752
Position 3183: 0.00458434497348171
Position 1488: 0.004479442828916976
Position 2607: 0.004260717810413391
Position 207: 0.003214244313633219
Position 3531: 0.0031676875673496176
Position 2595: 0.002644071334240794
Position 3691: 0.0022905329876806075
Position 4290: 0.002161441167816726
Position 2189: 0.0021606138515293297
Position 2184: 0.00207897740704691
Position 2992: 0.0016680065178759694
Position 2984: 0.0015141387215138814
Position 598: 0.0013266498146423777
Position 5390: 0.0013101316862183668
Position 3137: 0.001254705040078342
Position 2913: 0.0012145317950833748
Position 286: 0.0010792576937170054
Position 4655: 0.001035561948292241
Position 2103: 0.0010046563532215833
Position 4174: 0.0009378892823755132
Position 666: 0.000525885547317222
Position 2869: 0.00048042769131004573
Position 891: 0.0004756580501932271
Position 2951: 0.00029284600802855876
Position 588: 0.00025867415080304336
Position 201: 0.00021359550811813192
Position 4359: 0.00015373328159760423
Position 2851: 0.00013750171991739406
Position 2600: 0.00010959029697011969
Position 1433: 9.546905258836542e-05
Position 871: 8.399864737236583e-05
Position 1121: 6.126019534266718e-05
Position 2524: 4.771907176914989e-05
Position 2423: 4.625161205535906e-05
Position 4764: 3.362304131712997e-05
Position 3108: 2.314817266038882e-05
Position 2395: 2.2791752150851194e-05
Position 4813: 1.368157808282842e-05
Position 3225: 1.2657897273328772e-05
Position 1268: 9.871014870578011e-06
Position 409: 1.174570256073383e-06
Position 617: 1.1536983554794905e-06
Position 266: 1.0375598362194794e-06
Position 765: 8.906641319109652e-07
Position 596: 5.886407327023328e-07
Position 11: 3.583465696371974e-07
Position 4566: 3.4847385345325934e-07
Position 30: 2.9413406011357474e-07
Position 22: 1.1367767175217868e-07
Position 82: 4.686516037828722e-08
Position 112: 3.306767591862337e-08
Position 253: 8.54302336554204e-09
Position 4610: 5.544346051040191e-10
Position 4570: 3.476817039090841e-10
Position 4197: 1.2912254930437272e-11
Position 4281: 9.06400635493442e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3077: 0.9995034967017115
Position 4458: 0.999254874429866
Position 4707: 0.9903586998532924
Position 2173: 0.9881853570015429
Position 2711: 0.9694811673869848
Position 3749: 0.9665105757549491
Position 3306: 0.9506682443772364
Position 1723: 0.48388500791947087
Position 4001: 0.4651718251183513
Position 1577: 0.43576905579135794
Position 2004: 0.4133343766057388
Position 4023: 0.35185914437645455
Position 2818: 0.1567504144484088
Position 1858: 0.13143151767487457
Position 935: 0.11712767009458072
Position 1883: 0.07286208491164964
Position 2895: 0.024772448644242117
Position 1895: 0.016732039288639377
Position 3594: 0.012007667806550387
Position 3554: 0.011884930452174364
Position 1012: 0.009403397382466766
Position 2237: 0.008677944259732773
Position 3578: 0.008409799385844113
Position 1343: 0.008177283698915709
Position 260: 0.007936272809981165
Position 5193: 0.00786504311346976
Position 5249: 0.005698605697788999
Position 4740: 0.005092653209925052
Position 3801: 0.004613163276976002
Position 2856: 0.0044156232344106
Position 4904: 0.004273614756908656
Position 4043: 0.004114393950490904
Position 266: 0.0037257050947932984
Position 1268: 0.003701927392334702
Position 2833: 0.003108575605367833
Position 1862: 0.002772384758910591
Position 5327: 0.0026058862880852067
Position 2730: 0.0021489100688605167
Position 1869: 0.0020154076121570224
Position 3405: 0.0017658061303221985
Position 3387: 0.0017396271858980726
Position 3384: 0.0015786906692021878
Position 2188: 0.0015337455123973667
Position 4373: 0.0014895265041716117
Position 3323: 0.0013705407278269241
Position 5449: 0.0013101316862183688
Position 5303: 0.0006413031291013123
Position 2552: 0.0005954609066443298
Position 2341: 0.0005160932062585573
Position 2209: 0.0003200768113829093
Position 4884: 0.0003150663364826693
Position 4471: 0.000146925424187146
Position 2720: 0.0001446149567150281
Position 4497: 0.00013923329683081188
Position 4488: 6.385052025105177e-05
Position 4562: 4.352919587135026e-05
Position 333: 1.1063459180710132e-05
Position 4835: 7.270462789693535e-06
Position 459: 5.971187113399172e-07
Position 565: 4.838790850777389e-07
Position 65: 2.2347671366799978e-07
Position 337: 5.100659443624624e-08
Position 139: 3.1194114173638516e-08
Position 77: 2.95832182816753e-08
