Gene = Nrt
index = 1332
Annotated 5SS: [ 469 8295]
Annotated 3SS: [7641 8357]
SMsplice 5SS: [ 469 8295]
SMsplice 3SS: [7641 8357]
top_k =  100
Partition function (log Z): -4.839136392012477

Sorted 5' Splice Sites (High to Low Probability):
Position 8295: 0.9994409310989123
Position 469: 0.6975024456938034
Position 172: 0.23787996807350975
Position 9836: 0.12001364610326054
Position 10270: 0.03988515524449457
Position 546: 0.034819566121752785
Position 1525: 0.0277600509350399
Position 8583: 0.019428639699344136
Position 1570: 0.01841047902574646
Position 1723: 0.016836724034556657
Position 590: 0.012699691792743698
Position 1112: 0.01235922395675359
Position 9679: 0.009658700916596645
Position 305: 0.007750557460009421
Position 6002: 0.007384501086164889
Position 1765: 0.006919926896365113
Position 1023: 0.006826778174599766
Position 1268: 0.005209317511617499
Position 9206: 0.005095554244277038
Position 8902: 0.004221465547683735
Position 417: 0.003653565812977045
Position 1820: 0.003001431343537734
Position 2327: 0.0029539868021295204
Position 4045: 0.0029199147369120995
Position 9510: 0.0028663010256152538
Position 9489: 0.0023884259677660964
Position 8704: 0.002213902044285733
Position 8505: 0.0021233539912488423
Position 9890: 0.0020159538554518327
Position 9901: 0.0017477424458700972
Position 626: 0.0003116096102657587
Position 8274: 0.0002906986303496745
Position 179: 0.00021920520753882444
Position 8290: 0.0002176432351623124
Position 165: 0.00010289017043858653
Position 3: 7.245394510212317e-05
Position 757: 5.583235912984158e-05
Position 351: 3.402914899647113e-05
Position 186: 3.01702756876871e-05
Position 309: 2.1995278278131978e-05
Position 9344: 1.134377826359702e-05
Position 176: 8.119051350176322e-06
Position 51: 3.900396865917787e-06
Position 1037: 1.654794256888081e-06
Position 555: 1.4118956800063066e-06
Position 682: 1.2341455678781015e-06
Position 237: 1.1699819823402562e-06
Position 328: 1.1500776100268292e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7641: 0.9937556505285763
Position 8357: 0.9416267940832443
Position 10844: 0.1769546541176981
Position 1199: 0.07573926419880139
Position 8360: 0.05509946906508049
Position 9954: 0.02653934005062073
Position 264: 0.00994213875723014
Position 5723: 0.007786513767870559
Position 7652: 0.005842304575444116
Position 338: 0.004664260610319082
Position 11260: 0.0038209514578000092
Position 3706: 0.0029199147369121
Position 11193: 0.0028291075402796526
Position 1403: 0.002249797647700996
Position 267: 0.0017521613266382676
Position 10019: 0.0009318462514599194
Position 9559: 0.0009255414925583091
Position 9268: 0.0008287399133887921
Position 447: 0.0005717466823252521
Position 328: 0.0005301678953032147
Position 9000: 0.000505264704724521
Position 9265: 0.00045786156881974245
Position 9739: 0.00038841473661759365
Position 8366: 0.0003595484063055447
Position 9572: 0.0003181519009640589
Position 9419: 3.3772539019917955e-05
