Gene = Nopp140
index = 1326
Annotated 5SS: [ 204 2056 2456]
Annotated 3SS: [ 405 2296 3208]
SMsplice 5SS: [ 204 2056 2456 3112 3332]
SMsplice 3SS: [ 405 2125 2692 3208 3442]
top_k =  100
Partition function (log Z): 1.7588439576910866

Sorted 5' Splice Sites (High to Low Probability):
Position 2456: 0.9828385554613498
Position 204: 0.9701411126600984
Position 2056: 0.9396095559978885
Position 3332: 0.7571847848762149
Position 3112: 0.7046656895880355
Position 23: 0.045142111937664126
Position 2183: 0.01080628116289508
Position 59: 0.010013454873421831
Position 3318: 0.006871465944756229
Position 3116: 0.0067397400805899585
Position 2487: 0.005460934940948253
Position 2483: 0.0029956720118420157
Position 351: 0.0019941890909845284
Position 3338: 0.0016822714500210685
Position 3564: 0.0010754497137539978
Position 3684: 0.0010625125564462383
Position 2396: 0.0007414557151097507
Position 358: 0.0007065836942294242
Position 43: 0.0006647320070328705
Position 2808: 0.0006488353242268671
Position 3660: 0.0005651413346227273
Position 1303: 0.0005209388297421625
Position 2066: 0.00029410653007990107
Position 2491: 0.000283626391900007
Position 180: 0.000258924611491958
Position 27: 0.00018761099150154282
Position 2788: 0.00018128092471320894
Position 3030: 0.0001763112225052993
Position 3018: 0.00016964029369918193
Position 266: 0.0001601483354036657
Position 21: 6.239278996968875e-05
Position 93: 4.0924550907763544e-05
Position 10: 4.082942448513151e-05
Position 868: 3.3500081276415745e-07
Position 228: 2.976713016111076e-07
Position 237: 1.3154090348315351e-07
Position 146: 1.2266850673672703e-07
Position 242: 4.832686001369032e-08
Position 208: 4.7731208140637624e-08
Position 214: 1.5000308610881946e-08
Position 138: 8.533738458297626e-09
Position 263: 9.601165128465308e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2692: 0.988283372595153
Position 405: 0.7028163133893118
Position 3208: 0.7003371024248713
Position 3442: 0.5369746321518817
Position 2125: 0.41774833346210183
Position 2264: 0.34172277142483415
Position 3412: 0.15327645136775844
Position 2296: 0.13774531345499427
Position 450: 0.10564211825289821
Position 3737: 0.07335382043438714
Position 2358: 0.046883201634502034
Position 288: 0.04515626276759848
Position 111: 0.040411481990947545
Position 2228: 0.017843133071106514
Position 1801: 0.017356602664795422
Position 2299: 0.015800536010452837
Position 477: 0.014167080010740882
Position 3705: 0.01071869775123669
Position 2268: 0.010311094141410576
Position 3418: 0.009452423867740225
Position 93: 0.008562627296771408
Position 1817: 0.007408322464322685
Position 2100: 0.007091456328786092
Position 2334: 0.006052853682530497
Position 459: 0.006028359751907485
Position 1233: 0.003968691939794345
Position 3579: 0.002790976290164368
Position 1720: 0.0026711443257350837
Position 155: 0.0025285720961378093
Position 2710: 0.002138834738920218
Position 2707: 0.0020388792867328657
Position 1186: 0.0019167967985304817
Position 1251: 0.0013797067317909918
Position 1302: 0.0012779220995929252
Position 620: 0.0010688294705237732
Position 122: 0.0009375221666914523
Position 1347: 0.0008692202715956422
Position 1350: 0.0008512753391796623
Position 1259: 0.0008321392897675177
Position 1423: 0.0008069379790579827
Position 1166: 0.0008021241468443373
Position 2196: 0.0007623620346010092
Position 484: 0.0007472383203270262
Position 607: 0.0005474171449648876
Position 1203: 0.0005042049645601786
Position 2872: 0.00045077070749605943
Position 707: 0.0004447843837588177
Position 2169: 0.0004206988734105732
Position 146: 0.00037928756808388296
Position 591: 0.00035416358465492994
Position 2183: 0.00028138831070969857
Position 126: 0.0002658098538530066
Position 2186: 0.00020442032120552634
Position 3873: 0.00017632241782014873
Position 425: 0.00016089279741032976
Position 410: 0.00013886698001493853
Position 188: 7.195026182289873e-05
Position 191: 4.497212782534737e-05
Position 161: 5.463659368808091e-06
Position 370: 1.5682777064821169e-06
Position 194: 1.2862627418558435e-06
Position 174: 4.3678107134667353e-07
Position 167: 1.8850749255683384e-08
Position 179: 7.185606455453779e-09
Position 52: 4.7679067513708435e-09
