Gene = GABA-B-R3
index = 1174
Annotated 5SS: [ 456 3786 4686 5352 6136 7086 7485 7994 9178 9605]
Annotated 3SS: [2785 4541 5075 5883 6722 7182 7854 8901 9285 9733]
SMsplice 5SS: [ 760 4686 5352 6136 7086 7485 7994 9178 9605]
SMsplice 3SS: [4541 5225 5883 6722 7182 7854 8378 9285 9733]
top_k =  100
Partition function (log Z): 12.16828444759189

Sorted 5' Splice Sites (High to Low Probability):
Position 7086: 0.99913883423656
Position 9178: 0.9982266084503986
Position 4686: 0.9975549790716102
Position 6136: 0.9892590410033932
Position 7994: 0.9879141073864163
Position 9605: 0.9480922010447245
Position 7485: 0.9248960974829152
Position 5352: 0.8896261706115345
Position 3786: 0.40451453850346003
Position 760: 0.35778285009572375
Position 9361: 0.298512307713438
Position 247: 0.17158511297221615
Position 859: 0.13328692969954592
Position 10714: 0.1124103439415751
Position 11151: 0.05594084819217642
Position 11774: 0.04230176735246914
Position 9622: 0.04067829679737736
Position 9997: 0.03455944124791719
Position 7342: 0.034050412565531096
Position 10481: 0.033063231838355404
Position 1544: 0.031743316373473725
Position 8277: 0.023152362154665394
Position 5618: 0.021312708418427515
Position 7497: 0.020954122188911895
Position 6643: 0.020166108756589196
Position 982: 0.016809792767894308
Position 822: 0.007024368767591812
Position 1511: 0.006478517841390504
Position 8164: 0.0062769107790622445
Position 703: 0.005382885159026783
Position 568: 0.0048893335044681956
Position 9394: 0.004703303011117324
Position 7704: 0.004324749549912083
Position 699: 0.0038583332867348974
Position 7179: 0.003769079877907982
Position 8113: 0.003349607583294666
Position 764: 0.002696568897483416
Position 665: 0.002622152963018307
Position 7742: 0.0025036957829977177
Position 979: 0.001035399404029113
Position 904: 0.0007663860120646943
Position 975: 0.0006681476317251131
Position 682: 0.0004951503593407145
Position 243: 0.0002929885556524655
Position 686: 0.0002527825854929609
Position 671: 0.000240369461270171
Position 9365: 0.00022486478802051068
Position 9358: 0.00017607578038569385
Position 9367: 0.0001645468509684826
Position 9609: 1.3746744341717459e-05
Position 7082: 7.907797050554676e-06
Position 6149: 2.990287401574398e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7854: 0.9708917035819005
Position 4541: 0.9438813083624307
Position 9285: 0.9399106423707568
Position 5883: 0.8328889168515825
Position 9733: 0.5850546296660512
Position 7182: 0.482031802910587
Position 6722: 0.46801651594510113
Position 8378: 0.334540863047925
Position 5225: 0.3075013828920558
Position 8999: 0.29372774906934956
Position 9423: 0.2882003102164563
Position 9681: 0.25609331409900127
Position 6470: 0.24580406081632938
Position 7139: 0.23601156155190828
Position 5075: 0.22027284437231578
Position 5137: 0.20017354269326926
Position 11628: 0.1625680811159385
Position 9761: 0.1210852544703176
Position 7199: 0.11865862758448238
Position 8901: 0.11577969532832208
Position 7153: 0.10324950957440882
Position 1832: 0.09616438212751738
Position 4796: 0.08104831244448073
Position 10763: 0.08039983247646201
Position 8079: 0.07453319640774539
Position 6388: 0.07371040834563168
Position 8332: 0.07325316304051566
Position 6746: 0.06849493617319433
Position 5744: 0.06242883119069945
Position 1040: 0.04661036983416033
Position 6510: 0.04545817831853928
Position 4873: 0.04459890319246862
Position 7242: 0.042426285037476724
Position 11821: 0.04230176735246914
Position 9251: 0.04044794482841947
Position 6614: 0.03917688741491248
Position 3885: 0.03708067847744202
Position 6211: 0.03285170452564029
Position 5027: 0.03270868973626661
Position 8849: 0.031882553127280396
Position 5700: 0.02548399657475994
Position 8606: 0.02179120675349637
Position 5535: 0.021166987652848038
Position 5741: 0.01884772096920841
Position 5716: 0.017885588621132677
Position 3844: 0.017670608330945352
Position 9306: 0.017615909007533636
Position 8153: 0.017507822250975833
Position 11199: 0.01694989794459576
Position 5912: 0.016907397678257594
Position 8409: 0.015605803022205773
Position 8445: 0.01483025420526047
Position 9446: 0.013820132818051051
Position 8159: 0.013303290872291061
Position 4930: 0.012612157471937079
Position 7581: 0.01110749740589251
Position 1608: 0.011018577709108029
Position 8969: 0.009159244668634872
Position 6591: 0.00887592989182377
Position 6246: 0.008729058676340338
Position 7746: 0.007577093815335542
Position 7872: 0.006551969007322407
Position 6258: 0.006477200458781918
Position 6808: 0.005995693239728604
Position 7424: 0.004175946377429689
Position 5829: 0.004145023660471974
Position 7723: 0.003898061270392312
Position 10228: 0.003772960821857966
Position 5886: 0.0036249795800449387
Position 6390: 0.0032481297373415266
Position 7802: 0.0023440080464578105
Position 8725: 0.0022963743021817084
Position 6182: 0.0019479854945004843
Position 6313: 0.0018605889301831322
Position 6337: 0.001577554306935441
Position 6241: 0.0012052200207636379
Position 9660: 0.0010172133542191639
Position 7207: 0.0009560496838831205
Position 9236: 0.0008137023134039805
Position 9666: 0.0007432142478026779
Position 8253: 0.0007083802576508129
Position 6317: 0.0006924069244382768
Position 6217: 0.0006507930313490133
Position 7699: 0.0006104151158917177
Position 9461: 4.616819953089123e-05
Position 7164: 4.878449510503733e-06
