Gene = Wbp2
index = 1601
Annotated 5SS: [ 167  633  989 1558 2552]
Annotated 3SS: [ 332  749 1143 2450 2615]
SMsplice 5SS: [ 167  633  989 1558 2357 2552]
SMsplice 3SS: [ 332  749 1143 2066 2450 2615]
top_k =  100
Partition function (log Z): 13.955035350312684

Sorted 5' Splice Sites (High to Low Probability):
Position 1558: 0.9954555725109991
Position 2552: 0.9948224817393649
Position 633: 0.9927452245013226
Position 989: 0.9903398032366932
Position 167: 0.9248710806098878
Position 2357: 0.43996832104741734
Position 2364: 0.17372709953154744
Position 2379: 0.16665920034631942
Position 2113: 0.06935594623594295
Position 1384: 0.0437577805760838
Position 1301: 0.02992154595131658
Position 1964: 0.028820923730850052
Position 2344: 0.022915610401930783
Position 2314: 0.02281885495254754
Position 2377: 0.0190947145139682
Position 1361: 0.014770384403237389
Position 1917: 0.014221308789484301
Position 407: 0.013494659844474812
Position 1340: 0.013221589592646233
Position 2173: 0.010621251268285118
Position 164: 0.00923708730383056
Position 231: 0.008545343300459177
Position 25: 0.007901599513203426
Position 1369: 0.007774464050389521
Position 1780: 0.005962759766657293
Position 1398: 0.0045925564829209925
Position 1900: 0.0025421118820417705
Position 983: 0.0016269866294248256
Position 2176: 0.0011640290535786994
Position 556: 0.0010835993014988827
Position 49: 0.000963020141853603
Position 637: 0.0007385433095278091
Position 171: 0.0006064641169682202
Position 685: 0.0005428520981378195
Position 1208: 0.0004348518899737082
Position 1877: 0.0003482492823032948
Position 1744: 0.00034652471910474896
Position 183: 0.00028949086617764843
Position 55: 0.00024199525448634305
Position 2783: 0.00022202190032281896
Position 975: 0.00021869057771841234
Position 2571: 0.00020216651259684877
Position 374: 0.00019180809583934345
Position 597: 0.0001251269441357179
Position 592: 0.00011702121847827897
Position 2709: 9.980314374492534e-05
Position 117: 9.922730142470397e-05
Position 1898: 8.452268196502623e-05
Position 2776: 8.340184711631493e-05
Position 222: 6.682749233589848e-05
Position 243: 6.573213388074987e-05
Position 489: 5.3888214650656085e-05
Position 583: 5.3254899241837306e-05
Position 644: 4.8973294178058405e-05
Position 2561: 4.0421339256431316e-05
Position 277: 3.992450059035101e-05
Position 1823: 2.592949595106131e-05
Position 1562: 1.9353786704966964e-05
Position 29: 1.620509058925495e-05
Position 2754: 1.561504915845103e-05
Position 2900: 1.3796870263195776e-05
Position 949: 1.1493498958892195e-05
Position 22: 2.5656927505477627e-06
Position 993: 8.770296310934564e-07
Position 52: 6.978287195056755e-07
Position 113: 2.3888856755042385e-07
Position 144: 1.0763067191314078e-07
Position 92: 4.7365245312609576e-08
Position 245: 3.09075509686257e-08
Position 1004: 5.757306559860121e-09
Position 78: 1.678323805964206e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2615: 0.9875693948407793
Position 2450: 0.9832922289856455
Position 749: 0.9652408083532736
Position 332: 0.8948375841113209
Position 2066: 0.7795282708843918
Position 1143: 0.6007773035225552
Position 1640: 0.19241576599783375
Position 1221: 0.17506395379242337
Position 1430: 0.1430561880886777
Position 1461: 0.13829425428473216
Position 1164: 0.03320734228010382
Position 347: 0.023326302099263407
Position 701: 0.01956386441388607
Position 474: 0.01427372164760481
Position 449: 0.011304302234085186
Position 735: 0.010506381220946546
Position 2200: 0.01027004683960943
Position 1963: 0.008318942641416303
Position 92: 0.007689527766213412
Position 1334: 0.007090823830492842
Position 2629: 0.007059432416843728
Position 1376: 0.003611043307249531
Position 283: 0.0033302472019587164
Position 1698: 0.0029157354418221934
Position 396: 0.0019904118908025633
Position 522: 0.0017474085209038274
Position 1920: 0.001570832646406151
Position 353: 0.00152338427333162
Position 760: 0.0015102060624803157
Position 378: 0.0014702626057487341
Position 780: 0.0012568088253283398
Position 840: 0.0008968933428826543
Position 1175: 0.0007006057474442942
Position 1358: 0.0006092925609166971
Position 271: 0.00040844746670196824
Position 2832: 0.0003655710575993852
Position 482: 0.00033705648303091536
Position 2691: 0.00027946230714991587
Position 2462: 0.0002575502820314142
Position 453: 0.00014743736238473774
Position 2829: 0.0001407212662163916
Position 555: 0.00012041713939011358
Position 549: 0.00011973965335507428
Position 263: 8.681286223090746e-05
Position 406: 8.15602966234643e-05
Position 2100: 4.3674721507362186e-05
Position 2666: 3.8838514058045375e-05
Position 294: 3.576491143057668e-05
Position 106: 3.487290217754708e-05
Position 1713: 3.2782122563304326e-05
Position 2663: 3.24937088121138e-05
Position 2040: 3.1524556774775785e-05
Position 615: 1.4191852257054402e-05
Position 2957: 1.3796870263195776e-05
Position 685: 1.3758477481282763e-05
Position 108: 9.61223899671021e-06
Position 162: 3.996898712402156e-12
