Gene = kto
index = 1741
Annotated 5SS: [ 675 3404 5192 5619 5993 6376 6887]
Annotated 3SS: [ 735 3477 5249 5677 6063 6579 6950]
SMsplice 5SS: [ 675 3404 5192 5619 5993 6376 6887]
SMsplice 3SS: [ 735 3477 5249 5677 6063 6579 6950]
top_k =  100
Partition function (log Z): 23.46747388706984

Sorted 5' Splice Sites (High to Low Probability):
Position 6887: 0.9992302773864625
Position 5993: 0.9982572290215097
Position 675: 0.9979192494578942
Position 5619: 0.9973034644230527
Position 5192: 0.9940892755195767
Position 3404: 0.98610960406868
Position 6376: 0.9778486892450506
Position 219: 0.1651664907604538
Position 8269: 0.08744935563797569
Position 414: 0.06007183519626463
Position 1023: 0.05954118640977296
Position 381: 0.05193416570006505
Position 4028: 0.046938052015373495
Position 847: 0.027358952482386928
Position 1944: 0.026201400423090947
Position 3911: 0.021280776962678803
Position 1118: 0.019222172124059085
Position 3879: 0.01698210237397683
Position 3875: 0.013871803422358199
Position 790: 0.006999285285268209
Position 254: 0.006739530405586984
Position 3750: 0.006525495622913952
Position 6488: 0.00564629083931542
Position 372: 0.005459384018160674
Position 5328: 0.004249702028314711
Position 8242: 0.0030941583468412073
Position 6480: 0.0024475909550433312
Position 1003: 0.0022547201359323092
Position 867: 0.0019473908389359737
Position 6516: 0.001625753657225626
Position 6477: 0.0014794889326172301
Position 205: 0.0013273915446240434
Position 679: 0.0012327060851633597
Position 4106: 0.0011026512667458052
Position 379: 0.001049528463770658
Position 386: 0.0008501606236168256
Position 173: 0.0008497264451319777
Position 397: 0.0008481134768404987
Position 8227: 0.0006120742776153425
Position 6400: 0.000509498859822931
Position 7388: 0.0004515803528753581
Position 6393: 0.00044788583703703417
Position 500: 0.0003896295377568029
Position 661: 0.00035426940931114216
Position 6006: 0.0003534087609447026
Position 6202: 0.0003309305970064523
Position 6891: 0.0002599761418948424
Position 6140: 0.0002094785228220032
Position 6785: 0.00020771847877649644
Position 6199: 0.000153534151673594
Position 7574: 0.00015263603970275844
Position 5577: 0.00010443783005665449
Position 3244: 0.00010103677578108279
Position 239: 6.996856678687833e-05
Position 5418: 6.585213420547928e-05
Position 8055: 6.40832069549932e-05
Position 5623: 6.305891122251523e-05
Position 5922: 5.7033657955650535e-05
Position 6898: 3.838592059770024e-05
Position 5893: 3.4411092028388524e-05
Position 5925: 2.021932996493653e-05
Position 5825: 8.219813506338297e-06
Position 5912: 7.152905852548836e-06
Position 853: 7.0036871011410895e-06
Position 5997: 4.57437593901162e-06
Position 2190: 3.438754510640376e-06
Position 111: 2.3120348176591624e-06
Position 628: 2.990248055317467e-07
Position 87: 2.7575726515775153e-07
Position 523: 7.294193804384505e-08
Position 6846: 1.4992385868671856e-08
Position 6885: 1.3445996471187301e-08
Position 565: 9.157248451644509e-09
Position 105: 8.906451024341967e-09
Position 6710: 7.371601453381833e-09
Position 362: 6.867476275375171e-09
Position 31: 3.683627559171576e-09
Position 487: 1.877760371539103e-09
Position 5437: 1.5616541255753123e-09
Position 67: 1.2191148597950576e-09
Position 796: 3.5296657113409827e-10
Position 5835: 3.424168403260915e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 735: 0.9999999714621379
Position 5249: 0.99973420231047
Position 6950: 0.9986413473861967
Position 5677: 0.9917959262800891
Position 6579: 0.9873606233040642
Position 3477: 0.8938715009020272
Position 6063: 0.5941856033330707
Position 6066: 0.4020747449521824
Position 270: 0.1387729049455858
Position 3514: 0.10612849909796666
Position 4139: 0.10061063380043718
Position 8326: 0.08769318642406256
Position 432: 0.06962628069488762
Position 499: 0.06226037414445767
Position 2633: 0.04705814164808936
Position 1181: 0.03771061289296191
Position 913: 0.028477734550936547
Position 466: 0.01916022240255409
Position 1864: 0.010373832194688131
Position 2234: 0.006001357024735103
Position 5767: 0.005229244099622377
Position 8299: 0.0037742810794761045
Position 5411: 0.003310375823386928
Position 437: 0.0023666398691817164
Position 6648: 0.0016708427787607365
Position 6591: 0.0011518500131640318
Position 6645: 0.0011362595675844045
Position 6994: 0.000900411024980358
Position 5376: 0.0008446597669128835
Position 555: 0.0007097600354883853
Position 493: 0.000699286833947138
Position 6624: 0.0005044588096035511
Position 3947: 0.0004453210727148687
Position 6427: 0.00040920419173785236
Position 7729: 0.00037718893229469856
Position 6627: 0.000313321410338287
Position 6594: 0.00022875882819462732
Position 6496: 0.00022152008905651147
Position 6105: 0.00020690477088663862
Position 5840: 0.0002011417314823911
Position 469: 0.00016652624119599507
Position 463: 0.0001571397444352393
Position 6078: 0.00014863925615640975
Position 249: 0.00012963420935288
Position 286: 0.00012290880397067104
Position 850: 0.00010717165393580437
Position 7036: 0.00010163735376195056
Position 289: 8.95616136479682e-05
Position 5735: 8.128309203432667e-05
Position 5713: 6.496730243971143e-05
Position 7078: 3.8791113652380715e-05
Position 5907: 3.745832040993564e-05
Position 7033: 3.541596438373006e-05
Position 6450: 2.581033184784305e-05
Position 6436: 2.2332054093894158e-05
Position 883: 9.451942750533975e-06
Position 853: 7.913580700683762e-06
Position 292: 3.0972813261689045e-06
Position 295: 3.422848679138749e-07
Position 331: 3.2871063244626704e-07
Position 133: 1.355996896757957e-07
Position 746: 2.1342655216012453e-09
