Gene = FRG1
index = 1161
Annotated 5SS: [130 365 628 887]
Annotated 3SS: [181 428 686 978]
SMsplice 5SS: [130 365 628 887]
SMsplice 3SS: [181 428 686 978]
top_k =  100
Partition function (log Z): 6.578444782457108

Sorted 5' Splice Sites (High to Low Probability):
Position 628: 0.998771176493578
Position 887: 0.9602108176961508
Position 130: 0.9465461469065237
Position 365: 0.9458559823157888
Position 774: 0.025412737370123412
Position 310: 0.00727900958830299
Position 134: 0.005984955221082692
Position 371: 0.005937635967980006
Position 274: 0.005115301458067783
Position 928: 0.0046988325980172035
Position 14: 0.0028383001063186464
Position 107: 0.0014975821845148996
Position 891: 0.001481510668416809
Position 278: 0.001106511623950762
Position 326: 0.00039093700603926284
Position 30: 0.0003717066120529406
Position 240: 0.0003128609994026601
Position 870: 0.000190976745024835
Position 1114: 0.00017332608414407134
Position 517: 0.0001483355736830017
Position 1095: 9.791780336792025e-05
Position 619: 9.0948468877921e-05
Position 632: 6.357758219386079e-05
Position 885: 5.5467908319445825e-05
Position 73: 4.854096680834e-05
Position 778: 3.892611661839754e-05
Position 793: 3.716582545485073e-05
Position 805: 3.426808771260433e-05
Position 25: 3.377428673508097e-05
Position 340: 3.030902013554257e-05
Position 609: 2.4015897660885023e-05
Position 27: 2.1347716439781342e-05
Position 798: 2.0930943772629252e-05
Position 18: 1.788074104194255e-05
Position 677: 1.7148040636642135e-05
Position 5: 1.429603915387913e-05
Position 65: 7.356063038269109e-06
Position 178: 8.643867874281228e-09
Position 317: 1.709081917959659e-09
Position 315: 1.7059399188863887e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 978: 0.9868772947161225
Position 428: 0.9654939776859829
Position 181: 0.9514729063037886
Position 686: 0.9420092155660015
Position 744: 0.05187536089874004
Position 1000: 0.006964861027437373
Position 77: 0.0023710311753588516
Position 994: 0.0019543296357625835
Position 233: 0.0013838942735385272
Position 516: 0.0007291464284842553
Position 185: 0.000716096634321106
Position 200: 0.0005153030543768117
Position 773: 0.0003614502712213388
Position 845: 0.0002967062763796336
Position 817: 0.00029143876105381034
Position 1161: 0.0002820514526847185
Position 798: 0.00018560055282488484
Position 187: 0.00017824803250744773
Position 203: 0.00017297534256437565
Position 239: 0.00010727027169240541
Position 561: 0.00010084942352789455
Position 520: 8.830166170930189e-05
Position 916: 6.855564789300263e-05
Position 1048: 5.8339609633299915e-05
Position 1037: 5.592954779735842e-05
Position 839: 5.587344374763206e-05
Position 337: 5.141684059513848e-05
Position 1089: 4.9963266783813386e-05
Position 209: 4.794425608156966e-05
Position 1006: 3.906094318314319e-05
Position 472: 3.8797311579348356e-05
Position 770: 3.503012212360604e-05
Position 1009: 1.8126721248244175e-05
Position 371: 1.4111292202544058e-05
Position 155: 7.967427873794223e-06
Position 100: 5.473624258185865e-06
Position 116: 3.6270097941542412e-06
Position 130: 2.411134483709821e-10
Position 121: 3.4032505169021565e-11
