Gene = AstC
index = 31
Annotated 5SS: [ 246 4277 4473]
Annotated 3SS: [4160 4332 4534]
SMsplice 5SS: [ 246 4277 4473]
SMsplice 3SS: [4160 4332 4534]
top_k =  100
Partition function (log Z): 0.6143047579235907

Sorted 5' Splice Sites (High to Low Probability):
Position 4277: 0.9974563496275528
Position 246: 0.9739395872352267
Position 4473: 0.9573555291899924
Position 4661: 0.398492167451045
Position 1068: 0.08027264819098599
Position 829: 0.05228486936457501
Position 824: 0.043502675514276605
Position 1375: 0.015677020116094353
Position 1303: 0.012870320457091121
Position 4614: 0.007425346916505319
Position 882: 0.004934062171578026
Position 834: 0.0047896269524790175
Position 2581: 0.0046314920374192535
Position 4892: 0.002502765186753463
Position 4281: 0.0011504435459319133
Position 4575: 0.0007922765632975421
Position 1163: 0.000737103158203461
Position 354: 0.00035942959942561123
Position 4388: 0.00013300305603927305
Position 563: 6.407797379177536e-05
Position 463: 5.8152546394935415e-05
Position 567: 4.888128653977404e-05
Position 250: 2.897364111102828e-05
Position 434: 2.5433534641728992e-05
Position 406: 1.637660733569327e-05
Position 4609: 1.5956264008499664e-05
Position 240: 8.838897730257312e-06
Position 420: 2.139683551987293e-06
Position 4518: 1.6440056965272748e-06
Position 4676: 1.5260602466966796e-06
Position 60: 1.6784058366279823e-10
Position 305: 8.793993778042644e-12
Position 29: 1.1893979676383129e-12
Position 7: 5.589228374409554e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4332: 0.9979244223003249
Position 4160: 0.8815601582565579
Position 4534: 0.6991275589654585
Position 4726: 0.3294055482536298
Position 4543: 0.174427949344639
Position 4195: 0.1139461634291079
Position 898: 0.08685454029782033
Position 4537: 0.06739775827361998
Position 305: 0.05739630491389725
Position 4907: 0.026874206867678715
Position 4657: 0.024749472716591135
Position 948: 0.019234250700927765
Position 4801: 0.012696557409755187
Position 5095: 0.010577380414856008
Position 4955: 0.008227052558312183
Position 623: 0.007659087927738988
Position 667: 0.0052031684472668704
Position 5211: 0.004339309937609979
Position 2537: 0.003305080365367826
Position 3415: 0.002713241701198886
Position 4770: 0.0026265481368568768
Position 487: 0.0020456658696103706
Position 353: 0.0018219840958325737
Position 677: 0.0016192814686947458
Position 4242: 0.0014865930707578224
Position 604: 0.001446451011490522
Position 4817: 0.001417184713821199
Position 4757: 0.0013045627059120493
Position 563: 0.0012612403272527297
Position 467: 0.0012234896112170643
Position 5127: 0.0012229703437897214
Position 1226: 0.0010303431914232234
Position 537: 0.000983694313394565
Position 4822: 0.0009807609628628118
Position 648: 0.0009363132853535796
Position 4356: 0.0008814135633502828
Position 965: 0.0008229815884810474
Position 5103: 0.0007235407139909938
Position 574: 0.0006870527382099738
Position 5139: 0.0006008356789698248
Position 434: 0.00028293433842749424
Position 367: 0.00022436030610115736
Position 723: 0.0002088608278980642
Position 4466: 0.0001158175474175886
Position 977: 4.623520429430972e-06
