Gene = GlcAT-P
index = 1188
Annotated 5SS: [   36   970 13148 13903 15382 18007 18313 18889]
Annotated 3SS: [  660 13116 13327 14892 17819 18154 18597 19004]
SMsplice 5SS: [  970 13903 18007 18313 18889]
SMsplice 3SS: [13327 17819 18154 18597 19004]
top_k =  100
Partition function (log Z): -1.5889781712561382

Sorted 5' Splice Sites (High to Low Probability):
Position 970: 0.999999971384728
Position 13903: 0.9987889323938663
Position 18889: 0.9938868526187099
Position 19218: 0.08500906486675208
Position 19382: 0.06901210495590158
Position 19272: 0.015206872960583847
Position 19107: 0.014697385945638115
Position 19266: 0.007231064185241448
Position 19895: 0.003338529319795464
Position 19270: 0.0022941033874518102
Position 19130: 0.002252111989352344
Position 19300: 0.0013017493291985452
Position 19173: 0.0011220901116941397
Position 232: 0.00033482148339358087
Position 246: 0.00018571726881596426
Position 137: 0.0001776606400375173
Position 611: 0.000156828129517741
Position 384: 0.00012739946713397778
Position 221: 0.00012185893745590853
Position 388: 9.535295838570061e-05
Position 758: 9.119726037988499e-05
Position 32: 8.860102718849428e-05
Position 36: 3.9785407368384244e-05
Position 19141: 2.4878634936185214e-05
Position 392: 1.810969014722435e-05
Position 615: 1.578090615243093e-05
Position 400: 1.4548252448099977e-05
Position 402: 1.319042479071219e-05
Position 404: 1.3153394739339385e-05
Position 396: 1.153956907331272e-05
Position 398: 6.923573681927295e-06
Position 298: 6.4622506001511694e-06
Position 19212: 6.380561468760402e-06
Position 128: 4.494599904698456e-06
Position 19133: 4.477002992113701e-06
Position 597: 4.222123686431941e-06
Position 2563: 2.1752231135954343e-06
Position 1229: 4.974545791010785e-07
Position 2058: 4.930597118780653e-07
Position 2158: 7.934417602170514e-08
Position 1421: 2.9098012259773008e-08
Position 1028: 2.8558104843314403e-08
Position 2049: 1.628522425584371e-08
Position 1703: 1.13982256524776e-08
Position 1869: 9.947074288915962e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 19004: 0.9995665020652436
Position 18597: 0.9938868526187099
Position 13327: 0.8786123159269746
Position 13116: 0.12017661646689165
Position 19347: 0.0818562909623165
Position 19435: 0.07077782112415855
Position 19556: 0.014834298676561906
Position 20186: 0.008701020024685776
Position 20326: 0.005223272070769778
Position 19459: 0.0049281603853540456
Position 19591: 0.004669473146948255
Position 19522: 0.002742036843081349
Position 19617: 0.0015744273208067284
Position 19172: 0.0013999095760983667
Position 19405: 0.0011373805405603685
Position 660: 0.0009429309407785798
Position 19300: 0.0009406414272993846
Position 19442: 0.0008437201557064777
Position 20493: 0.00065714982896423
Position 20460: 0.0006412985423989777
Position 19185: 0.0005046330639597498
Position 19025: 0.00043349793292887323
Position 845: 0.00018132079836753905
Position 503: 0.00016205326230000136
Position 866: 0.00012239937696060152
Position 914: 0.0001051079986169388
Position 19204: 6.927956133591003e-05
Position 197: 1.382373777669146e-05
Position 2493: 2.175224942631624e-06
Position 1106: 4.5684057645202033e-07
Position 1953: 3.95171790696001e-07
Position 1612: 1.5599759151841952e-07
Position 1142: 8.916281788592406e-08
Position 1733: 3.2102611594660696e-08
Position 1262: 7.254446397634202e-09
Position 98: 6.951912761101609e-09
Position 301: 4.298188369773228e-09
