Gene = Charon
index = 1069
Annotated 5SS: [ 783 1092 1776]
Annotated 3SS: [ 891 1161 1848]
SMsplice 5SS: [ 783 1092 1776]
SMsplice 3SS: [ 891 1161 1848]
top_k =  100
Partition function (log Z): 3.015186270132793

Sorted 5' Splice Sites (High to Low Probability):
Position 1092: 0.9877639287025866
Position 783: 0.9793325083289867
Position 1776: 0.9752564992007448
Position 1989: 0.29645369444666253
Position 1394: 0.01669572926089047
Position 463: 0.010371791287868186
Position 826: 0.006591617092901169
Position 793: 0.004769996442209385
Position 806: 0.003953495919107313
Position 1780: 0.00393652732711636
Position 195: 0.002752066096351239
Position 472: 0.001218086046892909
Position 787: 0.001070308118119084
Position 56: 0.0009589275812546985
Position 172: 0.0009037928983279575
Position 444: 0.00045708149626997013
Position 1479: 0.00038646791820401265
Position 238: 0.00036107097399120546
Position 1096: 0.0003359751351712319
Position 1968: 0.00031483293940938483
Position 809: 0.00025508653319677847
Position 143: 0.00024550235770681294
Position 833: 0.0002419618765140049
Position 405: 0.00019040503939681295
Position 627: 0.0001692230754384449
Position 1794: 0.00016123279954088137
Position 1319: 0.00013723970362162387
Position 812: 0.00013552537101852761
Position 1636: 0.00010883956167042204
Position 74: 9.313795187902803e-05
Position 267: 6.78386432645594e-05
Position 1209: 6.273615215637846e-05
Position 255: 6.0233773070301965e-05
Position 750: 4.605848501477694e-05
Position 51: 2.878537550347181e-05
Position 18: 2.394526584072698e-05
Position 1977: 2.3195791950699197e-05
Position 658: 1.4202851849117094e-05
Position 1074: 1.3400925746290744e-05
Position 492: 7.874053204694942e-06
Position 687: 7.2241876384608465e-06
Position 604: 5.4793582810476475e-06
Position 1925: 4.733948613217373e-06
Position 994: 1.0517429682169015e-06
Position 241: 6.325195302052654e-08
Position 1062: 5.652280188816687e-08
Position 1129: 5.1395902268034213e-08
Position 1202: 2.2231690145230433e-08
Position 44: 1.493202180598979e-08
Position 8: 1.0494760878806057e-08
Position 53: 4.509814286603572e-09
Position 476: 3.821482412885128e-11
Position 282: 2.694602594524516e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1848: 0.9766287041125264
Position 891: 0.9654457736461808
Position 1161: 0.9493395143860455
Position 2043: 0.2975960083422457
Position 918: 0.03332775944627421
Position 1455: 0.01014925926739373
Position 1550: 0.008545834495354987
Position 1545: 0.007385380756982516
Position 1440: 0.006560751257378292
Position 686: 0.005972849811746488
Position 1263: 0.0055491338298963
Position 1502: 0.004743423767147097
Position 1207: 0.0037094769213149
Position 1832: 0.003025350235716268
Position 630: 0.0020973411372398046
Position 1487: 0.0020077428241812223
Position 1415: 0.001966051603106406
Position 1213: 0.0016513129002382009
Position 267: 0.0015055914172059036
Position 573: 0.0012425966836071528
Position 1581: 0.0010518537698675633
Position 124: 0.0009293149848703606
Position 1516: 0.0008219434215081458
Position 297: 0.0004859476386988974
Position 653: 0.00047136511295062743
Position 895: 0.0004678499678986129
Position 527: 0.0003626751172781097
Position 627: 0.00033568931318156214
Position 1584: 0.0002946212099728112
Position 384: 0.0002863584718860793
Position 228: 0.0002270994590806425
Position 1702: 0.0002252913496704771
Position 1379: 0.0001982373385872711
Position 326: 0.0001924724265270517
Position 146: 0.00016739349729414957
Position 661: 0.00015670311275008052
Position 1425: 0.00015017070927456942
Position 307: 0.00014224208110817516
Position 567: 0.00011336916566354235
Position 403: 0.0001092330815648633
Position 238: 7.25139266261778e-05
Position 1824: 4.957784001829371e-05
Position 1174: 4.1285702626841585e-05
Position 492: 3.5350287649916505e-05
Position 984: 3.441328092183624e-05
Position 215: 3.195027958225448e-05
Position 210: 2.8157478100638308e-05
Position 241: 1.9436295057347785e-05
Position 2019: 1.8896069418489593e-05
Position 1010: 1.0808273460931778e-05
Position 1058: 6.678412502651202e-06
Position 1084: 7.795006231547379e-07
