Gene = Acp36DE
index = 10
Annotated 5SS: [214]
Annotated 3SS: [272]
SMsplice 5SS: [ 65 214]
SMsplice 3SS: [128 272]
top_k =  100
Partition function (log Z): -5.5968247203585575

Sorted 5' Splice Sites (High to Low Probability):
Position 214: 0.9774273371901246
Position 65: 0.6514173554818474
Position 988: 0.5824902911790695
Position 523: 0.09586027061342724
Position 385: 0.030505963787586406
Position 492: 0.009665817074500876
Position 1350: 0.007914419619476382
Position 306: 0.003042134961442127
Position 585: 0.0012117551770055516
Position 282: 0.000988308830580899
Position 196: 0.00035086032491957826
Position 291: 0.00033230080065666526
Position 527: 0.00018526256218087488
Position 58: 0.00016862102891562232
Position 69: 0.00011404738125760775
Position 112: 7.724077123525555e-05
Position 78: 1.6329341163789428e-05
Position 157: 1.2458218537842004e-05
Position 27: 5.2705174621639735e-06
Position 181: 3.852158910579234e-06
Position 257: 3.829681226062742e-06
Position 18: 1.2363822780613303e-06
Position 123: 5.565533278463832e-08
Position 6: 5.5329708640654156e-08
Position 255: 3.12839583531641e-08
Position 140: 1.3653962370338581e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 272: 0.9572736675423235
Position 128: 0.6117966417015716
Position 1064: 0.2421151353788981
Position 1226: 0.12084996191098035
Position 611: 0.10439011396232767
Position 2207: 0.0420485782113422
Position 707: 0.03765184721625925
Position 1232: 0.02851754131052373
Position 2306: 0.026709401965912836
Position 1519: 0.017958835616578267
Position 1664: 0.016776623947841036
Position 140: 0.01659342603607493
Position 1151: 0.015529402551629108
Position 753: 0.012990940884694819
Position 2643: 0.01280455527811662
Position 168: 0.011136089267652884
Position 2826: 0.0109130169449632
Position 2561: 0.01091155937940519
Position 1463: 0.009786372005332764
Position 1402: 0.00791441961947638
Position 1844: 0.006814120834945111
Position 1070: 0.005093634034697673
Position 336: 0.005030713008793009
Position 588: 0.0046645013067450995
Position 1031: 0.00423445593860166
Position 362: 0.0041484183513866004
Position 1331: 0.003794308820272167
Position 1473: 0.003066199315793339
Position 585: 0.0029050918975980595
Position 1476: 0.0025039731158787376
Position 1282: 0.0020867251103738427
Position 653: 0.0012270597268201774
Position 112: 0.0005960205333714495
Position 911: 0.0003297557863423276
Position 633: 0.00023354327208185068
Position 186: 0.00018207692475132186
Position 207: 0.00013631950716142338
Position 157: 4.4681178653052334e-05
Position 181: 3.430996379583607e-05
Position 95: 1.0796467995626307e-06
