Gene = dsf
index = 1678
Annotated 5SS: [  265  2216  2435 11540]
Annotated 3SS: [ 2131  2272 10202 11635]
SMsplice 5SS: [  265  2216  2435 11540]
SMsplice 3SS: [ 2131  2272 10202 11635]
top_k =  100
Partition function (log Z): 1.3736669741941365

Sorted 5' Splice Sites (High to Low Probability):
Position 2435: 0.9999999937938407
Position 2216: 0.9927513200258334
Position 11540: 0.9848825037716296
Position 265: 0.9110388483119419
Position 8842: 0.0742267790802598
Position 11822: 0.06363916715540903
Position 6814: 0.03689624045854437
Position 6818: 0.036594773788954114
Position 117: 0.036318988610132934
Position 4461: 0.01791487361720538
Position 910: 0.01657039142482495
Position 7425: 0.01640972608037
Position 1360: 0.015620046799421963
Position 427: 0.01383963726263714
Position 1808: 0.01328115117455053
Position 3777: 0.01323617703622524
Position 12107: 0.0086268457017465
Position 588: 0.0058935793357338204
Position 12322: 0.005717661311217806
Position 784: 0.005415455356970696
Position 12115: 0.005366930771496849
Position 8408: 0.004678936099265159
Position 2249: 0.0036747372007479807
Position 512: 0.003412041236650664
Position 133: 0.0031337216125861714
Position 276: 0.002669623610096159
Position 6810: 0.0021743035495434466
Position 12667: 0.002035064093297647
Position 523: 0.0015898466776915377
Position 12732: 0.0015595188748026576
Position 434: 0.0014575289209845714
Position 597: 0.00143576786804867
Position 12085: 0.001335685858907557
Position 536: 0.0011843220438200169
Position 36: 0.0010029660085501275
Position 637: 0.0009313639759298369
Position 446: 0.000838656448611157
Position 981: 0.0006605702173081947
Position 474: 0.000639741435637767
Position 836: 0.000570907476232477
Position 3784: 0.00024272257963227627
Position 125: 0.00012610317020997868
Position 2164: 4.589795016883254e-05
Position 78: 2.806628564148673e-05
Position 147: 6.50435374096567e-06
Position 25: 4.632947302537044e-06
Position 185: 2.050500137228952e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 11635: 0.9900070342085067
Position 2131: 0.9863537347028959
Position 10202: 0.9828309420535517
Position 2272: 0.9803078968072356
Position 8750: 0.05965657060993095
Position 12240: 0.04811595493328156
Position 6634: 0.0462498725832948
Position 12836: 0.027779924602555288
Position 185: 0.01956903431801826
Position 7346: 0.016412181086966914
Position 1738: 0.01487424403081679
Position 8774: 0.01458451956784139
Position 6436: 0.011578896123842001
Position 3119: 0.010402468600653936
Position 6666: 0.00943550475015688
Position 2292: 0.009243237584122429
Position 6137: 0.008403773826648513
Position 10176: 0.008253150178632254
Position 4248: 0.007927831424288927
Position 2328: 0.007004435241768252
Position 7494: 0.004683304278273444
Position 704: 0.004632500830230291
Position 12946: 0.004051643672323508
Position 1084: 0.0038142791141243175
Position 11884: 0.003728426423173856
Position 12994: 0.002396144472397144
Position 11973: 0.0023456360825810456
Position 3863: 0.00234397593818149
Position 756: 0.001987383992462685
Position 934: 0.001962014887023685
Position 12165: 0.0018949832612675916
Position 13028: 0.001693199415017617
Position 2976: 0.0015364524091270727
Position 2927: 0.0015095626830133903
Position 2512: 0.00130449878487615
Position 4108: 0.0011279942875573343
Position 192: 0.0009708273524355293
Position 3915: 0.0009569001175134741
Position 3851: 0.000945439790962052
Position 2054: 0.0008872337864337599
Position 3870: 0.0008748567821553543
Position 3481: 0.0007659711274983879
Position 4030: 0.0007628500074114166
Position 3507: 0.0007335224998288425
Position 799: 0.0005962849735372983
Position 2163: 0.0005838904066742732
Position 1359: 0.000281565315691164
Position 1324: 0.0002751307530886457
Position 2180: 0.0001766802277685601
Position 1439: 0.0001498487115536447
Position 1597: 0.00014331096553000296
Position 848: 0.00013160682338192513
Position 511: 0.00010711573663325317
Position 1037: 8.912887920449116e-05
Position 3072: 3.83989557231134e-05
Position 3094: 3.0312344239564948e-05
Position 3267: 2.4856833024706185e-05
Position 3496: 2.4032809715515503e-05
Position 9319: 2.1881399797064228e-05
Position 3654: 2.0957393127182513e-05
Position 8912: 2.04204788082821e-05
Position 3682: 1.9522890095673406e-05
Position 3090: 1.7507668608391542e-05
Position 3423: 1.3802175323091553e-05
Position 2571: 1.22240905724695e-05
Position 2346: 1.0528063751701736e-06
