Gene = ImpL2
index = 1231
Annotated 5SS: [  245 11221]
Annotated 3SS: [10440 11295]
SMsplice 5SS: [  245 11221 11537]
SMsplice 3SS: [10440 11295 11657]
top_k =  100
Partition function (log Z): -3.6466414658488904

Sorted 5' Splice Sites (High to Low Probability):
Position 11221: 0.9983452173740708
Position 245: 0.9924917186268143
Position 11537: 0.6218671248230968
Position 9902: 0.13186648449861152
Position 11698: 0.09064553651568796
Position 12005: 0.06695127929554484
Position 10704: 0.06300751155112935
Position 11370: 0.05118507139869003
Position 10711: 0.03652338626852034
Position 752: 0.013743244852662205
Position 9574: 0.01192618611550462
Position 3738: 0.009916684455756532
Position 5188: 0.004288023550049796
Position 11136: 0.0004505424627401249
Position 2753: 0.00021026100500486805
Position 11374: 0.00015273070112788184
Position 11547: 6.029090797708597e-05
Position 11478: 5.3731789458542475e-05
Position 275: 2.6443585944771077e-05
Position 83: 8.8231881200362e-06
Position 11498: 7.432838311204759e-06
Position 11528: 5.313567112553101e-06
Position 212: 4.439125419342498e-06
Position 495: 4.285511307637224e-06
Position 174: 1.71519580480981e-06
Position 118: 1.6041050665063254e-06
Position 257: 1.5087915229358187e-06
Position 194: 1.475644190242735e-06
Position 218: 6.283419600263495e-07
Position 273: 6.247096532491653e-07
Position 142: 5.793778552659001e-07
Position 188: 3.9454867620295064e-07
Position 398: 3.4712481531673235e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 11295: 0.9990885254845217
Position 10440: 0.9871765705696404
Position 11657: 0.39860331643831304
Position 11601: 0.20631437597930263
Position 9674: 0.13186648449861152
Position 11774: 0.11307953049807927
Position 10758: 0.0986910312716149
Position 12065: 0.06631391778457287
Position 11611: 0.014159824793462754
Position 10468: 0.012821244329364467
Position 7839: 0.01192618611550462
Position 11428: 0.010409398691509064
Position 12040: 0.005554455468152259
Position 11627: 0.0051476238606670485
Position 11508: 0.004448880264127506
Position 498: 0.003089169950702823
Position 11705: 0.002715249262004102
Position 3461: 0.0026289131885025123
Position 4984: 0.0024934683602090947
Position 3421: 0.0021506981446333417
Position 3575: 0.0020757579981197706
Position 5043: 0.0017945551898406963
Position 3405: 0.0017549903772460964
Position 12089: 0.0015994740640475874
Position 2620: 0.0015165857522596753
Position 584: 0.0010245432869999266
Position 450: 0.0009746430826762287
Position 11663: 0.0009028943861617104
Position 587: 0.0006703129371237322
Position 525: 0.0005291641524364596
Position 11729: 0.0004998458979624661
Position 11721: 0.0004386586708393091
Position 11919: 0.0004358098641999824
Position 11477: 0.0003788687614242188
Position 12046: 0.00020457061699931525
Position 12105: 0.00019941657575554212
Position 11339: 7.16835904542753e-05
Position 1383: 1.690164848759374e-09
