Gene = BuGZ
index = 57
Annotated 5SS: [ 166  663  981 1703 3212 5784]
Annotated 3SS: [ 354  718 1284 2821 5650 5885]
SMsplice 5SS: [ 663  981 1703 3212 5784]
SMsplice 3SS: [ 718 1284 2821 5650 5885]
top_k =  100
Partition function (log Z): 1.541071586539247

Sorted 5' Splice Sites (High to Low Probability):
Position 3212: 0.9976425773542004
Position 663: 0.9937142119262242
Position 5784: 0.9785249911268374
Position 981: 0.9640137276981896
Position 1703: 0.8704763430533478
Position 7086: 0.44320090770828097
Position 5212: 0.33473159337065883
Position 2333: 0.1776563403823411
Position 1870: 0.07704231736351347
Position 2112: 0.0493400016400592
Position 4402: 0.035985451394859855
Position 6892: 0.03509837856347845
Position 6282: 0.03209958825848779
Position 3435: 0.029551218856662655
Position 2431: 0.026064536346211118
Position 5813: 0.018263477867681538
Position 1820: 0.014331735480726504
Position 2033: 0.009894956343387952
Position 366: 0.009870248482395321
Position 269: 0.009565866950896536
Position 656: 0.005313397129299798
Position 2279: 0.0051187838805910185
Position 975: 0.0043417971821562715
Position 482: 0.004236846139577704
Position 255: 0.004193640865104459
Position 2451: 0.004084858246842604
Position 166: 0.0038133942917962685
Position 828: 0.0025369727763566554
Position 287: 0.00219605804552087
Position 786: 0.000980506344821442
Position 48: 0.0009316209361955301
Position 262: 0.0006331442792610228
Position 1254: 0.0006154841277192473
Position 160: 0.00047668970872143633
Position 355: 0.0004089549848242305
Position 223: 0.0003313762125011491
Position 1191: 0.00028283287683689845
Position 1089: 0.00016216114776628718
Position 667: 0.00014246001364964038
Position 211: 0.0001084687767392326
Position 1203: 8.724539284127062e-05
Position 91: 6.721127993465517e-05
Position 1507: 6.530695759937519e-05
Position 1635: 3.38047966218922e-05
Position 616: 2.6783796862606077e-05
Position 5733: 2.387591267169304e-05
Position 506: 1.3586812677700959e-05
Position 609: 1.280558226739258e-05
Position 597: 1.2438402016890913e-05
Position 641: 1.1253845982677708e-05
Position 835: 6.347006959872629e-06
Position 442: 4.214608358686861e-06
Position 497: 3.7789919257555373e-06
Position 445: 2.6386846291985812e-06
Position 1050: 4.3155963797584404e-07
Position 1043: 2.1772841618382195e-07
Position 1060: 1.608451320070233e-07
Position 1120: 1.3744565064471987e-07
Position 1111: 1.742355397982768e-08
Position 542: 2.034489491712062e-09
Position 60: 8.301218238056163e-10
Position 101: 5.534640531634929e-10
Position 23: 1.1445877772758066e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 718: 0.9955041962929526
Position 5650: 0.9927556696598404
Position 2821: 0.9417231969391504
Position 5885: 0.753585170851773
Position 1284: 0.42046136708810866
Position 1299: 0.30588750058764014
Position 1988: 0.25453359146969146
Position 7269: 0.20709366495586284
Position 6728: 0.11583853438912177
Position 7306: 0.1121199153677727
Position 5902: 0.10651921499242473
Position 4770: 0.09753600581722466
Position 3937: 0.08751832586596216
Position 4842: 0.08296191299837996
Position 3358: 0.07545781106083885
Position 8956: 0.07228258956734951
Position 1784: 0.07208342587777258
Position 1751: 0.06890500629693756
Position 3501: 0.04133479882501642
Position 7668: 0.03816862630052047
Position 7506: 0.036163541726140266
Position 6523: 0.027655187209741857
Position 1119: 0.026335379390507573
Position 5861: 0.020273658937052224
Position 354: 0.020053191631488044
Position 3818: 0.018838027185386866
Position 1036: 0.018684438194991323
Position 1191: 0.013409528384909448
Position 1453: 0.013279703305971833
Position 1102: 0.012826461505982751
Position 7391: 0.01247094835411411
Position 2227: 0.010261613562663969
Position 1338: 0.009456766344889445
Position 481: 0.008865758956472266
Position 1361: 0.007842710586790006
Position 880: 0.007334218890935126
Position 1040: 0.00699079412546316
Position 1222: 0.006914027199986539
Position 2396: 0.006630079799321026
Position 542: 0.0045321299925776826
Position 2708: 0.0036337817795751657
Position 5936: 0.0035035358331718808
Position 1235: 0.0021141671438355478
Position 6035: 0.0019233703687481037
Position 439: 0.0009932134593633032
Position 6738: 0.0008670185043106426
Position 101: 0.0007462960050343525
Position 1350: 0.0006341432636969832
Position 1545: 0.0006071520176872767
Position 442: 0.00043213392554442584
Position 397: 0.00039155416840921676
Position 835: 0.00032940405985015445
Position 3326: 0.00025453164306781255
Position 1682: 0.00015772562269261185
Position 1916: 0.0001021616970905011
Position 403: 9.115867710225966e-05
Position 111: 6.912234441056789e-05
Position 1043: 6.169232753034168e-05
Position 1381: 5.8601162301939436e-05
Position 585: 5.3647235597665166e-05
Position 1438: 5.2564727360720015e-05
Position 1391: 3.6543980759956733e-05
Position 406: 3.214169889388611e-05
Position 120: 2.2204542741012377e-05
Position 272: 2.0981973054612615e-05
Position 807: 1.92480978737102e-05
Position 1199: 1.8313069921839978e-05
Position 1940: 1.2851408140882562e-05
Position 728: 8.4814915032858e-06
Position 786: 7.38419516584826e-06
Position 1929: 6.361826833709239e-06
