Gene = Ir31a
index = 1236
Annotated 5SS: [ 335  873 1738 2086 2421]
Annotated 3SS: [ 387  933 1798 2280 2480]
SMsplice 5SS: [ 873 1738 2212 2421]
SMsplice 3SS: [ 933 1798 2280 2480]
top_k =  100
Partition function (log Z): 2.0087053724042923

Sorted 5' Splice Sites (High to Low Probability):
Position 1738: 0.9981622321090541
Position 2212: 0.8608240826188935
Position 873: 0.8560207073701119
Position 335: 0.6893548161124232
Position 2421: 0.6719109589594456
Position 1298: 0.24292726629489775
Position 2086: 0.14883898817586622
Position 569: 0.1042458047632657
Position 2378: 0.09204839693073816
Position 513: 0.04768603449488271
Position 618: 0.011707666403708322
Position 2024: 0.007076711727633807
Position 2427: 0.0062432426238158345
Position 1567: 0.00597523148882021
Position 203: 0.005549612545183283
Position 877: 0.005429767000804555
Position 363: 0.005060741433444131
Position 182: 0.0013751193473188026
Position 49: 0.0013748315342197847
Position 1742: 0.0008510098981488746
Position 2408: 0.0005568600499611779
Position 2013: 0.00039100935654361527
Position 65: 0.000360665383395575
Position 2393: 0.00019807887460894267
Position 236: 0.0001860817833977578
Position 268: 0.0001738071122617394
Position 1958: 0.00012895494831351108
Position 96: 0.00012505823229038497
Position 287: 7.217422373934861e-05
Position 292: 5.0231277836314516e-05
Position 251: 1.86145705425779e-05
Position 265: 1.828895147916809e-05
Position 2115: 9.41491181121594e-06
Position 2090: 6.17763622231588e-06
Position 280: 3.35259465655726e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2280: 0.9898020726104915
Position 1798: 0.8839498067017867
Position 933: 0.8559088909052446
Position 2480: 0.7500613992671414
Position 387: 0.26358818556932456
Position 1364: 0.2228640459001401
Position 693: 0.1832373749299479
Position 441: 0.1124827790749554
Position 457: 0.0898098551388679
Position 1881: 0.07810105476364929
Position 1500: 0.056760572044434604
Position 668: 0.05320988770656069
Position 1967: 0.03555100854440349
Position 555: 0.02360806356089097
Position 2446: 0.0234238219383959
Position 396: 0.02244081279176428
Position 1091: 0.022358964105938278
Position 568: 0.017992571729716793
Position 2148: 0.01621609667235801
Position 904: 0.011467977145049673
Position 590: 0.010806330858148784
Position 726: 0.008133156726559215
Position 1546: 0.00738641646356321
Position 1648: 0.005972519146879349
Position 2084: 0.005681452431785952
Position 2296: 0.003336791046693324
Position 765: 0.002275022291815073
Position 523: 0.0019367529359330662
Position 911: 0.0019128243467146564
Position 1824: 0.0016758487296202756
Position 103: 0.0009404880635250591
Position 287: 0.0005878259739668291
Position 334: 0.0004859475408036316
Position 223: 0.0002781726872900214
Position 133: 0.00021005216993034832
Position 2242: 0.00020422747424631778
Position 203: 7.093586263972294e-05
Position 1832: 5.6305959514132675e-05
Position 170: 5.3369687385252624e-05
Position 229: 3.889429494921014e-05
Position 167: 3.02949875102264e-05
Position 292: 2.470026982715348e-05
Position 136: 2.2515678425934622e-05
Position 259: 4.934688442170947e-06
Position 303: 9.703225053870801e-07
