Gene = Pldn
index = 1384
Annotated 5SS: [  92  360  503 1174]
Annotated 3SS: [ 149  417 1086 1290]
SMsplice 5SS: [ 503 1174]
SMsplice 3SS: [1086 1290]
top_k =  100
Partition function (log Z): -1.8946016640244445

Sorted 5' Splice Sites (High to Low Probability):
Position 1174: 0.9462790301051421
Position 503: 0.7816341856893398
Position 360: 0.32392862052776733
Position 1028: 0.3008602720318397
Position 92: 0.273739406261068
Position 39: 0.030770686187583905
Position 1226: 0.026843629607886298
Position 537: 0.02636263928572063
Position 970: 0.015978333946904996
Position 1217: 0.013130037749578466
Position 420: 0.004795913845911879
Position 618: 0.004510124137087758
Position 1501: 0.0037837954030344513
Position 532: 0.0021999904889091902
Position 1647: 0.001068533324661637
Position 369: 0.0006930689961960742
Position 1595: 0.0004802261717827245
Position 51: 0.00045579260187747863
Position 334: 0.00038107216838057607
Position 1416: 0.0003299753172326034
Position 111: 0.00012093182938541757
Position 372: 4.920881359994976e-05
Position 109: 3.643351366741066e-05
Position 131: 3.443250186136983e-05
Position 43: 2.0549499640571693e-05
Position 20: 8.13013944947351e-06
Position 123: 3.8248582006859396e-06
Position 128: 8.394553864197256e-07
Position 288: 6.311207880467302e-07
Position 68: 3.541359197472279e-07
Position 291: 1.1197141764264805e-07
Position 272: 8.090752674300112e-08
Position 262: 4.826425428942131e-08
Position 151: 1.8692722072613326e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1290: 0.9845984927542797
Position 1086: 0.9150640313230056
Position 149: 0.27042197467477463
Position 417: 0.2143846203826392
Position 823: 0.14218908985226403
Position 889: 0.12327228627030094
Position 423: 0.04033330681121908
Position 107: 0.020465559963653162
Position 719: 0.009404411805956218
Position 1270: 0.0072722118970743556
Position 178: 0.006270062075035007
Position 1260: 0.0051194339745970294
Position 970: 0.003497889838112501
Position 798: 0.002696986652426069
Position 1642: 0.0026457638894503478
Position 252: 0.0018469616840063718
Position 772: 0.0017850595723775333
Position 1729: 0.0014819044130155905
Position 454: 0.0012501305568590555
Position 1011: 0.0012004886667365594
Position 1583: 0.0009512358891116909
Position 477: 0.0007726691504095112
Position 1610: 0.0005836260251337888
Position 784: 0.00028917603324291394
Position 427: 0.00027531547452152075
Position 226: 0.00015798020133604853
Position 406: 9.047502503531413e-05
Position 345: 7.62866024289005e-05
Position 288: 5.908848784757535e-05
Position 91: 1.8725007670941452e-05
Position 182: 1.6309362574029203e-05
Position 109: 5.529749541796128e-06
Position 651: 3.826979292650057e-06
