Gene = CTCF
index = 1047
Annotated 5SS: [ 133  647 2672]
Annotated 3SS: [ 253  707 2733]
SMsplice 5SS: [ 647 2372 2672]
SMsplice 3SS: [ 707 2428 2733]
top_k =  100
Partition function (log Z): -2.885521770268179

Sorted 5' Splice Sites (High to Low Probability):
Position 2672: 0.9882504776660207
Position 647: 0.9330451816388824
Position 2372: 0.39243198992022543
Position 1139: 0.11630187060180058
Position 2864: 0.09276670998773276
Position 625: 0.06477542408570593
Position 947: 0.05351265447371452
Position 133: 0.02965079418290646
Position 2115: 0.01338906098376477
Position 2906: 0.01286147376021968
Position 974: 0.010707905468951546
Position 2883: 0.009690277698731573
Position 2245: 0.006615171610412537
Position 860: 0.006286406747160542
Position 2570: 0.0029367008608652536
Position 1639: 0.0020080669419031832
Position 1618: 0.0016176344431594958
Position 137: 0.001021039471455319
Position 64: 0.0003856488291682055
Position 629: 0.00030261795471694204
Position 217: 0.0002555036247160523
Position 2916: 0.00021166907710109523
Position 129: 4.561125449664553e-05
Position 670: 4.047167615647404e-05
Position 507: 3.604113312488724e-05
Position 207: 2.1514189067143358e-05
Position 352: 1.854880657883444e-05
Position 1412: 1.7243602524893013e-05
Position 355: 1.239504958369808e-05
Position 2588: 8.107176046610446e-06
Position 166: 7.764369103015732e-06
Position 94: 5.62699509391403e-06
Position 46: 2.935002059369537e-06
Position 622: 1.635223713760114e-06
Position 651: 8.331508683319041e-07
Position 127: 3.2807191900592325e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2733: 0.9914533384156577
Position 707: 0.789859020773726
Position 2428: 0.7534426998822094
Position 2975: 0.09655872116366118
Position 253: 0.029961377631384886
Position 2953: 0.017325356773798775
Position 2455: 0.017181602705561655
Position 767: 0.014025050232394457
Position 1001: 0.01212044892485471
Position 1567: 0.004020531371745363
Position 1669: 0.003882486085898488
Position 1714: 0.0035834690103929813
Position 1689: 0.0013315814523004285
Position 2957: 0.0011306474952785586
Position 3092: 0.0009063554607482704
Position 324: 0.0007104263999645166
Position 725: 0.0005483526605193994
Position 3034: 0.0003015206294437617
Position 2981: 0.00029736634167241635
Position 327: 0.00013618323083021554
Position 187: 7.28675967394085e-05
Position 380: 7.252774211389657e-05
Position 127: 7.181989547733378e-05
Position 558: 4.0472596932623985e-05
Position 266: 4.0460082587198265e-05
Position 588: 3.589604942528955e-05
Position 543: 2.600497660549181e-05
Position 300: 2.4790742371557516e-05
Position 372: 2.4210801672473356e-05
Position 136: 2.082106841781873e-05
Position 517: 1.9084936901603376e-05
Position 757: 7.554659223721374e-06
Position 263: 6.611826401115982e-06
Position 276: 3.380848011373536e-06
