Gene = Nplp2
index = 1328
Annotated 5SS: [268 477]
Annotated 3SS: [350 631]
SMsplice 5SS: [268 477]
SMsplice 3SS: [350 631]
top_k =  100
Partition function (log Z): -3.1095322022144636

Sorted 5' Splice Sites (High to Low Probability):
Position 268: 0.9654425929241811
Position 477: 0.8701274217255817
Position 471: 0.026680854892196026
Position 773: 0.012763689205223158
Position 519: 0.012027442833146607
Position 576: 0.004911598045723176
Position 725: 0.004167365201166501
Position 272: 0.0037710450550204866
Position 421: 0.0035973645283965757
Position 791: 0.0018694462183183468
Position 28: 0.0011125924009841347
Position 529: 0.0004786985098278481
Position 728: 0.0003155628196515981
Position 152: 0.00027532194817500046
Position 126: 0.0002428429660343095
Position 590: 0.00020651816880331756
Position 286: 0.00020244564293116766
Position 446: 0.00015831647893730866
Position 455: 0.00015455258888368172
Position 138: 0.0001483419396036657
Position 376: 7.29154993794462e-05
Position 512: 5.5980499233088425e-05
Position 669: 5.507355726858064e-05
Position 628: 3.86651271806308e-05
Position 183: 2.0462343528524646e-05
Position 43: 9.624936114989927e-06
Position 169: 8.921742227608332e-06
Position 261: 7.587218968082091e-06
Position 201: 5.313406552892807e-06
Position 252: 4.659342438927118e-06
Position 141: 4.63311221679531e-06
Position 190: 4.303191658350939e-06
Position 161: 3.5705621219149577e-06
Position 128: 2.2960918407871943e-06
Position 92: 7.574725347515328e-07
Position 539: 6.369553918005908e-07
Position 131: 1.5688016410776048e-07
Position 369: 7.733431728705762e-08
Position 78: 7.29500654585197e-08
Position 52: 4.873674184179986e-08
Position 175: 9.32052478200301e-09
Position 250: 4.3250953715606136e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 631: 0.8865146973957118
Position 350: 0.8857767211755407
Position 844: 0.042855531594169015
Position 318: 0.034349027087320405
Position 700: 0.023487253500876045
Position 664: 0.019649333738483838
Position 590: 0.005775878062231844
Position 643: 0.005604365917006652
Position 791: 0.0015324375339938368
Position 78: 0.0009812068013518823
Position 399: 0.0008189941727503793
Position 529: 0.0006395936626703801
Position 183: 0.00024466909217779435
Position 667: 0.00022406347640512676
Position 413: 0.00018309246587782096
Position 419: 0.0001309432830843455
Position 88: 4.186847826330165e-05
Position 320: 3.134927800285023e-05
Position 201: 2.847783952717407e-05
Position 380: 2.4652671935646745e-05
Position 188: 2.188695317710957e-05
Position 190: 1.799068072748091e-05
Position 446: 9.75019480845601e-06
Position 231: 2.7891283483346263e-06
Position 198: 2.748577959714459e-06
Position 149: 3.132247075667076e-07
Position 161: 1.0877560925856261e-07
Position 299: 3.361538287318942e-08
Position 141: 2.038404334973099e-09
