Gene = Vta1
index = 1599
Annotated 5SS: [211 334 569]
Annotated 3SS: [271 417 635]
SMsplice 5SS: [211 334 569]
SMsplice 3SS: [271 417 635]
top_k =  100
Partition function (log Z): -1.203293540355686

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9616033934544882
Position 334: 0.9423749539500423
Position 569: 0.9337430440435649
Position 776: 0.0351494268258761
Position 1260: 0.017976138504112806
Position 729: 0.0029905333289462137
Position 530: 0.0016470124197075105
Position 1254: 0.0016007538083485852
Position 57: 0.0014765980872677666
Position 582: 0.0006817576385359629
Position 282: 0.0005251459353894273
Position 573: 0.0005128131778491956
Position 215: 0.00032594313401532963
Position 310: 0.0001325196770874184
Position 338: 0.00010215532471173741
Position 483: 9.247961731980348e-05
Position 383: 7.450437893521768e-05
Position 32: 1.496719546308323e-05
Position 4: 1.3539480657095436e-05
Position 182: 1.1197586041562497e-05
Position 738: 8.094614734288758e-06
Position 185: 6.694711842769216e-06
Position 14: 4.145741841474987e-06
Position 20: 2.241992105158421e-06
Position 622: 1.3528865669501333e-06
Position 229: 1.2693501947975123e-06
Position 35: 1.1466910618700786e-06
Position 452: 1.0347786440585692e-06
Position 106: 2.8379294679738233e-07
Position 133: 4.0595004312460616e-08
Position 247: 3.316717751472333e-08
Position 238: 1.7587044484587405e-08
Position 380: 1.9063066742924417e-09
Position 117: 8.057919749258034e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 417: 0.9450054390918328
Position 271: 0.9176242800178993
Position 635: 0.8434136408227045
Position 687: 0.052196191738310097
Position 281: 0.03522772807784579
Position 856: 0.025293017345423375
Position 618: 0.023825142829545523
Position 1314: 0.018117849858792782
Position 662: 0.010552267541602205
Position 1161: 0.006078291977567469
Position 805: 0.006051028972131429
Position 648: 0.004212583976315343
Position 1158: 0.00369254668337652
Position 1063: 0.0027307307207564634
Position 1320: 0.0014590424536685988
Position 1010: 0.00140191758589113
Position 133: 0.00134086976648378
Position 440: 0.0011397176538198688
Position 1181: 0.0006546362283893502
Position 585: 0.0003815047100162711
Position 365: 0.00025246815130183765
Position 545: 0.00013895452066179612
Position 154: 0.00011348360618832138
Position 467: 5.747256207009334e-05
Position 315: 4.348920453998972e-05
Position 452: 2.4764738886325987e-05
Position 106: 1.5287015071778008e-05
Position 494: 1.3017358877088973e-05
Position 52: 1.1664608630957348e-05
Position 70: 1.8690620960552856e-06
Position 294: 1.4736766536447912e-06
Position 78: 1.120205539027198e-06
Position 65: 4.834369505666274e-07
Position 84: 4.475294900449622e-07
Position 224: 3.6172378303162053e-07
Position 437: 2.6398700135075983e-07
Position 163: 1.8595177578300345e-07
