Gene = DCP2
index = 1119
Annotated 5SS: [ 953 3177 3461 4353]
Annotated 3SS: [2433 3241 3614 4408]
SMsplice 5SS: [ 953 2256 3177 3461 4353]
SMsplice 3SS: [2016 2336 3241 3614 4411]
top_k =  100
Partition function (log Z): -4.004202758979349

Sorted 5' Splice Sites (High to Low Probability):
Position 3177: 0.9997986670331441
Position 4353: 0.9855705574307398
Position 953: 0.9383701354403664
Position 2256: 0.4784530985448123
Position 3465: 0.31503511089641556
Position 2609: 0.27406001470846186
Position 1976: 0.21881216432836836
Position 2261: 0.18473897960645275
Position 1628: 0.05359197266245727
Position 1809: 0.04362698762169851
Position 5881: 0.025524027191957652
Position 990: 0.023342594376250705
Position 979: 0.017476109942329253
Position 3500: 0.016060464422930274
Position 1488: 0.010712885844974167
Position 1385: 0.010371805140031295
Position 2251: 0.007023355567396806
Position 210: 0.004378955538938584
Position 3522: 0.003758610116632078
Position 3343: 0.0022501070937021184
Position 475: 0.0021875555029575683
Position 785: 0.002119167572844936
Position 3447: 0.0011966726590893068
Position 578: 0.001117783702709147
Position 174: 0.000932078199528543
Position 443: 0.0008653090105419985
Position 220: 0.000759212587744667
Position 469: 0.0005571960544228665
Position 138: 0.00038633283690620496
Position 734: 0.00023485071578179938
Position 103: 0.00016276885349330753
Position 575: 0.00012386344044781065
Position 1028: 2.5999943141098263e-05
Position 257: 2.1000999104031064e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 3241: 0.8405604592343913
Position 2016: 0.5294978608552025
Position 2336: 0.507365363936045
Position 3614: 0.49656017596035235
Position 4411: 0.42743110996124833
Position 4408: 0.345465202748925
Position 2433: 0.34495867233755845
Position 2667: 0.3227393753579775
Position 1709: 0.22227232722093165
Position 2046: 0.08433416592480239
Position 6512: 0.0820123873884736
Position 1556: 0.0588042693543968
Position 4441: 0.05171061689493018
Position 1334: 0.036682641558753885
Position 2382: 0.030305077634960112
Position 1513: 0.025833643479695224
Position 7287: 0.024721204549474865
Position 1349: 0.023740205042202648
Position 5736: 0.02196955865898256
Position 5941: 0.020785927523451854
Position 5046: 0.017277428703037438
Position 1413: 0.013861208816349873
Position 2504: 0.0130996862898955
Position 1086: 0.010923742098264595
Position 7656: 0.010181131806309095
Position 2056: 0.009723224665486606
Position 2104: 0.006737233469531337
Position 1389: 0.006644627734787142
Position 1929: 0.0050835522253714766
Position 5958: 0.004738099668505797
Position 1205: 0.004323325048503458
Position 889: 0.0038021858488507445
Position 529: 0.00325642694948096
Position 4447: 0.0029487384323141582
Position 1179: 0.0023471319611599933
Position 637: 0.0020120701086477222
Position 1303: 0.001994973226814048
Position 4419: 0.0018531782870451342
Position 1147: 0.001476066238403649
Position 3220: 0.0009789970271696549
Position 1582: 0.000874223578837671
Position 665: 0.000806175615373559
Position 549: 0.0008034359885879733
Position 1039: 0.00010520840540003465
Position 257: 3.617711864364724e-05
Position 516: 2.9340977834708827e-06
Position 323: 2.6579810405741876e-06
Position 346: 2.3085724229431758e-06
