Gene = Diap1
index = 1135
Annotated 5SS: [577]
Annotated 3SS: [10968]
SMsplice 5SS: [577]
SMsplice 3SS: [10968]
top_k =  100
Partition function (log Z): -14.017690406107683

Sorted 5' Splice Sites (High to Low Probability):
Position 577: 0.9999957932181244
Position 10597: 0.21004844866661532
Position 4550: 0.0029393676702576866
Position 3814: 3.737217685652327e-05
Position 1173: 5.803789454959199e-06
Position 29: 2.5579897198202735e-06
Position 1861: 2.322720932650977e-06
Position 26: 1.853209175037934e-06
Position 339: 3.75198491344365e-07
Position 15: 2.245307670386782e-07
Position 17: 6.930865681587534e-08
Position 33: 6.138805613960267e-08
Position 403: 3.996525717552032e-08
Position 81: 2.8883310013235678e-08
Position 581: 1.7023679031437063e-08
Position 157: 1.2263166419450221e-08
Position 367: 5.309838164955388e-09
Position 417: 4.823215498400952e-09
Position 373: 3.034519301873684e-09
Position 595: 2.9735241628926885e-09
Position 412: 1.8830466678760792e-09
Position 552: 1.6947912536883509e-09
Position 483: 1.399174343889005e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10968: 0.6955988946983022
Position 10115: 0.2852185621854462
Position 10349: 0.1547044913091706
Position 7916: 0.035207631119169594
Position 9421: 0.020182190981639068
Position 7962: 0.007213133750495327
Position 6343: 0.0032493905610539876
Position 7968: 0.0029111525635438524
Position 4134: 0.002020865054973981
Position 6639: 0.0020012848727884555
Position 7575: 0.0011949305170979826
Position 6273: 0.0009717693621980061
Position 6928: 0.0007182391823441851
Position 4200: 0.00034573065417030266
Position 3345: 0.0002768647026284133
Position 4337: 0.00025164139217925477
Position 4103: 0.00022954557930154787
Position 3301: 0.00018795110646216932
Position 5591: 0.0001705507972598438
Position 3742: 0.00013884247078930578
Position 4736: 0.00010419039243165946
Position 622: 3.647162618696422e-05
Position 1166: 2.1416106486941033e-05
Position 676: 1.9461812158983703e-05
Position 2592: 1.9034235920959754e-05
Position 1238: 7.411960487689844e-06
Position 832: 5.339215658847708e-06
Position 3130: 4.907874420963745e-06
Position 1553: 4.722513489725978e-06
Position 123: 4.548342185845402e-06
Position 1559: 3.939524769137904e-06
Position 746: 3.824131550457246e-06
Position 1419: 1.3834192467335717e-06
Position 1207: 1.026848280345525e-06
Position 928: 9.734472806465744e-07
Position 884: 7.476854185949982e-07
Position 1422: 6.289427651284296e-07
Position 397: 2.1784635586062623e-07
Position 433: 1.2566538768556854e-07
Position 257: 1.1570820965081764e-07
Position 128: 7.164329984345267e-08
Position 1638: 4.892185105020245e-08
Position 103: 4.33040999636833e-08
Position 449: 2.371278449339658e-08
Position 130: 8.263899146440487e-09
Position 480: 7.289934006567048e-09
Position 81: 5.130393521787315e-09
Position 235: 4.472256538537293e-09
Position 275: 4.255463494390686e-09
Position 334: 1.9669398751642175e-09
