Gene = FASN3
index = 1160
Annotated 5SS: [ 247 2628 4498 4979 6319 6996 7516 7927 9085]
Annotated 3SS: [2109 2679 4554 5040 6382 7240 7576 7988 9144]
SMsplice 5SS: [ 247 2628 4498 4979 6319 7516 7927 8081 9085]
SMsplice 3SS: [2109 2679 4554 5040 6382 7576 7988 8167 9144]
top_k =  100
Partition function (log Z): 5.042248635307151

Sorted 5' Splice Sites (High to Low Probability):
Position 6319: 0.9995173947854892
Position 4979: 0.9983328657315598
Position 2628: 0.9930558033825625
Position 4498: 0.9915864876400371
Position 7927: 0.9541116018248721
Position 247: 0.9087020949486858
Position 7516: 0.8734499107280997
Position 8081: 0.8302807929949336
Position 9085: 0.7594593764027406
Position 3189: 0.41902069656047247
Position 5666: 0.14222846586413268
Position 8363: 0.12616489115226492
Position 7718: 0.08870587156884849
Position 664: 0.08004734835186339
Position 5237: 0.05045169762856776
Position 8092: 0.03877273439343552
Position 4722: 0.03157380872350778
Position 2871: 0.029616965216496434
Position 3158: 0.022429552879958424
Position 172: 0.022160411419134152
Position 543: 0.018006369586977617
Position 6849: 0.01734291331627212
Position 507: 0.016976618102346148
Position 9514: 0.014015196697698122
Position 3839: 0.012746529030854737
Position 1367: 0.008736986784274172
Position 5653: 0.008139297336011517
Position 161: 0.007723170725290723
Position 4687: 0.007043844206346778
Position 2395: 0.007027813694395281
Position 1771: 0.006761115910844894
Position 2426: 0.006750591864397986
Position 3034: 0.005107989039734701
Position 4675: 0.0050925439577970775
Position 5643: 0.005035620461145491
Position 1322: 0.0049241300926758744
Position 739: 0.004819826145318367
Position 3507: 0.003771933484972134
Position 330: 0.0033734299795676105
Position 1765: 0.0031684838595711757
Position 2477: 0.0029773943274444374
Position 1071: 0.0024232076695232764
Position 902: 0.0023391537839120217
Position 1761: 0.00228521750290177
Position 2429: 0.002263314505313248
Position 844: 0.002041498559510847
Position 4929: 0.0015614018206836578
Position 2955: 0.0014752339044738457
Position 49: 0.0013834838699316007
Position 658: 0.0010801838124951126
Position 336: 0.0008018437991822073
Position 320: 0.0007758996745579193
Position 474: 0.0007259217181704528
Position 334: 0.0004605118686039362
Position 2579: 0.00037530381958636016
Position 532: 0.00033816655592851003
Position 4983: 8.560958579878609e-05
Position 3212: 1.7704241461048325e-05
Position 3484: 1.5689751361450052e-05
Position 98: 1.2320502896017061e-05
Position 6203: 1.106031873204349e-05
Position 3468: 4.963144770103821e-06
Position 2199: 2.8426348506917643e-06
Position 308: 1.0793383953327572e-07
Position 306: 9.377597099880075e-08
Position 144: 4.03685795743539e-10
Position 206: 1.7081680721792384e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4554: 0.9998989706133016
Position 2109: 0.9954314112505496
Position 6382: 0.9943403557332995
Position 2679: 0.9858581706180545
Position 5040: 0.9819715093288987
Position 7576: 0.8819802745718249
Position 7988: 0.7980144930175319
Position 9144: 0.7475071447594372
Position 8167: 0.7197925559363426
Position 3290: 0.30135713559703003
Position 8901: 0.284585315366225
Position 6037: 0.14267616745376435
Position 7971: 0.136606182208397
Position 3329: 0.09857865350491941
Position 7783: 0.08870587156884849
Position 306: 0.08476529637874541
Position 5830: 0.035887637874182025
Position 4781: 0.026388436501339284
Position 3842: 0.022769297168015148
Position 6015: 0.018739210796101365
Position 9165: 0.018575701892079504
Position 9598: 0.014015196697698122
Position 7640: 0.014011146786292394
Position 3585: 0.01401083514123797
Position 3301: 0.0135643779404806
Position 3902: 0.012746529030854737
Position 2500: 0.011934119788895511
Position 1524: 0.011855474987713107
Position 4742: 0.01052397756273973
Position 3814: 0.01000908404845322
Position 3326: 0.009635682541453021
Position 5311: 0.008841762408876554
Position 5707: 0.008139082202925427
Position 3015: 0.005156006894753639
Position 5698: 0.005035620461145491
Position 5047: 0.0045469163423722215
Position 2467: 0.003978906282211687
Position 9214: 0.0037080035882331476
Position 417: 0.0031764464941357786
Position 2527: 0.0029773943274444374
Position 4802: 0.0027377988400148975
Position 4819: 0.002441140287863069
Position 584: 0.0021664392050658884
Position 2936: 0.0019104075642489672
Position 3098: 0.0017736591680799923
Position 2870: 0.0016246108820255742
Position 4733: 0.0016053973125055394
Position 1221: 0.0011176498294096556
Position 320: 0.0004443339395112949
Position 654: 0.0003566269608141872
Position 140: 0.0003222418445162339
Position 2928: 0.0003133727062751225
Position 426: 0.00030497750156016103
Position 2699: 0.00027629442186234
