Gene = mre11
index = 1794
Annotated 5SS: [ 317 1444 1664 2029]
Annotated 3SS: [ 368 1502 1718 2095]
SMsplice 5SS: [ 317 1664 2029]
SMsplice 3SS: [ 368 1718 2095]
top_k =  100
Partition function (log Z): -3.800755767258419

Sorted 5' Splice Sites (High to Low Probability):
Position 1664: 0.964242425031936
Position 2029: 0.8776877180408371
Position 317: 0.8765133306665575
Position 1444: 0.30035493146190306
Position 271: 0.05268097782404435
Position 782: 0.026825249566941937
Position 2017: 0.021147405457329866
Position 472: 0.020923868142517243
Position 1381: 0.02007440011570284
Position 739: 0.019608225518007186
Position 1376: 0.012550383553214526
Position 308: 0.00996783514290169
Position 1010: 0.00880093687997663
Position 826: 0.007118461175149486
Position 819: 0.005213848696289964
Position 1157: 0.0041228325859843235
Position 2038: 0.004096984284192097
Position 1174: 0.0033357985345305436
Position 2024: 0.0032609222456306377
Position 48: 0.0025136194743515146
Position 2021: 0.0015365796772667294
Position 291: 0.0007775702796060013
Position 186: 0.0006017278120161055
Position 1973: 0.00047086836820688636
Position 239: 0.0002922535510447971
Position 468: 0.0002796005151486963
Position 608: 0.0002736681745401649
Position 24: 0.0001984176713694046
Position 30: 0.00016563774778269988
Position 2011: 9.441972200317073e-05
Position 63: 7.176516943282287e-06
Position 681: 5.186473862984486e-06
Position 129: 3.5880212630672946e-06
Position 237: 1.7773904829214818e-06
Position 249: 7.864779893695479e-07
Position 202: 2.0651324341850257e-07
Position 144: 1.1850128242819814e-07
Position 83: 3.4874707967851084e-11
Position 75: 1.7385466193188052e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1718: 0.9681562154493754
Position 368: 0.8963011070527894
Position 2095: 0.8494374018237861
Position 1502: 0.4601304282179776
Position 2109: 0.055921415553448026
Position 1848: 0.0046088650341474195
Position 511: 0.0026333355406493167
Position 1605: 0.0017119478344317166
Position 108: 0.0016006977958442875
Position 2130: 0.001585451079740805
Position 2127: 0.0012615314979152106
Position 1728: 0.0010645115253772866
Position 111: 0.0006636519713841848
Position 75: 0.00019974707458796784
Position 2157: 0.00016570770465198847
Position 83: 0.00013932458255900486
Position 2229: 7.397407757997778e-05
Position 2217: 7.131573960605887e-05
Position 113: 1.8737826971021007e-05
Position 180: 3.4329824723389334e-06
Position 116: 6.597904361670515e-07
Position 202: 1.562571229197462e-07
Position 298: 1.2145145625975873e-07
