Gene = Kebab
index = 1244
Annotated 5SS: [148 518 725]
Annotated 3SS: [205 571 933]
SMsplice 5SS: [518 725]
SMsplice 3SS: [571 933]
top_k =  100
Partition function (log Z): -6.259195496003171

Sorted 5' Splice Sites (High to Low Probability):
Position 725: 0.9686910126852859
Position 518: 0.8669842827948295
Position 2146: 0.3808521754936928
Position 148: 0.1554937826359087
Position 1820: 0.05608207459233671
Position 265: 0.01972289523539929
Position 523: 0.01835121705083081
Position 1293: 0.013494364024514607
Position 1278: 0.010674830652500389
Position 1998: 0.0079489315106348
Position 1273: 0.005964155379227122
Position 1854: 0.005859129547536475
Position 67: 0.005148541284862076
Position 2397: 0.004094415248643298
Position 1298: 0.00408790510508813
Position 512: 0.0026895158936842446
Position 269: 0.001724325507133505
Position 1598: 0.001475268358013428
Position 152: 0.001236058595362785
Position 65: 0.00024859445080457193
Position 441: 0.0001819893411964915
Position 461: 0.00014243285280592525
Position 729: 8.219487331842121e-05
Position 260: 6.070941035846454e-05
Position 41: 2.498565412500288e-05
Position 120: 2.2093975309272946e-05
Position 123: 1.2373066837390762e-05
Position 44: 1.0272908796987118e-05
Position 753: 5.677655410923114e-06
Position 27: 3.54456736141536e-08
Position 6: 1.5016555163823026e-08
Position 164: 1.7147934451951728e-09
Position 30: 1.1844178574750658e-09
Position 170: 2.8406850253276693e-10
Position 215: 2.6351182001578573e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 933: 0.7314310737286404
Position 571: 0.5088107987393742
Position 2209: 0.38942493967643727
Position 574: 0.3730422173832007
Position 205: 0.1465692698680527
Position 1353: 0.11850980067937474
Position 2050: 0.05037022376190129
Position 808: 0.04108695796006968
Position 783: 0.03962227320966199
Position 829: 0.03267191074030329
Position 1356: 0.020768174568586692
Position 1932: 0.01999310082062268
Position 1978: 0.011327030174996516
Position 875: 0.010667631480243356
Position 441: 0.007686603408810716
Position 327: 0.006374171570946727
Position 2457: 0.004094415248643298
Position 213: 0.003273183169910777
Position 311: 0.0028718970350780798
Position 140: 0.0028603825307680925
Position 465: 0.0017131810079109588
Position 1664: 0.0014752683580134273
Position 473: 0.001311263920847606
Position 239: 0.0011777189739610938
Position 899: 0.0010009986890619942
Position 616: 0.0009049475326991942
Position 398: 0.0008713878871159461
Position 964: 0.00075308535363847
Position 123: 0.00036079520240538327
Position 478: 0.00010832108134803708
Position 646: 0.00010006397166302364
Position 626: 9.741056882867267e-05
Position 285: 3.574680117237049e-05
Position 65: 6.187153757058188e-09
Position 164: 4.133825355674968e-09
Position 259: 3.7270231276499165e-09
Position 120: 1.589020196391497e-10
Position 80: 1.451141700426658e-10
