Gene = Ets65A
index = 1157
Annotated 5SS: [14582 14805 16737 18386 21532 24086]
Annotated 3SS: [14753 16676 18337 21341 23876 24358]
SMsplice 5SS: [  855  3146  3695  6176 14805 16737 21532 24086]
SMsplice 3SS: [ 2851  3317  6007 14753 16676 21341 23876 24358]
top_k =  100
Partition function (log Z): 18.105679990181763

Sorted 5' Splice Sites (High to Low Probability):
Position 6176: 1.0000000000000016
Position 21532: 1.0000000000000013
Position 24086: 0.998918770817748
Position 3146: 0.9987154178673835
Position 855: 0.918062588583708
Position 3695: 0.9125272699117596
Position 16737: 0.8701945547626696
Position 14805: 0.5983014804319725
Position 2645: 0.3542548040258634
Position 18386: 0.3495979477138268
Position 23694: 0.09675290292356722
Position 702: 0.08955585568300291
Position 3622: 0.08746438025222741
Position 23690: 0.08704061558714268
Position 14923: 0.06399400343402885
Position 8042: 0.03393094110479115
Position 2099: 0.030483067442173415
Position 22423: 0.01740710888738607
Position 2985: 0.017116835436762436
Position 1483: 0.011255538983632138
Position 22108: 0.008139027228372502
Position 56: 0.004071576735008769
Position 5745: 0.003579835160133992
Position 325: 0.003497123986570475
Position 22621: 0.0033021574755813287
Position 134: 0.0030443829136577684
Position 24923: 0.002756470055511894
Position 4310: 0.002105643755683686
Position 4184: 0.001745283719995656
Position 690: 0.0014497480818306398
Position 4357: 0.0013992285705930556
Position 4458: 0.0011106814461490778
Position 958: 0.0009146907728426163
Position 25338: 0.0007665010524711131
Position 25318: 0.0007293154988041116
Position 3165: 0.0006992015324372067
Position 1148: 0.00046221532361644623
Position 679: 0.0002663602733430815
Position 21953: 0.00019255786608104116
Position 3150: 0.00017244116166456662
Position 516: 0.00014890478215367838
Position 3274: 0.0001013103059010255
Position 784: 9.98576546849263e-05
Position 760: 6.672805457836619e-05
Position 496: 5.0759025784820764e-05
Position 543: 1.3779328731105098e-05
Position 344: 9.318481202691442e-06
Position 706: 8.085635886995264e-06
Position 735: 7.740067146528074e-06
Position 3685: 7.403862217584909e-06
Position 66: 5.223961709390185e-06
Position 3699: 6.515490037249785e-07
Position 1152: 6.927124451218174e-08
Position 21697: 5.452290695561604e-08
Position 21703: 4.9190730277757966e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 21341: 0.996268013548565
Position 24358: 0.9941316741967935
Position 23876: 0.9799643619158211
Position 3317: 0.974095146693596
Position 6007: 0.9722897939948784
Position 16676: 0.8685626849110103
Position 2851: 0.776892534861535
Position 14753: 0.6622954838660023
Position 18337: 0.340066072676933
Position 2875: 0.1194524656215004
Position 23444: 0.10872446457490109
Position 22829: 0.08352607725449511
Position 1280: 0.0626082819096696
Position 2882: 0.06119663345402937
Position 1662: 0.03994727399133477
Position 1348: 0.03988692829077952
Position 2799: 0.036637586402718685
Position 2285: 0.032584074997132506
Position 2119: 0.03219922699442878
Position 1594: 0.02848300697148929
Position 1625: 0.02826683823838536
Position 1693: 0.024996197348884613
Position 7833: 0.023784343383860953
Position 1715: 0.021738247033961985
Position 22168: 0.021281034871404488
Position 2242: 0.02108134000126455
Position 3246: 0.019746211420049776
Position 5499: 0.019340799246868403
Position 3053: 0.016706194203725263
Position 1192: 0.016232610349836103
Position 1019: 0.016223390279646973
Position 769: 0.015467387261917607
Position 1367: 0.009811344390274505
Position 17948: 0.009532186190678735
Position 841: 0.009490423961446181
Position 1213: 0.009295256012520533
Position 748: 0.00696460065007222
Position 1386: 0.006691714686583667
Position 23907: 0.0066306498634058336
Position 3372: 0.006249829636988724
Position 5487: 0.005930264433875667
Position 4054: 0.004281876021388583
Position 7669: 0.0033902259240483285
Position 21605: 0.0033731522813036795
Position 5049: 0.00312181470872263
Position 5720: 0.0028714482075996237
Position 24974: 0.002756470055511894
Position 24303: 0.0023379830865534845
Position 7786: 0.00231155214618131
Position 23164: 0.0022790345982594854
Position 4089: 0.0021040587707653632
Position 24227: 0.002065772696120555
Position 7902: 0.002037308060666904
Position 20858: 0.0019791298626779335
Position 21695: 0.001803579734382197
Position 21745: 0.0017674350830639545
Position 20434: 0.0017524672084663587
Position 15004: 0.0016318698516585876
Position 7150: 0.0014091513364952843
Position 21632: 0.0010867405774595475
Position 6498: 0.0009983602535383652
Position 757: 0.0009040953831433063
Position 25430: 0.0007665010524711131
Position 25375: 0.0007293154988041116
Position 24327: 0.0007227583739326333
Position 21758: 0.00060393658869666
Position 572: 0.000576400126996959
Position 24312: 0.0004525756138360476
Position 22866: 0.00036824838608298736
Position 22319: 0.0003500527662581556
Position 22759: 0.0002834707352446915
Position 1317: 4.8410907417743775e-05
Position 934: 4.737665271223991e-05
Position 3254: 7.490032969470097e-06
Position 3226: 1.040753320481995e-06
Position 3336: 8.596082861221574e-07
Position 543: 7.215211228806268e-07
Position 790: 5.171387919725896e-07
Position 740: 5.039440018344471e-07
Position 1296: 4.4981123716824723e-07
Position 464: 2.799844324130167e-07
Position 22514: 2.4130150273623306e-07
Position 5425: 2.332999551142293e-07
Position 4967: 2.0030838762642745e-07
Position 5010: 1.8366011648386438e-07
Position 225: 1.6555958241381318e-07
Position 784: 1.3829757304267966e-07
Position 182: 1.355623676579423e-07
Position 18770: 7.822650755847172e-08
