Gene = Plp
index = 1385
Annotated 5SS: [ 4933 12140 13100 13392 13779 18805 20041 20400 22196 24793 27047 27223]
Annotated 3SS: [10129 12205 13250 13562 18678 18876 20231 21529 24090 24890 27111 27745]
SMsplice 5SS: [  477 11018 12140 13100 13392 13779 18805 20041 20400 24793 27047 27223]
SMsplice 3SS: [10129 11356 12205 13250 13679 18678 18876 20231 24090 24890 27111 27745]
top_k =  100
Partition function (log Z): 21.048965394480444

Sorted 5' Splice Sites (High to Low Probability):
Position 24793: 0.999994282720589
Position 18805: 0.999981790277253
Position 20400: 0.9962007123251783
Position 12140: 0.9960761288463904
Position 20041: 0.9912525995540341
Position 13100: 0.9875372317023396
Position 477: 0.986552304155326
Position 27047: 0.985736939603712
Position 13392: 0.9536253251365535
Position 13779: 0.9318222766802011
Position 27223: 0.9009193924864314
Position 11018: 0.7917017355863748
Position 22196: 0.4661475883299159
Position 256: 0.33192151437461853
Position 21418: 0.20987136980018956
Position 19271: 0.12775381106592612
Position 22391: 0.06425166680463387
Position 15643: 0.045549779278427446
Position 17242: 0.029833773679481052
Position 27196: 0.02606469153541147
Position 21740: 0.02536032316996409
Position 311: 0.025300795452194515
Position 19454: 0.01608514042433597
Position 27239: 0.010620455495418655
Position 12287: 0.009429019679397537
Position 14671: 0.008184710318092253
Position 12332: 0.0059805289886813925
Position 27387: 0.004976688729232756
Position 988: 0.004853127885877326
Position 12305: 0.004803100540472834
Position 12938: 0.00430329889652465
Position 13329: 0.0038885770110572765
Position 19038: 0.0038618380817697136
Position 25503: 0.0031123731955873513
Position 12420: 0.0028952344142620942
Position 13375: 0.0026000287618103027
Position 12345: 0.0014556287735699312
Position 149: 0.0012962871559740847
Position 12392: 0.0011739307799357513
Position 13420: 0.001123750259962165
Position 13104: 0.001102670493220621
Position 23: 0.0006575884389221877
Position 258: 0.00048794768485301834
Position 155: 0.00045628928342127237
Position 171: 0.00018515484281938897
Position 123: 0.00014167823487213572
Position 19052: 7.606468624512989e-05
Position 13827: 7.112970248813747e-05
Position 19127: 6.380654485124744e-05
Position 45: 5.2696505901317276e-05
Position 25033: 3.564644689893488e-05
Position 203: 3.024604516051709e-05
Position 314: 2.429248017195352e-05
Position 176: 1.8863807016498745e-05
Position 18809: 1.820972274330316e-05
Position 95: 1.6107588634072803e-05
Position 74: 7.3859170870525725e-06
Position 6: 7.317568749145085e-06
Position 585: 5.120959706972038e-06
Position 12: 5.104083634528814e-06
Position 631: 2.837583465997063e-06
Position 79: 2.072920531010489e-06
Position 10383: 1.9223137373516067e-06
Position 13680: 1.8993338798766346e-06
Position 40: 1.1946896169671407e-06
Position 12832: 5.141478488090487e-07
Position 12847: 3.7872771011659685e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 27111: 0.99884883509665
Position 12205: 0.9953888991191286
Position 10129: 0.9938153408278896
Position 18678: 0.9925740312191684
Position 24890: 0.9897437325767968
Position 13250: 0.9783199122066356
Position 24090: 0.9729892698965709
Position 20231: 0.9643927951587558
Position 18876: 0.9515794039547579
Position 27745: 0.7330435585584313
Position 11356: 0.5950119051322877
Position 13679: 0.45404705239968945
Position 13562: 0.4207279625154173
Position 375: 0.3474638848489021
Position 21512: 0.2545974445486896
Position 11381: 0.19329984485582016
Position 20704: 0.16232086948385246
Position 21529: 0.15499109953671503
Position 19342: 0.08976471240653769
Position 20584: 0.0769956071890132
Position 27306: 0.0698268785986362
Position 22261: 0.06766894262178885
Position 27748: 0.04530872483266897
Position 14326: 0.038219455043532885
Position 18909: 0.034873732703626405
Position 20252: 0.03417103937191901
Position 19585: 0.03291084261958058
Position 27947: 0.027371175282652684
Position 17150: 0.025135855544565804
Position 22723: 0.02219002088949537
Position 12703: 0.02157885736748867
Position 27690: 0.019780431705637605
Position 20901: 0.015998276400385193
Position 27722: 0.01552317629620962
Position 15538: 0.015424286073128514
Position 27631: 0.013257429680369623
Position 21571: 0.01263320042313464
Position 28217: 0.012043033256421304
Position 13688: 0.01183233196872942
Position 19512: 0.011078280810289188
Position 13166: 0.008538010363841317
Position 13601: 0.008513767073203492
Position 18949: 0.007284022002321095
Position 13301: 0.007152368134891051
Position 17165: 0.0070770101975770475
Position 20633: 0.006945874062286792
Position 10042: 0.005652695930504006
Position 27267: 0.004173185138521921
Position 12274: 0.004120394292447984
Position 20717: 0.004055281136327639
Position 18906: 0.0037749077788646417
Position 20616: 0.003618197926316847
Position 19109: 0.0035968653941854524
Position 19359: 0.003214325995357032
Position 20605: 0.0025969931823313745
Position 17988: 0.0025747496197696313
Position 17467: 0.0024721270983960575
Position 27970: 0.002253634896946166
Position 676: 0.0022080211182506455
Position 20642: 0.002098831222836797
Position 18895: 0.0014044414965268745
Position 22667: 0.001240676527341536
Position 814: 0.0012031055554018544
Position 13199: 0.001051890078157285
Position 20963: 0.0007283185133601499
Position 20087: 0.0005914921456182607
Position 609: 0.0005336409560741606
Position 79: 0.0003711697069247185
Position 12456: 0.00029850904300486694
Position 25083: 0.00029239157275004387
Position 681: 0.00024610547300380365
Position 20249: 0.00019121463793125943
Position 20151: 0.00017648923414069161
Position 13266: 0.00015823135352104382
Position 22288: 0.000157039590025948
Position 14345: 9.074847985831577e-05
Position 19202: 8.86946467480525e-05
Position 13745: 6.917490240923464e-05
Position 13655: 1.7163211348506673e-05
