Gene = Dref
index = 1137
Annotated 5SS: [1470 1854 2302]
Annotated 3SS: [1560 1913 2361]
SMsplice 5SS: [1470 1854 2302]
SMsplice 3SS: [1560 1913 2361]
top_k =  100
Partition function (log Z): 3.600500220985264

Sorted 5' Splice Sites (High to Low Probability):
Position 2302: 0.9955359021264241
Position 1854: 0.9817143598297426
Position 1470: 0.9777770520143824
Position 391: 0.041245814697427385
Position 71: 0.023211642884847183
Position 1590: 0.018198069607605737
Position 1486: 0.016031634178962327
Position 1249: 0.01483443872288564
Position 494: 0.011192627712396552
Position 193: 0.00872640045641138
Position 449: 0.008102450206623452
Position 2979: 0.004379915401987953
Position 1851: 0.004358404661593941
Position 2638: 0.004218647812343203
Position 1748: 0.003073014432840936
Position 95: 0.002418772206550406
Position 515: 0.002096036782939627
Position 1707: 0.001778551857146459
Position 536: 0.0016581197345529063
Position 2741: 0.0014682398175226623
Position 91: 0.0012794202561140276
Position 1326: 0.001185535650175117
Position 45: 0.0008376240166053902
Position 1997: 0.0007488272937127334
Position 2703: 0.0006760088573606103
Position 52: 0.0006155331336098851
Position 512: 0.0006124125879183804
Position 875: 0.000518051931683825
Position 1827: 0.0004973995784583404
Position 6: 0.00046949483943494553
Position 2865: 0.00040071646819665117
Position 910: 0.000358759186537719
Position 427: 0.0003150838565248403
Position 287: 0.0002855693732364008
Position 2568: 0.0002707315636629207
Position 657: 0.00022554445848803518
Position 144: 0.00017682373605449426
Position 2271: 0.00014328107087089613
Position 829: 0.0001423114483152741
Position 2856: 0.00012536949626692202
Position 2873: 0.00011780939196258416
Position 2297: 0.00010709672833421892
Position 2306: 0.00010676158570448815
Position 2838: 0.00010239318356368253
Position 1040: 9.7871677398424e-05
Position 1072: 9.104588071961295e-05
Position 662: 8.557495828445235e-05
Position 1253: 5.840425853311698e-05
Position 1089: 5.1220551687451684e-05
Position 1333: 4.8258046027457004e-05
Position 1653: 4.454927514121467e-05
Position 121: 7.513200814083293e-06
Position 233: 3.316823059583222e-06
Position 177: 1.2706315873113527e-06
Position 4: 9.533000089121398e-07
Position 290: 7.930483643264701e-07
Position 170: 7.307253455690953e-07
Position 356: 6.288234048327246e-07
Position 842: 2.685364361169283e-07
Position 2358: 2.1413359979745696e-07
Position 2160: 5.9045361792126455e-08
Position 1603: 5.278179681270682e-08
Position 1809: 2.3379433250477032e-08
Position 1721: 1.695960315272271e-08
Position 1698: 1.2935658178601613e-08
Position 1843: 9.8205678832644e-09
Position 2258: 2.9711346068979155e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1560: 0.9977948376662675
Position 2361: 0.9675272956355221
Position 1913: 0.9546394621196322
Position 583: 0.040170406913869416
Position 335: 0.02780148951629913
Position 508: 0.023287093423601798
Position 2383: 0.02009732577503831
Position 1652: 0.019811659862130154
Position 1982: 0.01938284203439681
Position 1309: 0.014448585153774613
Position 2066: 0.006860273105930971
Position 3029: 0.005272943830379042
Position 2408: 0.0052418221890072015
Position 2776: 0.004221761898691024
Position 1957: 0.003984920626575347
Position 2808: 0.003861935406442125
Position 2056: 0.0031754158319619733
Position 338: 0.0026809873276599397
Position 1763: 0.001411269221457423
Position 1994: 0.0012556755022855297
Position 132: 0.0012434656724960025
Position 207: 0.0011098452050620836
Position 281: 0.0007814460581755115
Position 2913: 0.0007361197499217246
Position 439: 0.0007185536180453846
Position 796: 0.000711591921854071
Position 249: 0.000631291041487544
Position 139: 0.0005492638722184763
Position 2828: 0.00045670792412577725
Position 1997: 0.0004408891015546105
Position 526: 0.0003998448221596857
Position 1793: 0.0003416387800784414
Position 2042: 0.00033225289943379475
Position 1818: 0.00028663936022653414
Position 318: 0.00025422854071706244
Position 315: 0.00023017841610222732
Position 1622: 0.0001813686988513856
Position 2180: 0.00015460865896841112
Position 2641: 0.0001224703259506871
Position 2425: 0.00011506075030406543
Position 1649: 0.00010433303167574615
Position 91: 1.6451116134250968e-06
