Gene = REPTOR-BP
index = 1399
Annotated 5SS: [140 509 761]
Annotated 3SS: [423 638 821]
SMsplice 5SS: [509 765]
SMsplice 3SS: [638 821]
top_k =  100
Partition function (log Z): 5.969651728063849

Sorted 5' Splice Sites (High to Low Probability):
Position 509: 0.993808995444467
Position 765: 0.9115844569846318
Position 961: 0.1277513561650831
Position 969: 0.06172581635314092
Position 761: 0.047649293546632276
Position 140: 0.03607530829599957
Position 744: 0.030276697105439603
Position 224: 0.010461224499687888
Position 210: 0.006601827156395942
Position 551: 0.004525822628308782
Position 731: 0.003741837860950778
Position 137: 0.0024125889519437454
Position 258: 0.0013576549205712325
Position 169: 0.0005595306041463202
Position 734: 0.0003430273988922878
Position 228: 0.0002912996911369404
Position 266: 0.00022928052611103617
Position 878: 0.0002055157536798911
Position 278: 0.00014195140652597412
Position 324: 0.00010144984229476621
Position 566: 9.571395388117536e-05
Position 58: 8.941181446854589e-05
Position 177: 4.7558397035210415e-05
Position 166: 4.7472355795487726e-05
Position 115: 4.673580431081566e-05
Position 1010: 3.829591686911524e-05
Position 197: 3.284020388041939e-05
Position 64: 3.083792584939004e-05
Position 376: 2.6459241686948526e-05
Position 710: 2.1411878413494526e-05
Position 574: 1.8519053752242617e-05
Position 77: 1.807733635447804e-05
Position 20: 1.0450351882141655e-05
Position 264: 8.117636328877857e-06
Position 842: 7.326872746737503e-06
Position 688: 9.114264349485196e-07
Position 786: 7.467362723945868e-07
Position 474: 6.811337368593459e-07
Position 222: 1.5384829062379803e-07
Position 694: 9.529293697150993e-08
Position 61: 7.524923852614578e-09
Position 50: 6.357930821122028e-09
Position 10: 2.0034933671497527e-09
Position 3: 1.7800043020013231e-09
Position 654: 8.015181194899246e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 638: 0.9996951844787453
Position 821: 0.9874585582235572
Position 1035: 0.17446943926865766
Position 426: 0.040488928006139506
Position 1059: 0.01526175910057155
Position 423: 0.008587652201360133
Position 842: 0.005676326470477438
Position 210: 0.004855186634061855
Position 298: 0.0017200985268488618
Position 324: 0.000496587972240396
Position 358: 0.0004129465653747754
Position 316: 0.0003673859354172501
Position 566: 0.00020466163440451712
Position 1068: 0.00017008034764973327
Position 1098: 0.00015654251559862696
Position 933: 0.0001067127084850038
Position 645: 6.489989494289121e-05
Position 1079: 6.160841203472842e-05
Position 246: 4.0067315602559414e-05
Position 369: 2.6198477497694737e-05
Position 463: 1.965391212317285e-05
Position 214: 1.2802166976558963e-05
Position 648: 1.139402982747302e-05
Position 887: 8.587940891942779e-06
Position 435: 5.629691587126261e-06
Position 1001: 4.690891266091318e-06
Position 574: 2.2911314876306316e-06
Position 878: 5.545085847786131e-07
Position 682: 3.4102098658537404e-07
