Gene = vls
index = 1928
Annotated 5SS: [ 621 1055]
Annotated 3SS: [ 677 1106]
SMsplice 5SS: [ 621 1055]
SMsplice 3SS: [ 677 1106]
top_k =  100
Partition function (log Z): -4.440628317718457

Sorted 5' Splice Sites (High to Low Probability):
Position 621: 0.9720972903663415
Position 1055: 0.4722602288076141
Position 1040: 0.029189378108032186
Position 925: 0.025113332985778836
Position 705: 0.013663772338916346
Position 483: 0.013240988602355883
Position 1061: 0.005896303144892803
Position 610: 0.005526353472914062
Position 633: 0.004877219305283281
Position 1273: 0.003941978009868268
Position 625: 0.003053119709779267
Position 396: 0.002874624340845936
Position 963: 0.0019761079127382595
Position 1341: 0.0014666989167300105
Position 308: 0.001036676024219771
Position 405: 0.0009239818752434189
Position 1353: 0.0002964394380815789
Position 876: 0.00017284924817273162
Position 71: 7.051215844847016e-05
Position 743: 6.936194706229229e-05
Position 644: 4.817753044185283e-05
Position 984: 4.5200787210466675e-05
Position 167: 4.351593543746846e-05
Position 532: 2.1876015317994796e-05
Position 435: 1.8021448427405464e-05
Position 519: 1.1430957051516883e-05
Position 9: 7.949036931519628e-06
Position 317: 7.280586393137791e-06
Position 23: 5.969452393571631e-06
Position 564: 5.82868849565328e-06
Position 591: 4.625691056712691e-06
Position 51: 1.6964741663944659e-06
Position 320: 1.2903519256448256e-06
Position 467: 1.0590863282061461e-06
Position 120: 7.793563666533294e-07
Position 497: 7.197843224232336e-07
Position 793: 3.8318562252091714e-07
Position 786: 3.2178167446231206e-07
Position 799: 2.4132068065625966e-07
Position 892: 2.322183534346929e-07
Position 774: 2.1379063255767868e-07
Position 54: 1.573548892458632e-07
Position 851: 1.3271005740187692e-07
Position 107: 2.273747743712244e-08
Position 527: 6.28978533435866e-09
Position 357: 4.950234590454993e-09
Position 83: 1.5722042830877e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 677: 0.9935993832353793
Position 1106: 0.5496220945246904
Position 553: 0.003846227079361495
Position 1415: 0.003157301483583673
Position 1378: 0.0022071400086213734
Position 461: 0.002159780665092536
Position 768: 0.0016564002199146997
Position 1333: 0.0004512988429408009
Position 532: 0.0004511461417337827
Position 482: 0.0003704390276702395
Position 1389: 0.00012497358099025724
Position 1164: 8.08769566164619e-05
Position 497: 7.026552235291074e-05
Position 131: 6.201554962599006e-05
Position 377: 5.544276489347292e-05
Position 572: 3.242143422047949e-05
Position 97: 1.549989698454609e-05
Position 603: 6.529153441519168e-06
Position 244: 5.099370141683356e-06
Position 632: 1.877675336611913e-08
