Gene = NimC2
index = 1322
Annotated 5SS: [ 149  315  432 1409]
Annotated 3SS: [ 211  375  489 1551]
SMsplice 5SS: [ 315  432 1409]
SMsplice 3SS: [ 375  489 1551]
top_k =  100
Partition function (log Z): -2.0631367239675753

Sorted 5' Splice Sites (High to Low Probability):
Position 315: 0.9898796359669306
Position 1409: 0.9102844350832198
Position 432: 0.6504905646175834
Position 1486: 0.21080718400365708
Position 149: 0.05183519694347721
Position 1179: 0.015142920227420262
Position 1413: 0.01060592086425726
Position 1923: 0.009250798245903647
Position 612: 0.0051808503827503564
Position 572: 0.004123960206777823
Position 1401: 0.0023722443293696356
Position 353: 0.0014596992470063842
Position 702: 0.0014367749465322255
Position 1803: 0.0012838911453384736
Position 294: 0.001080984564735042
Position 962: 0.0009449672786745157
Position 1017: 0.0009127750830975243
Position 1531: 0.0008114760638980533
Position 3006: 0.0007334423469993496
Position 123: 0.00020140237037156972
Position 16: 0.0001869636192070951
Position 153: 0.00013861034832508322
Position 1380: 0.00010537956100718764
Position 161: 8.698031864881301e-05
Position 247: 2.245970561276728e-05
Position 33: 1.5979789422445135e-05
Position 237: 8.012360133326952e-06
Position 46: 3.924341430141781e-06
Position 135: 3.1349527232006636e-06
Position 213: 2.938820416218901e-06
Position 197: 2.478639248500071e-06
Position 102: 2.296016110025123e-06
Position 229: 1.8902574463309228e-06
Position 177: 1.7118319309006606e-06
Position 404: 4.2574607923070973e-07
Position 397: 2.93859327726644e-07
Position 216: 1.788690962105518e-07
Position 350: 1.572230125710842e-07
Position 283: 1.023179401121942e-07
Position 133: 2.357752522733097e-11
Position 9: 1.3793891168688474e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 375: 0.9746855004219549
Position 1551: 0.8450962966713149
Position 489: 0.6681273230248885
Position 1457: 0.22087452686755923
Position 211: 0.04845836330067287
Position 1607: 0.035215058259537795
Position 1579: 0.02101250459734266
Position 3137: 0.018757290969208248
Position 1274: 0.012040818962781856
Position 2574: 0.011393167818363966
Position 820: 0.004895785221967665
Position 257: 0.002712503571779776
Position 2529: 0.0019989567000023934
Position 1013: 0.0009402199229926772
Position 1088: 0.0009127750830975248
Position 1531: 0.000865348017363784
Position 493: 0.0007775805612398521
Position 251: 0.0002994558114780322
Position 347: 0.0002186318027375448
Position 122: 0.00011464567304826347
Position 67: 1.2463547691073631e-05
Position 307: 7.818289295040098e-06
Position 128: 2.066686137813841e-06
Position 264: 1.7090824281670585e-06
Position 452: 9.229098784536212e-07
Position 301: 6.969874762011076e-07
Position 465: 4.0467147743062186e-07
Position 149: 2.070987729160454e-07
