Gene = tral
index = 1917
Annotated 5SS: [ 514 2001 2899 3196 3609 4012]
Annotated 3SS: [1499 2356 2964 3378 3670 4084]
SMsplice 5SS: [ 514 2001 2899 3166 3609 4012]
SMsplice 3SS: [1499 2368 2964 3378 3673 4084]
top_k =  100
Partition function (log Z): 17.377523109243025

Sorted 5' Splice Sites (High to Low Probability):
Position 3609: 0.9961924935833953
Position 2001: 0.9949936010492956
Position 514: 0.969979984916
Position 2899: 0.9455638512264909
Position 4012: 0.889283335902494
Position 3166: 0.7202697147176124
Position 3196: 0.23372492161365774
Position 4185: 0.05875510707865557
Position 5295: 0.04943054049606532
Position 1312: 0.04447769625944667
Position 3170: 0.041646000189037975
Position 1158: 0.02850792791626026
Position 4601: 0.028460191758546194
Position 232: 0.02812929890031021
Position 1102: 0.014990730932466338
Position 2911: 0.014386091424914631
Position 5471: 0.013851094548126053
Position 5290: 0.011915437705379932
Position 14: 0.011446935556078642
Position 4180: 0.00816817156596911
Position 4732: 0.006200770253948411
Position 755: 0.005954356513613042
Position 2639: 0.002792477966629742
Position 3178: 0.0024711773086290418
Position 2416: 0.002414426299850089
Position 3275: 0.002406821362978503
Position 3999: 0.002212284053205077
Position 4008: 0.0019516388452646422
Position 1096: 0.0014773241180561795
Position 2654: 0.0011159609965748015
Position 359: 0.0007757834535527254
Position 82: 0.0006922329997605328
Position 2789: 0.0006222503945459882
Position 705: 0.0005175726652524205
Position 578: 0.00046916280260277994
Position 2005: 0.00036856676255368645
Position 518: 0.0002678133162032352
Position 477: 0.00024193675495364652
Position 555: 0.0001648204942398911
Position 719: 0.00011919320914090988
Position 511: 0.00011206610226309591
Position 1027: 7.47525809349389e-05
Position 623: 5.366590663149578e-05
Position 255: 5.006975824590442e-05
Position 4016: 4.812247791875753e-05
Position 832: 4.502878569035015e-05
Position 928: 3.0952270397116696e-05
Position 266: 2.943927345336962e-05
Position 210: 2.424500060705181e-05
Position 84: 1.4408126099122905e-05
Position 675: 1.2994309604862978e-05
Position 208: 1.1410093808280287e-05
Position 383: 7.699064503915366e-06
Position 3613: 6.9904327596952675e-06
Position 18: 6.5984021717047735e-06
Position 86: 6.337071170436513e-06
Position 3965: 3.1079818783398773e-06
Position 47: 1.5649388918434241e-06
Position 679: 3.799980304768375e-07
Position 1886: 1.0656574970608871e-07
Position 2009: 8.947096987762459e-08
Position 2232: 2.9640779163126392e-08
Position 2256: 2.643999296589165e-08
Position 3602: 6.495112890121183e-12
Position 126: 4.52073602691861e-12
Position 117: 1.987700239653957e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1499: 0.9961145589313407
Position 3378: 0.9922991601156218
Position 2964: 0.9919595440553316
Position 3673: 0.8540090056715772
Position 4084: 0.8311225362046265
Position 2368: 0.3914706028869917
Position 2356: 0.2925649075187144
Position 2706: 0.17128565004793678
Position 3670: 0.12270282061524126
Position 5126: 0.08639398249896231
Position 5351: 0.060487986200039146
Position 2219: 0.04611476802157373
Position 732: 0.030817113791250645
Position 304: 0.028618639854699257
Position 5369: 0.024305052106481533
Position 4327: 0.02206416110789964
Position 4669: 0.020629176569392144
Position 995: 0.016931280247554782
Position 4275: 0.013887072868594693
Position 5537: 0.013851094548126053
Position 723: 0.010737883722728356
Position 2135: 0.009761368479432847
Position 2098: 0.009624135205804457
Position 882: 0.009131332480641758
Position 2742: 0.008433732040535184
Position 2408: 0.008417466202932619
Position 2256: 0.008019452909955453
Position 3346: 0.006612953285706538
Position 4235: 0.006111224046729437
Position 2979: 0.004756254281734004
Position 2141: 0.004746482978394062
Position 801: 0.004710854913256177
Position 2232: 0.0039890791406746165
Position 139: 0.0032862444364736045
Position 1517: 0.0026724190185640506
Position 5767: 0.002588044589024106
Position 3802: 0.0023837468255756902
Position 4658: 0.0023588598557441145
Position 4261: 0.0021964904214441675
Position 2745: 0.001958591699594273
Position 2675: 0.0019458872821940575
Position 2050: 0.0014950685115624719
Position 79: 0.0013225098813942086
Position 2631: 0.001307469059957752
Position 2500: 0.0011915109376049208
Position 3045: 0.001067406291801438
Position 2628: 0.0009969775923479509
Position 2583: 0.0009629790780934236
Position 430: 0.0008875714701498747
Position 328: 0.0007977856331882118
Position 4222: 0.0007644091015398263
Position 3308: 0.0006533985291112237
Position 1520: 0.0005796460157911737
Position 3238: 0.00055025483952814
Position 3313: 0.0003756021344809634
Position 3738: 0.00033926777789160815
Position 1096: 0.00033831643636386986
Position 443: 0.00029048885017027553
Position 370: 0.00026046680371332766
Position 91: 0.0002392535466083028
Position 3934: 0.00021407893863343883
Position 344: 0.00020645165987493298
Position 1558: 0.00020009746666894935
Position 1031: 0.00017806306296637425
Position 2994: 0.000172726783232523
Position 608: 0.00014574273409859122
Position 392: 7.94323561263367e-05
Position 1657: 5.993371496334077e-05
Position 1540: 5.931373551679235e-05
Position 3747: 3.884006529045272e-05
Position 3887: 2.973862585567783e-05
Position 1534: 2.1272454564670822e-05
Position 3319: 1.761684915960223e-05
Position 3348: 1.079975581860937e-05
Position 2269: 7.707431311176127e-06
Position 3274: 3.759629408639663e-06
Position 3258: 2.799853717052158e-06
Position 4092: 1.698051428498367e-06
Position 111: 1.5944970286133185e-06
Position 99: 1.2748662323669692e-06
Position 647: 1.0139797407614804e-06
Position 363: 9.954887556384708e-07
Position 162: 9.823835208342655e-07
Position 220: 6.305056692045795e-07
Position 165: 5.508679838906197e-07
Position 488: 3.243830571760286e-07
Position 149: 2.2738595111166004e-07
Position 306: 1.1491855546708463e-07
