Gene = LUBEL
index = 1249
Annotated 5SS: [ 1870  2165  2421  2622  2803  3358  3910  4252  5498  6170  6785 10649
 10987 11520 11958 12196]
Annotated 3SS: [ 2045  2221  2484  2673  3018  3627  3962  4309  5741  6228  6872 10719
 11061 11585 12026 12529]
SMsplice 5SS: [  204  2165  2421  2622  2831  3358  3910  4252  5498  6170  6785 10987
 11520 11958 12196]
SMsplice 3SS: [ 1581  2221  2484  2673  3018  3505  3962  4309  5741  6228 10719 11061
 11585 12026 12529]
top_k =  100
Partition function (log Z): 53.52706088020749

Sorted 5' Splice Sites (High to Low Probability):
Position 10987: 0.9997431720752848
Position 2421: 0.9995416903944294
Position 11958: 0.9995215876613527
Position 12196: 0.9984922385159097
Position 3910: 0.997477735121417
Position 6170: 0.9880866614006031
Position 3358: 0.9860140989863206
Position 11520: 0.9855950967141665
Position 2165: 0.9850485526404258
Position 4252: 0.979553349186519
Position 6785: 0.9358257214480104
Position 2622: 0.9023575479443975
Position 5498: 0.8902822778954087
Position 204: 0.8138319698235322
Position 2831: 0.6796632983973854
Position 2803: 0.2901034266551164
Position 4664: 0.24053111389047988
Position 1978: 0.18293594193059018
Position 1870: 0.11782587353734598
Position 5200: 0.10025951485592713
Position 2602: 0.09757004908557003
Position 6662: 0.06329408475354684
Position 7106: 0.059243167460045446
Position 7848: 0.05866449598527115
Position 414: 0.044609865510720166
Position 404: 0.037929759441267086
Position 4978: 0.03171994926838701
Position 7349: 0.020909439354736513
Position 12712: 0.0185825490595617
Position 1480: 0.018020389903479997
Position 4198: 0.012300032908127074
Position 2859: 0.012245773144455041
Position 1708: 0.01060415400324535
Position 2869: 0.00985937642851337
Position 11702: 0.009339280640986757
Position 5597: 0.008005586476214186
Position 11544: 0.00665024916748014
Position 5570: 0.005954213811689758
Position 12716: 0.005184403415029484
Position 5838: 0.004086452023251704
Position 12848: 0.0038875452878170255
Position 1311: 0.0036284151539424906
Position 578: 0.0033987323076751065
Position 947: 0.0030503604325111183
Position 12752: 0.0027184409117646294
Position 34: 0.0023803605658748485
Position 12737: 0.002319864942498097
Position 4653: 0.001694665410537734
Position 2873: 0.0015940993255266652
Position 6079: 0.0014148357978965324
Position 244: 0.000803393945920926
Position 2936: 0.0006938348105398949
Position 6462: 0.0006422676609753035
Position 12200: 0.00057994818878737
Position 12457: 0.0004640640082807303
Position 4082: 0.0003520832281211552
Position 2862: 0.0002853548923266582
Position 592: 0.00028487584492094167
Position 3878: 0.0002670627003349752
Position 6780: 0.00026639472795300645
Position 2399: 0.00022429235503249514
Position 4128: 0.00016221718774700786
Position 6349: 0.00012569555045263095
Position 266: 9.695714651684733e-05
Position 11954: 9.40014548245443e-05
Position 11154: 6.759878961584814e-05
Position 4612: 6.326011127669167e-05
Position 6789: 5.2428046009235586e-05
Position 2781: 5.0625846915464656e-05
Position 4485: 4.3802396269975355e-05
Position 4362: 3.8649304860541266e-05
Position 4483: 3.276645868183749e-05
Position 1334: 2.4219789142021572e-05
Position 1066: 2.410666424249474e-05
Position 2371: 1.057822930692234e-05
Position 538: 3.3026365955623823e-06
Position 208: 2.4219656848330297e-06
Position 189: 2.2361131749562246e-06
Position 2529: 1.1219706223542202e-06
Position 11499: 1.0897933184267723e-06
Position 12186: 6.562497373975213e-07
Position 11493: 4.563282471385776e-07
Position 2626: 3.279397787982306e-07
Position 11524: 3.1283867808956114e-07
Position 2582: 1.8757570735329044e-07
Position 4195: 1.4941931468758243e-07
Position 2543: 6.974600532880014e-08
Position 11690: 4.279917829829353e-08
Position 11670: 4.026595744275344e-08
Position 3465: 3.852929398928732e-08
Position 3389: 2.4177808112521728e-08
Position 4214: 6.974747522366229e-09
Position 4138: 6.728897155385818e-09
Position 370: 6.241916578561863e-09
Position 21: 4.0236338740283975e-09
Position 4212: 1.4510270605387587e-09
Position 11962: 7.261142412660445e-12
Position 237: 4.446645922799224e-13
Position 58: 1.2838170173130998e-13
Position 50: 9.239679562724656e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2673: 0.9977671996791802
Position 11061: 0.9965517509144486
Position 2221: 0.9964816883284764
Position 10719: 0.9948769731387269
Position 12529: 0.9941286031846672
Position 6228: 0.9863829158293013
Position 3962: 0.980850014797035
Position 2484: 0.9785313862446752
Position 5741: 0.9760794935449881
Position 3018: 0.9758012252705577
Position 4309: 0.9224445716967488
Position 12026: 0.9154151329792847
Position 11585: 0.6190444002540363
Position 1581: 0.4276977725425241
Position 3505: 0.33240958327835374
Position 1779: 0.3110962596210889
Position 2045: 0.30960469555010023
Position 3701: 0.24480458406323596
Position 3786: 0.21495372614941105
Position 11616: 0.18963391405389646
Position 5363: 0.17229140096950815
Position 3627: 0.1550699416930668
Position 11769: 0.12790129710502596
Position 6872: 0.10268635092382222
Position 12040: 0.07119936348786832
Position 4333: 0.0639913256365023
Position 4709: 0.06153234058337008
Position 622: 0.04091713746788772
Position 6916: 0.036130751876230896
Position 3622: 0.030242097247636296
Position 11763: 0.029532636017474353
Position 11817: 0.024883586465914886
Position 1615: 0.02299551128006113
Position 4720: 0.022366929264517374
Position 1936: 0.02122300531203436
Position 2092: 0.021006862478867717
Position 1380: 0.02014771691321745
Position 2519: 0.02006600519561687
Position 12784: 0.01873671986184756
Position 5083: 0.01871244927158932
Position 5987: 0.017801354007762955
Position 3980: 0.01704445238321336
Position 1759: 0.015823772238685755
Position 1484: 0.01556137487326404
Position 12806: 0.011673154274195215
Position 2939: 0.011414172653677062
Position 5028: 0.011067536984311234
Position 2058: 0.010332246735978177
Position 11564: 0.00937230717299922
Position 12057: 0.006858094992917735
Position 2067: 0.006774144987482146
Position 3643: 0.005716280655253844
Position 9740: 0.004920695430545482
Position 12907: 0.004536898985787217
Position 12114: 0.004433949025935602
Position 5911: 0.004086452023251704
Position 2903: 0.0039519157494755115
Position 6232: 0.003410717139509078
Position 2227: 0.0031999886599059033
Position 11090: 0.003075856178743748
Position 5714: 0.0028528183650075242
Position 12702: 0.0022570682859357266
Position 4004: 0.0015150420367546586
Position 3170: 0.0013021720617746432
Position 11587: 0.0012049872650108102
Position 12464: 0.0010059903537792641
Position 2685: 0.0009640139681368183
Position 2918: 0.0009312232051655349
Position 1635: 0.0008006326724780144
Position 3228: 0.0007972193307801349
Position 2709: 0.0006988351250652097
Position 12066: 0.0006573636206565975
Position 2498: 0.0006112224287712453
Position 3810: 0.0006027812658160625
Position 4545: 0.0005965915638901808
Position 2465: 0.0005191512039070014
