Gene = Coq3
index = 1085
Annotated 5SS: [ 77 308 901]
Annotated 3SS: [130 367 963]
SMsplice 5SS: [ 77 308 901]
SMsplice 3SS: [130 367 963]
top_k =  100
Partition function (log Z): 9.19549830036748

Sorted 5' Splice Sites (High to Low Probability):
Position 308: 0.9995794731367555
Position 901: 0.9987440003507158
Position 77: 0.9720179593325459
Position 726: 0.04710502569442704
Position 69: 0.014533635949177386
Position 65: 0.0048970472907750185
Position 519: 0.0014369974870480809
Position 1065: 0.0008957482112341381
Position 666: 0.00026105725328644626
Position 815: 0.00021067658188748007
Position 423: 0.00018826542277008203
Position 787: 0.00015887453546531424
Position 465: 0.0001389676451525768
Position 545: 9.529159413246802e-05
Position 1085: 8.247266122009031e-05
Position 418: 7.389870188325994e-05
Position 905: 5.640088121985269e-05
Position 29: 4.7255658234752106e-05
Position 705: 4.0953745974581856e-05
Position 674: 3.4400550474061715e-05
Position 624: 3.406700536820047e-05
Position 603: 3.3340484851495964e-05
Position 6: 2.9143484668780995e-05
Position 280: 2.618416878522497e-05
Position 1046: 2.6160315908501564e-05
Position 1099: 1.9634937821378374e-05
Position 791: 1.9385978571831177e-05
Position 81: 8.09071953997163e-06
Position 257: 7.389314298409713e-06
Position 984: 7.266202797847046e-06
Position 102: 2.4566915145882623e-06
Position 254: 2.8016306762818065e-07
Position 19: 1.387449469562411e-07
Position 33: 1.268739337804021e-07
Position 13: 4.029061324636325e-08
Position 337: 2.4517481581949716e-09
Position 225: 1.8422793171433576e-09
Position 511: 7.775389911055586e-10
Position 693: 4.5535610268546586e-10
Position 796: 4.4581410959187435e-10
Position 606: 3.867613776086628e-10
Position 608: 3.427888376918015e-10
Position 803: 3.4035400842584324e-10
Position 831: 3.0623494258656536e-10
Position 583: 5.675214624135789e-12
Position 117: 1.68638969789578e-12
Position 681: 1.01892168257988e-12
Position 197: 7.280144579768319e-13
Position 328: 5.189591252489327e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 963: 0.9988496517205437
Position 367: 0.9951380700724757
Position 130: 0.9893155389465217
Position 787: 0.04917877995189419
Position 382: 0.003073719898992099
Position 1119: 0.0008425261014515916
Position 438: 0.0007360988309219927
Position 178: 0.0006307019542251894
Position 117: 0.0005364756913932748
Position 184: 0.0005303979762478661
Position 838: 0.00047127447427707924
Position 181: 0.00039608122056426033
Position 583: 0.00022446401534397217
Position 811: 0.0001493010891632297
Position 884: 0.00014413972839345568
Position 974: 0.00013091487201564477
Position 1147: 9.51813334810802e-05
Position 672: 7.039115347084868e-05
Position 187: 6.44931363715225e-05
Position 1124: 5.963273227189157e-05
Position 518: 4.326100925194242e-05
Position 221: 2.7254780016010438e-05
Position 1144: 2.604818957608712e-05
Position 384: 2.3992029438224526e-05
Position 413: 2.155994473373897e-05
Position 417: 1.174203582239346e-05
Position 1061: 8.690235682266754e-06
Position 994: 5.7126582281542295e-06
Position 1043: 2.1980961229326933e-06
Position 1131: 1.8589358787931568e-06
Position 1167: 8.644790244410183e-07
Position 139: 3.8408831775387497e-07
Position 225: 2.477081435497673e-07
Position 69: 1.590365756054443e-07
Position 105: 1.3114513579427064e-07
Position 192: 9.656899343606497e-08
Position 92: 7.957860487782088e-08
