Gene = obst-E
index = 1829
Annotated 5SS: [182]
Annotated 3SS: [2773]
SMsplice 5SS: [182]
SMsplice 3SS: [2773]
top_k =  100
Partition function (log Z): -6.840482336736462

Sorted 5' Splice Sites (High to Low Probability):
Position 182: 0.4956677783216505
Position 870: 0.3710729324424767
Position 1746: 0.2899920990067752
Position 308: 0.17348683608001672
Position 599: 0.15056628013016088
Position 1039: 0.08853585761038074
Position 285: 0.08244540570139286
Position 382: 0.04076176609278021
Position 633: 0.040129404956390356
Position 590: 0.03664667037126191
Position 156: 0.03589593936174173
Position 1811: 0.02950218023050446
Position 1988: 0.019688732817021437
Position 3245: 0.006836991952129869
Position 471: 0.004914744615537825
Position 3294: 0.004425201686753007
Position 400: 0.0025448152710492145
Position 531: 0.0014763517966533838
Position 648: 0.0004205666725674295
Position 186: 0.000266432648954272
Position 275: 0.00021845248044778423
Position 1652: 0.00016000555711337668
Position 1614: 0.0001568917184503315
Position 168: 0.00014361041410975673
Position 312: 0.00011858281243551726
Position 71: 3.577162273551798e-05
Position 57: 1.2315611343989061e-05
Position 196: 4.751737528963238e-06
Position 32: 2.726342734989992e-06
Position 250: 2.4655434661810472e-06
Position 23: 1.4360865073614302e-06
Position 83: 6.771247893154649e-07
Position 6: 4.3062926611159894e-07
Position 160: 3.0515001190846633e-07
Position 40: 3.367352449972296e-08
Position 146: 1.4272773157128204e-08
Position 265: 1.17306381078713e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2773: 0.8438559625231569
Position 696: 0.2985481280670972
Position 444: 0.27673648542906837
Position 927: 0.17943022341570863
Position 1870: 0.1366511258689422
Position 1808: 0.05895187281363018
Position 265: 0.033039743552586154
Position 365: 0.03046547851196927
Position 3354: 0.011262193638882876
Position 613: 0.0035608401833783117
Position 1081: 0.0015603504737095161
Position 1381: 0.0005893265532817097
Position 717: 0.0004018899485363533
Position 561: 0.0003715443236188538
Position 704: 0.00036871488757060276
Position 329: 0.0002076370277076413
Position 373: 9.808159077904919e-05
Position 275: 1.8952792519958863e-05
Position 316: 1.0789736123524949e-05
Position 83: 4.351571565893035e-06
Position 146: 1.6976507194380995e-06
Position 284: 2.96944513603283e-08
Position 186: 2.6823805569096896e-08
Position 196: 2.3195266044156386e-08
