Gene = Bacc
index = 45
Annotated 5SS: [ 396 1216 3726]
Annotated 3SS: [ 926 3562 3799]
SMsplice 5SS: [1216 3726]
SMsplice 3SS: [3562 3799]
top_k =  100
Partition function (log Z): -2.032983093152257

Sorted 5' Splice Sites (High to Low Probability):
Position 3726: 0.9912668011560711
Position 1216: 0.8863287689992582
Position 4030: 0.18223196969374345
Position 2927: 0.10485172200877978
Position 1795: 0.09098268514660719
Position 1127: 0.07115755032650108
Position 3375: 0.06988691394433275
Position 447: 0.06832104526201435
Position 2600: 0.02326556758459482
Position 3393: 0.021621669878741943
Position 267: 0.021274853465355154
Position 2891: 0.019709596301689895
Position 3356: 0.019571831196600692
Position 1833: 0.014474550553383534
Position 4187: 0.013199364749263837
Position 3846: 0.010041042932912114
Position 396: 0.009446703417894381
Position 2127: 0.008327487410502375
Position 1240: 0.0073467629454803205
Position 3699: 0.006563401294292374
Position 865: 0.005982404101119057
Position 2321: 0.0056433713228748
Position 1943: 0.00456831473788768
Position 393: 0.004137302600554505
Position 364: 0.003880977329730743
Position 127: 0.0034630573837411533
Position 3857: 0.003151940265167109
Position 794: 0.00221717504454647
Position 1575: 0.002169381990519622
Position 2226: 0.002136392409305092
Position 2699: 0.002113896851275876
Position 852: 0.0019569232910724935
Position 1255: 0.0018189625148148703
Position 674: 0.0014788892605837045
Position 816: 0.0013473877749377425
Position 434: 0.0004098714882897811
Position 1509: 0.00037802881319278224
Position 798: 0.00027837798895289555
Position 735: 0.0002510172516432756
Position 101: 0.0002298712599737293
Position 275: 0.00014231207893066077
Position 466: 8.124039348079762e-05
Position 3679: 5.7992816236003825e-05
Position 3720: 4.7914867201846075e-05
Position 3730: 2.8804891687269966e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3562: 0.9922911669208775
Position 3799: 0.9450219915280732
Position 1604: 0.17708194805028493
Position 4144: 0.1450495938209197
Position 2995: 0.11222068844563314
Position 926: 0.056046924564579034
Position 4774: 0.04997370780516853
Position 2188: 0.044544340040215555
Position 2533: 0.030790570230790185
Position 4252: 0.0235973514681257
Position 2659: 0.014548722135995002
Position 3962: 0.011968204057658114
Position 4311: 0.009594365919779075
Position 511: 0.008528158181541378
Position 498: 0.007994018667605097
Position 2403: 0.007357314974563682
Position 993: 0.006877346093128952
Position 3575: 0.006001584882894143
Position 5059: 0.005764354160520046
Position 3959: 0.00545606586036213
Position 4391: 0.0051616753106919645
Position 335: 0.004794535671210405
Position 4271: 0.0038480180741146167
Position 526: 0.003513763944473988
Position 469: 0.0024162023108757176
Position 1367: 0.002300474989166184
Position 955: 0.0020274962057611925
Position 1050: 0.0009785934139781942
Position 4599: 0.0009542468525240047
Position 1403: 0.0003773118870906432
Position 3501: 0.00031462141152342564
Position 3912: 0.00017114096586705319
Position 187: 8.778295806148255e-05
Position 1182: 3.731501519596886e-05
Position 937: 2.8309474382583206e-05
Position 1701: 2.7383039098310176e-05
Position 1634: 2.5512237431186964e-05
Position 1496: 2.089655268352794e-05
Position 175: 1.9882030122917944e-05
