Gene = Mtp
index = 1290
Annotated 5SS: [ 191 1605 2591 3191 3426]
Annotated 3SS: [ 804 1659 2649 3257 3483]
SMsplice 5SS: [ 191 1605 2591 3191 3426]
SMsplice 3SS: [ 600 1659 2649 3257 3483]
top_k =  100
Partition function (log Z): 11.866574078579703

Sorted 5' Splice Sites (High to Low Probability):
Position 2591: 0.9993474200027301
Position 3426: 0.9964763909509535
Position 3191: 0.9932046552892685
Position 1605: 0.9846711643235044
Position 191: 0.9787013563187775
Position 1734: 0.05470789037434446
Position 2971: 0.04319286608555647
Position 2288: 0.04262051675578925
Position 2251: 0.036579415235522696
Position 456: 0.0343264483247648
Position 433: 0.03389248427177714
Position 2835: 0.026430356117370834
Position 451: 0.0166128275891563
Position 2113: 0.013599361632414346
Position 394: 0.007422858055717048
Position 222: 0.006635699178981443
Position 1978: 0.006403194964244392
Position 1210: 0.0056076290173290196
Position 736: 0.005256178194382377
Position 409: 0.004968033110042789
Position 742: 0.004358775114533998
Position 1609: 0.0033907028103494132
Position 492: 0.003171129751982439
Position 195: 0.0029890673766462825
Position 3141: 0.002439922579393312
Position 2845: 0.002234901613446659
Position 2938: 0.0016886253775240698
Position 469: 0.0016328085173324697
Position 1821: 0.0016258034072202286
Position 46: 0.00147741155730672
Position 260: 0.001158284611127737
Position 385: 0.0011558682856114477
Position 2929: 0.0009611496535699706
Position 1825: 0.000722320566218486
Position 400: 0.0007092153439459861
Position 2958: 0.0004887074340944235
Position 3195: 0.00046792491357255494
Position 2713: 0.0003620905165863537
Position 2888: 0.0002983815000510391
Position 2560: 0.000259744011148502
Position 3542: 0.00014959186714140086
Position 2724: 0.0001014528984954877
Position 3634: 4.561355504929586e-05
Position 3430: 3.89660309283492e-05
Position 3345: 1.1451399081155901e-05
Position 981: 1.0574091242423526e-05
Position 2726: 2.377767959560453e-07
Position 95: 1.7369110586921142e-07
Position 1738: 1.5325677598705134e-07
Position 230: 1.0666786950916246e-07
Position 64: 6.341739742839312e-08
Position 25: 4.98564423214416e-08
Position 217: 3.510857769991134e-08
Position 144: 2.4913447153517376e-08
Position 241: 1.653845802518062e-08
Position 3390: 1.324561852124655e-09
Position 3300: 2.0468741556537144e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2649: 0.9939115634269983
Position 1659: 0.9868420058922052
Position 3257: 0.9689524685941356
Position 600: 0.5396173899383856
Position 3483: 0.508187901156376
Position 3514: 0.484916193177482
Position 263: 0.3939888634876197
Position 2316: 0.09046676021987622
Position 3035: 0.06643769387328392
Position 2357: 0.04254969115748602
Position 296: 0.02987716460406644
Position 538: 0.02772266290046724
Position 3313: 0.024815411306318744
Position 1157: 0.01992583259410357
Position 1282: 0.016520116552331193
Position 804: 0.015552607509044157
Position 1380: 0.01109845652016042
Position 267: 0.009402221148335173
Position 2187: 0.009318954488100066
Position 838: 0.009282833683846938
Position 1110: 0.007087012488083672
Position 2958: 0.006213179190331798
Position 1359: 0.0061686769588867665
Position 1890: 0.0050379626258110904
Position 1807: 0.005008182145840699
Position 2287: 0.0050067148679186005
Position 2661: 0.004871072154927363
Position 241: 0.004631813884902809
Position 828: 0.004202623534611095
Position 510: 0.003583012058049165
Position 660: 0.003362777051275423
Position 3053: 0.0027747159839907032
Position 3627: 0.002351271194096887
Position 2168: 0.001964833344919817
Position 3471: 0.0017678604633419243
Position 2134: 0.0014873570034443222
Position 1810: 0.0012599890136841998
Position 2031: 0.0010261262474838438
Position 1665: 0.0007814014066727783
Position 100: 0.0007192315192809682
Position 3266: 0.0006860004957383601
Position 2775: 0.0005692521450435779
Position 3345: 0.0005435180634274649
Position 1786: 0.0005235573730254202
Position 2684: 0.00042364297402578137
Position 3318: 0.00026736378048797634
Position 2968: 0.0002660031433889239
Position 3326: 0.00018450102326203675
Position 2675: 9.35413450895499e-05
Position 3701: 8.168968108982021e-05
Position 112: 7.692703433968526e-05
Position 3637: 6.910080584534912e-05
Position 3405: 3.9579428029926866e-05
Position 3768: 2.8728682381878678e-05
Position 95: 2.7504187041805868e-05
Position 373: 1.588569714288343e-05
Position 3377: 1.1346069143757549e-05
Position 3742: 7.346035663294618e-06
