Gene = bib
index = 1628
Annotated 5SS: [ 502 2311 3083 7818]
Annotated 3SS: [2143 2955 7609 8621]
SMsplice 5SS: [ 502 2311 3083 7818]
SMsplice 3SS: [2143 2955 7609 8621]
top_k =  100
Partition function (log Z): 4.435856201164328

Sorted 5' Splice Sites (High to Low Probability):
Position 502: 0.9994543476865049
Position 2311: 0.9918801670890304
Position 3083: 0.9904660883097554
Position 7818: 0.988286608242519
Position 7120: 0.125938347111575
Position 3696: 0.07290775546162571
Position 3762: 0.05838860972485124
Position 8941: 0.026429507922923142
Position 8030: 0.019919025529013618
Position 7325: 0.01525977930643088
Position 8040: 0.014669867907465424
Position 4251: 0.009392296486648397
Position 9047: 0.00910423538860209
Position 8995: 0.006215786999408266
Position 6192: 0.0038729151350151295
Position 9146: 0.003480644089048517
Position 4446: 0.0033036832008787277
Position 8979: 0.0028406618104494566
Position 864: 0.002498411156362593
Position 9071: 0.0018321745535373262
Position 8738: 0.0015539708550887832
Position 1951: 0.00149653177052255
Position 1396: 0.0013357329457439862
Position 95: 0.0010215445316893671
Position 181: 0.0008230447942619911
Position 8235: 0.0007917921146770116
Position 1042: 0.0007832375790233706
Position 3149: 0.0007748093233909057
Position 76: 0.0006166900841998152
Position 1245: 0.0005811823457347405
Position 2700: 0.00047690116238673823
Position 4157: 0.00045111126273473173
Position 2601: 0.0004491325749894895
Position 127: 0.0003696301696899276
Position 1902: 0.0003645077302622322
Position 120: 0.0001795885499299099
Position 89: 0.00015753423663849477
Position 941: 0.0001486604104290114
Position 762: 0.0001282773871195199
Position 1534: 0.00012495127568369808
Position 191: 6.44599459891702e-05
Position 393: 3.81604534019752e-05
Position 33: 3.5085849308148e-05
Position 83: 2.6512554541457492e-05
Position 172: 1.399930526424867e-05
Position 185: 1.267319649357364e-05
Position 67: 1.1614426480615239e-05
Position 170: 6.106599896592172e-06
Position 1062: 5.925888476689228e-06
Position 7716: 3.940714172079547e-06
Position 139: 2.3784667952809495e-06
Position 245: 2.1531729405245777e-06
Position 769: 9.484271266054631e-07
Position 743: 1.0311145059627324e-07
Position 506: 2.4849751504616048e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7609: 0.9881090573072739
Position 2143: 0.964447636487883
Position 2955: 0.9469429892929272
Position 8621: 0.7799156522812963
Position 9308: 0.17933800056129579
Position 6961: 0.12957918341246805
Position 3504: 0.09463283595371044
Position 10827: 0.03471834748163438
Position 7863: 0.030075745227843058
Position 2807: 0.025153120124837145
Position 3747: 0.022172481265309168
Position 2054: 0.0122608815955146
Position 7005: 0.012208643397137451
Position 7876: 0.011510512205801866
Position 3415: 0.010972952464577529
Position 2997: 0.009213096523764038
Position 7631: 0.009139967709301759
Position 8580: 0.008988576439055934
Position 1164: 0.008300311199417543
Position 8446: 0.006908879269673589
Position 10500: 0.006486073390746062
Position 1202: 0.006086941004414686
Position 4183: 0.0054571862111063634
Position 10805: 0.0052449246219833535
Position 7999: 0.004340325920140912
Position 3323: 0.004051350376010081
Position 8403: 0.0026931759229839335
Position 7905: 0.0025374966548411537
Position 3548: 0.0023000928983030297
Position 5933: 0.0022891433199234033
