Gene = oaf
index = 1828
Annotated 5SS: [ 342 2533 2934]
Annotated 3SS: [2418 2614 3443]
SMsplice 5SS: [ 342 2533 2934]
SMsplice 3SS: [2418 2614 4761]
top_k =  100
Partition function (log Z): -1.7603810890301375

Sorted 5' Splice Sites (High to Low Probability):
Position 2533: 0.9975500036787549
Position 2934: 0.9942933903792218
Position 342: 0.5740816187541179
Position 1329: 0.08425861266315365
Position 580: 0.06005632630252282
Position 1218: 0.0591407589431274
Position 2275: 0.048215108357612044
Position 28: 0.040970939428693884
Position 144: 0.0387499823364979
Position 3515: 0.030906433647014387
Position 222: 0.03009437923760457
Position 4347: 0.024390810924192048
Position 896: 0.02288413311551568
Position 626: 0.0178181978358684
Position 1020: 0.01689198644250544
Position 4385: 0.016497907352898723
Position 226: 0.012165557682786371
Position 2793: 0.01039099561462313
Position 1370: 0.006318586850589631
Position 938: 0.005434486034012782
Position 773: 0.005030345239437609
Position 4369: 0.004921877160864101
Position 365: 0.004443681665516635
Position 2972: 0.003877104907145234
Position 1114: 0.0031243822196726887
Position 523: 0.002894374063991809
Position 4204: 0.0027637608493643624
Position 665: 0.0026439063526517838
Position 1212: 0.0023130844440399823
Position 1348: 0.00227177229521477
Position 709: 0.002236270046414202
Position 904: 0.0019155382591690582
Position 612: 0.0018556404535037677
Position 1356: 0.0018307035316912346
Position 632: 0.0014546967902900106
Position 257: 0.001365219967552531
Position 11: 0.001283153893707366
Position 266: 0.0012336913869112234
Position 1012: 0.0012109714014301395
Position 263: 0.0008089673289517744
Position 594: 0.000792576700975344
Position 2537: 0.0007107023459093153
Position 45: 0.0005414260405427094
Position 2515: 0.0002832886677162252
Position 2959: 7.937891367125932e-05
Position 25: 4.078722091398721e-06
Position 35: 5.874532184677576e-07
Position 32: 3.2148604062167256e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2418: 0.998606086561623
Position 2614: 0.9817739248527789
Position 4706: 0.29267715665471467
Position 4761: 0.2882411213045023
Position 3443: 0.1148688802073452
Position 4875: 0.08273887205330255
Position 4729: 0.04977704403497378
Position 4302: 0.04370950867158983
Position 4669: 0.04219060753874812
Position 4108: 0.035375092733304254
Position 3459: 0.0346909633932181
Position 2062: 0.02979877225866394
Position 692: 0.018698728645094368
Position 5365: 0.015588418922991223
Position 5569: 0.014625390514962205
Position 2850: 0.01166049321786209
Position 3331: 0.011484225146786063
Position 4746: 0.010796271773221981
Position 2617: 0.00931479552249678
Position 4594: 0.00647047321361517
Position 4941: 0.004952532345466285
Position 4932: 0.0045442180819198
Position 4635: 0.004154583550398043
Position 3293: 0.004092593707413568
Position 2653: 0.003834128766466323
Position 3235: 0.0034908065000921838
Position 5886: 0.0031839215518000554
Position 1296: 0.0028209058219220377
Position 3099: 0.0023049990572934446
Position 870: 0.002180352085619054
Position 4015: 0.0021245331452448475
Position 3115: 0.001557114696776387
Position 4027: 0.0013902415491777696
Position 414: 0.0012142929616004723
Position 2698: 0.0009208999479189327
Position 730: 0.0008890843310709643
Position 1042: 0.0008838693598200425
Position 3289: 0.0008562945687325586
Position 3715: 0.000846915774096004
Position 86: 0.0007626385317639816
Position 2814: 0.0006954091659983655
Position 2860: 0.0006273042776138174
Position 3012: 0.0005021678527976194
Position 3001: 0.0004882739686437541
Position 1517: 0.00022839113581185353
Position 1598: 0.000177129551601746
Position 2632: 0.00011593204269485034
Position 1939: 6.791499620729739e-05
Position 3250: 4.103674851642635e-06
Position 3188: 3.3379463930439838e-06
