Gene = RhoGAP68F
index = 1422
Annotated 5SS: [  84 1261 2510 2609 2862]
Annotated 3SS: [1094 2383 2575 2665 2924]
SMsplice 5SS: [  84 1261 2510 2609 2862]
SMsplice 3SS: [1094 2383 2572 2665 2924]
top_k =  100
Partition function (log Z): 0.2776375983164494

Sorted 5' Splice Sites (High to Low Probability):
Position 1261: 0.9958334559842897
Position 2862: 0.9920832851773999
Position 2510: 0.8694726894650165
Position 2609: 0.749529203856454
Position 84: 0.6526737825100534
Position 3081: 0.2313900204043215
Position 2160: 0.07855817687891255
Position 924: 0.06343993857190786
Position 1050: 0.02254446324572704
Position 461: 0.021459146708995364
Position 44: 0.015907419840057033
Position 234: 0.01313552905878168
Position 934: 0.011532665357121524
Position 3078: 0.01083794363437868
Position 2304: 0.010131599782433144
Position 834: 0.009682496002881628
Position 361: 0.00891517903333547
Position 118: 0.00797802608953396
Position 150: 0.006125945668625526
Position 442: 0.005822415918700316
Position 548: 0.00419747794218158
Position 183: 0.0038511470815778995
Position 3088: 0.0037782970162583457
Position 959: 0.0037559204690471503
Position 2692: 0.0037510642184316054
Position 870: 0.0034985164144322343
Position 447: 0.003431171911746625
Position 3085: 0.0028477274977387005
Position 174: 0.0016362003312802617
Position 838: 0.0013119032565051033
Position 3102: 0.0006185245579016802
Position 3099: 0.0005680404958085343
Position 2469: 0.00015277205491969994
Position 2857: 0.0001129140825368409
Position 221: 9.908931829442521e-05
Position 196: 9.654244866691146e-05
Position 2879: 1.3605938848614775e-05
Position 213: 2.669883986870512e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2924: 0.993053794602859
Position 2383: 0.8979249774670341
Position 1094: 0.8009242355285281
Position 2665: 0.7185760585101753
Position 2572: 0.6031950825122092
Position 2575: 0.2792059453793752
Position 3143: 0.18272221102040098
Position 2271: 0.07450329077526868
Position 3131: 0.05281236508556932
Position 1989: 0.0363590223618229
Position 2671: 0.02019930031349267
Position 3179: 0.014505977500437372
Position 304: 0.013953867453778208
Position 1870: 0.013246424390455775
Position 2050: 0.012318189281495908
Position 858: 0.011798905258942408
Position 1316: 0.00940911093213742
Position 2751: 0.008960182790359572
Position 206: 0.008127950481148866
Position 1690: 0.007396838062299554
Position 978: 0.005741532919694206
Position 2072: 0.005676348057891588
Position 663: 0.005669394694556663
Position 2059: 0.005156419395276354
Position 2329: 0.00392998237735879
Position 2308: 0.0025934501936354095
Position 2706: 0.002061532526550676
Position 2093: 0.0019657915066643486
Position 2989: 0.001959400299679966
Position 252: 0.001874700486977944
Position 407: 0.0018516993419602197
Position 2608: 0.0016921720751759289
Position 1008: 0.0015665154188705729
Position 3021: 0.0015118578943319075
Position 1833: 0.0015111977087930999
Position 116: 0.0012534318335352666
Position 374: 0.0011975007160598464
Position 1561: 0.0010839032649551184
Position 1048: 0.0009161256493818646
Position 571: 0.0005706874893699663
Position 221: 0.00037213715490298863
Position 536: 0.00036793792710306975
Position 95: 0.0003350041252336429
Position 257: 0.0002992012473858575
Position 724: 0.00018703783585344118
Position 2184: 0.00018085949296545498
Position 618: 3.1113320118509844e-05
Position 2937: 1.4218058454718854e-05
Position 442: 1.1235521004753527e-05
Position 158: 8.498675574399983e-07
