Gene = Best2
index = 47
Annotated 5SS: [ 119 3166 4407 4658 5086 5295 6056 8120 8759 8995 9308]
Annotated 3SS: [2801 4295 4470 4716 5165 5947 7879 8448 8901 9064 9458]
SMsplice 5SS: [ 119 3166 4407 4658 5086 5295 6056 8120 8759 8995 9308]
SMsplice 3SS: [2801 4115 4470 4716 5165 5947 7879 8448 8901 9064 9458]
top_k =  100
Partition function (log Z): 37.541397197362244

Sorted 5' Splice Sites (High to Low Probability):
Position 6056: 0.9999999508285733
Position 5086: 0.9995034906240151
Position 8995: 0.9987420345871227
Position 8120: 0.9976240307949221
Position 9308: 0.9956327830888033
Position 4407: 0.989299926559451
Position 5295: 0.9827259726304843
Position 3166: 0.9610547970500757
Position 8759: 0.9492981155784331
Position 4658: 0.9418368844305555
Position 119: 0.9027886209087039
Position 4218: 0.2703109145801164
Position 3929: 0.2596479395006623
Position 5724: 0.15134778844317567
Position 3440: 0.1169442135571442
Position 9726: 0.09950463373205946
Position 10018: 0.08456644948625394
Position 96: 0.06748372644301315
Position 4652: 0.048713635953380886
Position 8687: 0.03395478259852485
Position 2308: 0.02735879434494081
Position 5690: 0.023810711536380882
Position 9178: 0.02228113264512175
Position 7262: 0.01968846856045056
Position 9750: 0.019363774325592935
Position 2690: 0.019282984742997493
Position 5818: 0.013051918390839913
Position 1212: 0.01184608546865626
Position 8347: 0.011266102637114566
Position 3584: 0.009242475318125705
Position 7277: 0.009095127878918266
Position 4411: 0.008939111582278675
Position 5515: 0.007242367140186116
Position 3428: 0.005850586895942084
Position 5286: 0.005558687464554158
Position 8720: 0.0047577889812815966
Position 496: 0.004747280404897702
Position 366: 0.004139646856614439
Position 6818: 0.0038707384892606826
Position 5719: 0.0034623249650978455
Position 3871: 0.0029864941202920685
Position 8709: 0.0027721053544272484
Position 6522: 0.002696366568054209
Position 9173: 0.0026054905926299124
Position 9355: 0.002515277871285357
Position 326: 0.0022205345219167083
Position 5663: 0.0020423198853815735
Position 8763: 0.0019478813702122457
Position 773: 0.0015292552875242754
Position 4650: 0.001154856671365012
Position 2253: 0.001029184194201156
Position 9772: 0.0008501663861655939
Position 5433: 0.0007190273428500343
Position 3729: 0.0005707008851776409
Position 5059: 0.0004021886944366492
Position 4433: 0.000372557382542115
Position 8999: 0.00011434880773828127
Position 6486: 0.00010831932610112438
Position 3170: 6.190286750498529e-05
Position 552: 5.4528428371674365e-05
Position 9335: 4.2248864035951917e-05
Position 9126: 3.999815190183184e-05
Position 8148: 3.524123045564487e-05
Position 5005: 2.7720453310118638e-05
Position 5036: 2.4694273014296e-05
Position 8056: 1.2916703123670594e-05
Position 5074: 7.260613868166264e-06
Position 335: 2.6663954301194017e-06
Position 4804: 2.638206764795079e-06
Position 115: 2.574299459552278e-06
Position 5039: 2.553106467825897e-06
