Gene = Ncoa6
index = 1312
Annotated 5SS: [ 732 1958 3337 8173 8751]
Annotated 3SS: [1773 2019 3453 8246 8808]
SMsplice 5SS: [ 732 1958 3337 4108 8173 8751]
SMsplice 3SS: [1773 2019 3453 7965 8246 8808]
top_k =  100
Partition function (log Z): -0.19391867670326046

Sorted 5' Splice Sites (High to Low Probability):
Position 8751: 0.9962565484556647
Position 1958: 0.9960904467670465
Position 3337: 0.9822401562812951
Position 732: 0.793983060533789
Position 8173: 0.6972407750585576
Position 4108: 0.5732072750379692
Position 396: 0.12440806172243919
Position 420: 0.0866549231612981
Position 4096: 0.08337812166951376
Position 1532: 0.029419209293953367
Position 127: 0.009821128152843606
Position 2881: 0.008599172204185072
Position 4113: 0.005339417082837477
Position 4089: 0.005289706007918172
Position 386: 0.003735746373202667
Position 2472: 0.0024003337363347485
Position 392: 0.00228587690961446
Position 2319: 0.002034803600338419
Position 2640: 0.0019253463658184934
Position 390: 0.0019003858370099417
Position 2667: 0.0018713066060008171
Position 400: 0.0017836233686744636
Position 9500: 0.0017732883072840095
Position 1887: 0.0016711324685453023
Position 436: 0.0016473676010529679
Position 1927: 0.0015242888766713492
Position 402: 0.0013821378419160508
Position 2280: 0.0012756211631746027
Position 3343: 0.001222372683059847
Position 9470: 0.0011991161795458774
Position 2104: 0.0008310767232676745
Position 12: 0.0007169731236304581
Position 1962: 0.000556128671729134
Position 528: 0.00034472935793350597
Position 2419: 0.0003294304840685384
Position 1512: 0.0003239992104331707
Position 8684: 0.00030712399785400707
Position 2340: 0.00030210532953971436
Position 1451: 0.00027551963062721717
Position 1319: 0.00024181413574296342
Position 2614: 0.00020741404945629017
Position 388: 0.0001534020019064599
Position 404: 0.0001181720448402596
Position 2484: 0.00011106617755622978
Position 2409: 9.827487924372872e-05
Position 2286: 8.610626391405719e-05
Position 424: 7.597136761174437e-05
Position 1912: 7.400698185591577e-05
Position 6: 2.8486541439047854e-05
Position 161: 1.403959352116471e-05
Position 2440: 6.410120059566171e-06
Position 802: 1.2156323524953558e-06
Position 1931: 6.456221010446435e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8246: 0.9998465007501487
Position 2019: 0.9991451998544493
Position 8808: 0.9909919462351663
Position 3453: 0.9351021191404153
Position 1773: 0.8304406247058023
Position 6738: 0.42772944697094123
Position 1776: 0.15294035656378355
Position 624: 0.0367498507775374
Position 1114: 0.01448745580437481
Position 1053: 0.009327318588658007
Position 1825: 0.002996601997504997
Position 519: 0.0028421554128659106
Position 9752: 0.0024222505539356638
Position 3497: 0.0017691172497804801
Position 10100: 0.001661661733787327
Position 3125: 0.0014138474319683667
Position 9541: 0.0011991161795458765
Position 3197: 0.00119360457806165
Position 2804: 0.0011462516193699063
Position 1025: 0.001070258931668763
Position 1214: 0.001038621490346532
Position 731: 0.0010010952412793683
Position 481: 0.000991193583481569
Position 9580: 0.0009521395793407764
Position 11387: 0.0009327499636133064
Position 9621: 0.0008211487279432354
Position 473: 0.0007488823537787212
Position 1638: 0.0007266399199104203
Position 59: 0.0006702943204223551
Position 1585: 0.000648209138924453
Position 911: 0.0005896737352891043
Position 8960: 0.0005550639670175866
Position 496: 0.0004840040652752586
Position 460: 0.00040090811645625485
Position 1615: 0.0003421716916147209
Position 525: 0.00027295048677881213
Position 558: 0.0002322711265028405
Position 3008: 0.00018371978725829154
Position 572: 0.00017809948594616116
Position 2701: 0.0001425714288365491
Position 2483: 0.00010516019764161361
Position 2339: 7.822315963285762e-05
Position 2333: 7.031068025655491e-05
Position 2189: 6.494759831459601e-05
Position 227: 5.176070925799023e-05
Position 4213: 5.1539496894191916e-06
Position 173: 3.4015201452442614e-07
Position 120: 2.904917610516502e-07
