Gene = ect
index = 1691
Annotated 5SS: [  435  5630  6019  6395  6941 10265 11176]
Annotated 3SS: [ 5393  5841  6127  6841 10029 10559 11244]
SMsplice 5SS: [  180  5630  6019  6395  6941 10265 11176]
SMsplice 3SS: [ 5393  5865  6127  6841 10029 10559 11244]
top_k =  100
Partition function (log Z): 13.126960723938115

Sorted 5' Splice Sites (High to Low Probability):
Position 6019: 0.9994795337403712
Position 5630: 0.996273201408001
Position 11176: 0.995850788424538
Position 10265: 0.968599043711751
Position 6941: 0.9437177631813025
Position 6395: 0.5832982159988945
Position 180: 0.47983377120312054
Position 435: 0.26576951763711304
Position 227: 0.11512011440391552
Position 193: 0.07096418088798591
Position 6439: 0.0414056479950646
Position 1114: 0.03291914785831865
Position 1029: 0.024600357080746652
Position 6701: 0.02379890289362558
Position 6244: 0.013576917022397987
Position 15: 0.013207486963163319
Position 897: 0.009863034456795948
Position 355: 0.009460595780487073
Position 2643: 0.008717470498796077
Position 388: 0.007809192211667743
Position 6430: 0.0071615036990554755
Position 10245: 0.006766506430499516
Position 6254: 0.005381756043970275
Position 6437: 0.004570430095773457
Position 6455: 0.0037480689161338196
Position 491: 0.0026288927341956863
Position 415: 0.00254641888730731
Position 5764: 0.002195370007614571
Position 11323: 0.0020928908803405006
Position 2669: 0.0018419032795755205
Position 5634: 0.0016013663304850715
Position 697: 0.0012221041363108126
Position 366: 0.001184966230929496
Position 11409: 0.0010536193936512837
Position 564: 0.0009332383875471859
Position 1091: 0.0009287536925623879
Position 6406: 0.0009124790477041514
Position 6333: 0.0008707731207821171
Position 11158: 0.0006106556853317187
Position 6662: 0.0005623228695064345
Position 32: 0.00042677945259093165
Position 6049: 0.00029869481090405713
Position 11290: 0.00023956458704962717
Position 5539: 0.0001887688481890379
Position 846: 0.00012375359671512565
Position 239: 0.00010587158839172074
Position 6078: 8.60644077960359e-05
Position 6044: 7.096309844019106e-05
Position 5527: 5.4339467781993475e-05
Position 6025: 3.644081217111967e-05
Position 6023: 1.3050213159529907e-05
Position 6051: 6.696219559521993e-06
Position 5999: 4.152307086756678e-06
Position 205: 3.826257592933674e-06
Position 5920: 2.601243539849339e-06
Position 6220: 1.983760119977535e-06
Position 37: 1.3177815120936735e-06
Position 6028: 4.604593962714441e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5393: 0.9990284129511813
Position 5865: 0.9976910791800052
Position 6127: 0.9764369745552526
Position 11244: 0.9711425803676174
Position 10559: 0.8627216173996095
Position 10029: 0.8283181048430391
Position 6841: 0.44879877069828256
Position 6492: 0.14339469410227987
Position 9578: 0.1371043989460026
Position 10366: 0.03476601954409312
Position 11370: 0.028463296054558693
Position 6579: 0.026036770919562035
Position 10338: 0.02355528856047823
Position 10653: 0.0206328242194692
Position 10602: 0.016436017925439028
Position 302: 0.01592434291680902
Position 6508: 0.01178322223815928
Position 6558: 0.011684821951481567
Position 10472: 0.010786447966773655
Position 926: 0.009298893981984793
Position 10440: 0.007488491438178657
Position 8835: 0.006455700021069375
Position 1004: 0.005685825725428908
Position 2410: 0.0052706859063227805
Position 6700: 0.00451601044590963
Position 299: 0.004295990081820184
Position 10495: 0.003935633940947323
Position 10355: 0.0038846526531196683
Position 2310: 0.00357272835930511
Position 8793: 0.0035602509519412416
Position 8503: 0.003272358395077412
Position 9723: 0.002880268705964864
Position 253: 0.0022497904623671873
Position 5841: 0.002116434579146066
Position 6522: 0.002088214535044806
Position 10315: 0.0018855599679902548
Position 8998: 0.0016723714136547296
Position 265: 0.0016277338891962068
Position 6651: 0.0015746860346184204
Position 10499: 0.0011546840416723596
Position 1094: 0.0011333576804474822
Position 10375: 0.0009850249928638824
Position 11455: 0.0009751238955587942
Position 5511: 0.0009508395125805454
Position 8676: 0.0008303517951720268
Position 10304: 0.0008048005265432354
Position 2332: 0.0007733375818040809
Position 6525: 0.0007200531753392348
Position 10380: 0.000718007792345933
Position 6691: 0.0006666579543072403
Position 8085: 0.0005450669643702856
Position 6303: 0.00046181667931812745
Position 305: 0.00038000842186489175
Position 6082: 0.00034392051814531355
Position 6180: 0.00032811454290086365
Position 5681: 0.0002498736115872969
Position 6177: 0.00015501958203345475
Position 11212: 0.00015036184095584232
Position 5686: 0.00014525921761032992
Position 11461: 7.849549809248936e-05
Position 5876: 7.556704408859877e-05
Position 5879: 3.1495680762241164e-05
Position 5924: 1.7193786450070976e-05
Position 6136: 1.1305388519430657e-05
Position 8738: 7.966161311617055e-06
Position 6094: 7.01361242681524e-06
Position 5918: 3.819707929939053e-06
Position 5995: 1.728103156059513e-06
