Gene = Pvf3
index = 1396
Annotated 5SS: [ 2209 38811 50277 50555 57418]
Annotated 3SS: [38771 50143 50342 57139 57487]
SMsplice 5SS: [  315 50277 50555 57418]
SMsplice 3SS: [50143 50342 57139 57487]
top_k =  100
Partition function (log Z): -72.03949775031774

Sorted 5' Splice Sites (High to Low Probability):
Position 315: 0.9930235200136772
Position 2209: 0.0980458902498092
Position 240: 0.002029621759156048
Position 228: 0.0017275432920409194
Position 519: 0.001639746840390319
Position 653: 0.00042084615576250224
Position 675: 0.0003386428631258131
Position 244: 0.00021186568332686392
Position 358: 0.00013074071264453668
Position 322: 0.00012607056525074632
Position 806: 0.00011063162579825368
Position 224: 8.708960501945333e-05
Position 432: 8.211936259316847e-05
Position 710: 4.773018554390381e-05
Position 3437: 1.2234584337235666e-05
Position 2583: 2.4472327877289854e-06
Position 2484: 5.8503088478615874e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 12384: 0.9778265692152447
Position 2019: 0.02826914276705284
Position 802: 0.02023734364297062
Position 9993: 0.014492682117003303
Position 1985: 0.010487040748393017
Position 2094: 0.008216377671312948
Position 1317: 0.00672848288118165
Position 1952: 0.005395141374342259
Position 1544: 0.004736598338319026
Position 7861: 0.003718620727221549
Position 9504: 0.0024504216187719928
Position 1076: 0.002380590418620861
Position 1502: 0.0018267300300379413
Position 836: 0.0018227789477147148
Position 1731: 0.0017313440552146988
Position 612: 0.0015270095551592866
Position 1758: 0.0014683959890822097
Position 1170: 0.0011640746515054596
Position 1227: 0.0010992070243301
Position 1563: 0.0009364845404693075
Position 7605: 0.0008387917572913361
Position 6785: 0.00013331306444895513
Position 4432: 0.00012496106455730765
Position 6990: 0.00010271785127917004
Position 2685: 8.055306075404345e-05
Position 5147: 6.453062430666258e-05
Position 6182: 5.878069915335721e-05
Position 5487: 3.301320491462538e-05
Position 4403: 2.063077847848683e-05
Position 4655: 1.3988720219694698e-05
Position 4730: 1.2775538191178727e-05
Position 4032: 9.817193226817743e-06
Position 4799: 9.093835223989674e-06
Position 3797: 5.51493647461291e-06
Position 2663: 4.737530894806279e-06
Position 3462: 3.398919494644554e-06
Position 2286: 1.6474488622954981e-06
Position 3293: 6.377002374168203e-07
Position 2702: 5.93974359570368e-07
Position 2379: 5.875340576923667e-07
Position 2689: 5.109286451228703e-07
Position 1392: 2.0472228052461423e-07
Position 1487: 1.9126757225170235e-07
Position 1707: 1.1451530844247586e-07
Position 1460: 1.0665792328615544e-07
Position 1042: 9.521735985142163e-08
Position 1320: 8.04811553110937e-08
Position 883: 8.044453649796743e-08
Position 380: 7.879751334117576e-08
Position 1395: 6.807510572611537e-08
Position 1114: 6.717047518452471e-08
Position 605: 3.5424831883395864e-08
Position 439: 2.7242023403644655e-08
Position 1079: 8.715628851454251e-09
Position 710: 4.1278708636432325e-09
Position 851: 3.695757545591901e-09
