Gene = UQCR-Q
index = 1581
Annotated 5SS: [375 834]
Annotated 3SS: [648 889]
SMsplice 5SS: [ 74 375 834]
SMsplice 3SS: [132 648 889]
top_k =  100
Partition function (log Z): 2.365841261148109

Sorted 5' Splice Sites (High to Low Probability):
Position 74: 0.9733869064582789
Position 834: 0.9502683789269684
Position 375: 0.7187760577411094
Position 794: 0.04417231191514947
Position 294: 0.02718174602354517
Position 987: 0.01959384529078069
Position 356: 0.017513101208146104
Position 1004: 0.008202995779142748
Position 398: 0.005201976778214099
Position 838: 0.0049062415613964775
Position 530: 0.004449001214663483
Position 1049: 0.003957535965523265
Position 362: 0.0026964168168833614
Position 506: 0.0026186349659551578
Position 410: 0.0019978249851499
Position 1052: 0.0016220721701537075
Position 471: 0.001266744014366406
Position 1062: 0.0011436771862765134
Position 1102: 0.000995817790193191
Position 1092: 0.0007050829115869991
Position 566: 0.000678480204508882
Position 327: 0.0005839980484308292
Position 603: 0.0003412747208515102
Position 1009: 0.0002534541335428282
Position 824: 0.00019815526341533633
Position 1056: 4.487073498781951e-05
Position 1039: 3.198277451682787e-05
Position 104: 1.5612649209233324e-05
Position 203: 1.3831140644044025e-05
Position 451: 7.842475803090668e-06
Position 478: 5.1508072334378036e-06
Position 38: 3.407216485262808e-06
Position 206: 8.349101455666093e-07
Position 23: 8.201934774799846e-07
Position 190: 6.687019813383986e-07
Position 86: 5.997664659650017e-07
Position 815: 3.341677052412295e-07
Position 798: 2.462358353368381e-07
Position 710: 6.267932397582483e-08
Position 162: 1.3559830734448447e-12
Position 181: 1.246619020513268e-12
Position 226: 3.050591526619913e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 889: 0.994732561636988
Position 132: 0.8335519990979707
Position 648: 0.8278535249137405
Position 161: 0.06811579340217432
Position 1169: 0.0194920981885491
Position 1039: 0.019206501828057748
Position 139: 0.012458373420728888
Position 632: 0.0031075337272119434
Position 1138: 0.002367608394746382
Position 451: 0.002287615690422494
Position 688: 0.0017928488660166853
Position 709: 0.001735204224615679
Position 456: 0.0012918030583660282
Position 119: 0.0012590616984881195
Position 261: 0.0009031435514157305
Position 281: 0.0006173218353381627
Position 751: 0.0004225717328972891
Position 535: 0.0003695261140387523
Position 1196: 0.0002777516200361987
Position 409: 0.00021544426656258547
Position 469: 0.00017112633141242386
Position 181: 0.0001207391754363226
Position 850: 0.00010814028386323884
Position 506: 9.941147863577067e-05
Position 354: 7.359328749834924e-05
Position 933: 6.688410495473654e-05
Position 220: 4.855554974707065e-05
Position 249: 4.8328266260600965e-05
Position 304: 4.2795826948805486e-05
Position 168: 7.044029645706091e-08
Position 190: 5.385552141739352e-08
Position 232: 1.0662016610734052e-08
