Gene = anchor
index = 1609
Annotated 5SS: [ 670 4574 4809 5201 5429 5731 5981 6195 6548 6976 7411 7592]
Annotated 3SS: [4283 4668 4868 5262 5490 5788 6040 6454 6602 7035 7465 7960]
SMsplice 5SS: [ 670 4574 4809 5201 5429 5731 5981 6195 6548 6976 7411 7592]
SMsplice 3SS: [4283 4668 4868 5262 5490 5788 6040 6454 6602 7035 7465 7960]
top_k =  100
Partition function (log Z): 44.18457912162847

Sorted 5' Splice Sites (High to Low Probability):
Position 4574: 0.9992611574152653
Position 5731: 0.9987262761811603
Position 7411: 0.9951513416902447
Position 6976: 0.9942916648722635
Position 5981: 0.9942419084391105
Position 670: 0.9823853691328146
Position 5201: 0.9811555061584966
Position 4809: 0.9628100633630889
Position 5429: 0.9627738686076349
Position 6548: 0.9574749142929824
Position 7592: 0.8138431677941143
Position 6195: 0.5571040865387565
Position 7783: 0.34023067431297493
Position 3164: 0.28169244054778664
Position 7787: 0.050516712148402955
Position 7624: 0.045109752006770865
Position 6304: 0.04317631297440883
Position 6524: 0.035210990175627226
Position 5420: 0.03344279424674684
Position 3849: 0.03210639650522716
Position 2485: 0.030564593922137034
Position 4806: 0.026348494388544592
Position 8361: 0.025019173934173727
Position 3114: 0.024322638028827462
Position 3229: 0.019262924963774478
Position 7661: 0.01896100470746633
Position 818: 0.017410995749265516
Position 6299: 0.0118047068852483
Position 4813: 0.00876797025563525
Position 5130: 0.006950135123356798
Position 2840: 0.006413567979715616
Position 5134: 0.006304730635085619
Position 5065: 0.006009846544590469
Position 5991: 0.0049114455445110755
Position 7666: 0.004437422570929588
Position 7828: 0.004247062668116774
Position 7723: 0.004037447138577342
Position 4939: 0.00392124493840014
Position 8025: 0.0036605876226422237
Position 5158: 0.002892147423642885
Position 7543: 0.0023463548090956006
Position 7228: 0.0019210523328430657
Position 6167: 0.0019107597286789019
Position 5193: 0.0018370147533405834
Position 7405: 0.001817729420001765
Position 4946: 0.0015179107745053838
Position 3237: 0.0014039682709914715
Position 5407: 0.0013775242975853793
Position 7332: 0.0013402960403961117
Position 7236: 0.0011755823340662782
Position 6388: 0.0010533450978730367
Position 6310: 0.0009160031423095547
Position 5444: 0.0007942425680089174
Position 5690: 0.0007941771152635142
Position 6139: 0.000716667420959226
Position 2530: 0.0006660635420023892
Position 5719: 0.00028168293389760075
Position 4755: 0.0002745409868924744
Position 4956: 0.0002633700328717853
Position 6753: 0.00020508103664020888
Position 5294: 0.00015054917499624128
Position 5851: 0.00011867482766964876
Position 6552: 0.0001072765255646887
Position 4815: 7.175610284359187e-05
Position 6845: 6.659782119984571e-05
Position 5807: 6.028760997651895e-05
Position 5907: 4.7290313551590084e-05
Position 771: 4.274042461265248e-05
Position 5950: 3.872377104205119e-05
Position 5119: 3.4952652562226315e-05
Position 5860: 3.372926829726244e-05
Position 7385: 3.2937496418465206e-05
Position 5957: 3.0218545950260197e-05
Position 6208: 2.441769770283352e-05
Position 5834: 2.1370747472614766e-05
Position 5491: 1.909254055804357e-05
Position 5895: 1.4999192082782112e-05
Position 5841: 1.4776031362167533e-05
Position 6356: 1.1790637463729935e-05
Position 4759: 1.1736184585659537e-06
Position 6184: 9.369362851601505e-07
Position 6957: 5.35475787579642e-07
Position 5044: 3.7569927339943953e-07
Position 4764: 1.900812536809187e-07
Position 6068: 8.024349370291793e-08
Position 6924: 5.955623161046505e-08
Position 6507: 1.0498486608071541e-08
Position 4715: 9.512589415124118e-09
Position 7506: 5.2516064709718806e-09
Position 7675: 4.9852224992901296e-09
Position 5393: 4.077032120281158e-09
Position 4709: 3.248486457285499e-09
Position 5714: 2.8630136967856853e-09
Position 5671: 2.0220671313769324e-09
Position 5664: 1.939176448486274e-09
