Gene = eIF3l
index = 1686
Annotated 5SS: [ 142 1326 2353]
Annotated 3SS: [ 846 1379 2411]
SMsplice 5SS: [ 142 1326 2353]
SMsplice 3SS: [ 846 1379 2411]
top_k =  100
Partition function (log Z): -0.03981751813392252

Sorted 5' Splice Sites (High to Low Probability):
Position 2353: 0.9893086498691583
Position 1326: 0.9718776049380459
Position 142: 0.6583464691889022
Position 405: 0.2439071146835799
Position 416: 0.029203403415675115
Position 585: 0.02072980880710525
Position 484: 0.02004062113659364
Position 704: 0.01155555090198351
Position 402: 0.010578671156433536
Position 942: 0.008763163811029779
Position 566: 0.006959421023144317
Position 424: 0.005316821302459564
Position 687: 0.004841614337605745
Position 284: 0.003591928131415319
Position 1529: 0.0035325059708706135
Position 1290: 0.0025238746389377098
Position 1075: 0.002355683520032077
Position 631: 0.0017307854007674757
Position 937: 0.0016586948929666018
Position 1657: 0.0015488533818330723
Position 553: 0.0014604780698485396
Position 694: 0.001393910241557837
Position 1553: 0.0013610748543845899
Position 1005: 0.0012632893011878424
Position 987: 0.0011599603464796662
Position 439: 0.0011542507187163658
Position 306: 0.001145274509499132
Position 111: 0.0009067585027021251
Position 375: 0.0008865559330254938
Position 422: 0.000865120022752691
Position 1278: 0.0006218053246803791
Position 1282: 0.00048773164344811964
Position 1296: 0.0004091423089624965
Position 1102: 0.00039684808790683393
Position 288: 0.00033976933565981404
Position 2340: 0.0003381549185075176
Position 2471: 0.0003163668763586687
Position 1087: 0.0002506962719428224
Position 2487: 0.00020081691838920473
Position 1272: 0.00013093077219885938
Position 2134: 9.172961956507945e-05
Position 1422: 1.8265026432699303e-05
Position 1128: 4.4576774748686525e-07
Position 220: 4.100458638746552e-07
Position 146: 3.778286489145765e-07
Position 77: 3.1881041296776875e-07
Position 897: 2.8785773066433446e-07
Position 1170: 2.8251550598642674e-07
Position 116: 1.8855047507120252e-07
Position 64: 1.4554498252317748e-07
Position 378: 3.269589338069982e-08
Position 327: 2.1694156487646336e-08
Position 266: 1.8434771308069062e-08
Position 290: 1.6168099456154087e-08
Position 1945: 7.548313435030983e-09
Position 1634: 5.325984810970383e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2411: 0.9893707039559825
Position 1379: 0.9859726142702856
Position 846: 0.9426340000788181
Position 523: 0.04155171207228941
Position 480: 0.02789971754791748
Position 1026: 0.007503487851273799
Position 535: 0.0033054810883213293
Position 1812: 0.0026215950011766872
Position 1920: 0.0026199538560504393
Position 765: 0.0022869832790528306
Position 284: 0.0022623692561635463
Position 263: 0.0018055037751155492
Position 1581: 0.0011037100913175388
Position 295: 0.0009154299622821454
Position 305: 0.0006966804249824725
Position 2448: 0.00047337917258049043
Position 2531: 0.0003552987849887878
Position 2547: 0.00015113508773813387
Position 2459: 3.22234229751614e-05
Position 2641: 1.0749922020951931e-05
