Gene = Vajk1
index = 1592
Annotated 5SS: [ 205 1029]
Annotated 3SS: [ 554 1092]
SMsplice 5SS: [ 205 1029 1721]
SMsplice 3SS: [ 554 1092 1784]
top_k =  100
Partition function (log Z): 1.7485135780447518

Sorted 5' Splice Sites (High to Low Probability):
Position 1029: 0.9978832368874098
Position 205: 0.9909855957244762
Position 1721: 0.49775468553077296
Position 801: 0.4160655132456868
Position 1678: 0.2478120528135385
Position 1733: 0.16512304739934242
Position 2610: 0.04997965106370483
Position 1351: 0.014289522130805365
Position 2462: 0.014016660805958998
Position 1240: 0.006047184281248629
Position 1949: 0.005366825761795875
Position 1893: 0.004130938063943761
Position 1261: 0.004066838385413803
Position 1477: 0.0036543516867452172
Position 1660: 0.0023195977655149145
Position 471: 0.0018653555497029745
Position 262: 0.001710355875367078
Position 1147: 0.0016823405900384162
Position 1985: 0.001639304489718925
Position 921: 0.001510877139630425
Position 704: 0.0013203298570574672
Position 1429: 0.0010793016420473458
Position 47: 0.0009330090957085839
Position 1033: 0.0008585445304524579
Position 229: 0.0008087788405782274
Position 1423: 0.0005772005537923785
Position 305: 0.0004865759572260247
Position 2110: 0.0004293591485948926
Position 2614: 0.00042201063363492047
Position 807: 0.0004161648378452733
Position 765: 0.0003965536677743375
Position 2086: 0.0003514436914471108
Position 501: 0.00023379313921410643
Position 789: 0.00021015518034871614
Position 879: 0.00013603429495355718
Position 215: 0.00011263089467382127
Position 244: 9.657855407346572e-05
Position 209: 9.547181648000829e-05
Position 420: 7.549906041840016e-05
Position 246: 7.54166203568082e-05
Position 873: 4.192119733676435e-05
Position 1453: 2.91695164242587e-05
Position 1970: 2.2696283066055778e-05
Position 198: 1.5318934694302793e-05
Position 231: 1.296984912328678e-05
Position 44: 1.2896549748571313e-05
Position 315: 9.3436263538499e-06
Position 56: 8.936345391907157e-06
Position 297: 6.516014974470692e-06
Position 236: 5.570099061919486e-06
Position 66: 5.256770700440581e-06
Position 441: 4.643313804378941e-06
Position 475: 4.581099952787012e-06
Position 407: 3.3956284531958437e-06
Position 1465: 3.2834937719497725e-06
Position 1255: 1.8789119638242764e-06
Position 15: 1.4484623500366208e-06
Position 1129: 1.3953014504193245e-06
Position 1339: 9.278979267912784e-07
Position 113: 4.180785921650522e-07
Position 951: 2.2607406888229432e-07
Position 22: 2.1986115109678307e-07
Position 1195: 9.662980624917527e-08
Position 58: 9.096759491086001e-08
Position 107: 7.633750349866233e-08
Position 30: 7.33343076367105e-08
Position 131: 6.980902264537191e-08
Position 118: 5.753996205210959e-08
Position 831: 5.062547676345806e-12
Position 750: 4.0290778112783665e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1784: 0.9732694885758845
Position 1092: 0.9662829699800785
Position 554: 0.9195721247963494
Position 872: 0.468079660365552
Position 2667: 0.04945692051700617
Position 598: 0.015113340141127472
Position 2515: 0.008582554031284816
Position 561: 0.005764985852862023
Position 2025: 0.005392453879138059
Position 2525: 0.004972676907966666
Position 1945: 0.004130493674611331
Position 491: 0.003022121854820649
Position 977: 0.0017638170633283376
Position 2048: 0.0016393044897189241
Position 1171: 0.0014720422233073377
Position 2709: 0.0013173564078865839
Position 1117: 0.0012251665883804255
Position 497: 0.0011801137826392
Position 2160: 0.0007808028400420037
Position 475: 0.0004986633355125883
Position 424: 0.0003841399513424194
Position 878: 0.00035545179885797197
Position 851: 0.00034526646712478167
Position 274: 0.0002832803432981548
Position 1407: 0.0002752993490586164
Position 1506: 0.0002663509273723717
Position 1545: 0.00024881237654986237
Position 1327: 0.0002458511862048988
Position 107: 0.00021984214112412328
Position 1303: 0.00020593923609276226
Position 980: 0.0001849742305713069
Position 118: 0.00017599979476196274
Position 800: 0.0001588787562562129
Position 2836: 8.881463915452101e-05
Position 255: 8.836404383508553e-05
Position 441: 8.48710715639651e-05
Position 177: 3.872349412387286e-05
Position 293: 1.9998084258270717e-05
Position 315: 1.9207664412543766e-05
Position 281: 3.6749565046026315e-06
Position 76: 8.221628064301791e-07
Position 66: 6.451623723364134e-07
