Gene = CarT
index = 1054
Annotated 5SS: [ 123  406  800 1207 1854 2315]
Annotated 3SS: [ 180  616  947 1261 1915 2389]
SMsplice 5SS: [ 545  851 1207 1854 2315]
SMsplice 3SS: [ 616  947 1261 1915 2389]
top_k =  100
Partition function (log Z): 1.4591597159371754

Sorted 5' Splice Sites (High to Low Probability):
Position 2315: 0.9927464500817252
Position 1854: 0.9091791731609927
Position 545: 0.745122257709559
Position 1207: 0.6865449090287857
Position 851: 0.6258046629043233
Position 406: 0.3900174955440276
Position 133: 0.21361601075542216
Position 1161: 0.14852752049187593
Position 117: 0.13891387114519213
Position 791: 0.06042430592164974
Position 2686: 0.04392861771120869
Position 123: 0.02815933985331867
Position 1211: 0.02615592576555686
Position 800: 0.016037131947295415
Position 2927: 0.006497914615641254
Position 2960: 0.005847526146933065
Position 760: 0.0027153825902173543
Position 479: 0.002525279328348989
Position 2524: 0.0023262782584809083
Position 501: 0.002053277044137288
Position 510: 0.0020430732984914757
Position 842: 0.0019328381387909844
Position 2911: 0.001877708000365917
Position 1858: 0.0013591009853087313
Position 2669: 0.0011725007560596072
Position 465: 0.001161703613504225
Position 2554: 0.0011337849323091226
Position 781: 0.000897192108205535
Position 290: 0.000827336948332108
Position 742: 0.0007951302616172581
Position 410: 0.0006804945182826295
Position 498: 0.0006725007541366283
Position 2296: 0.00046574367424869005
Position 773: 0.0004628572243749446
Position 247: 0.00038122838640458623
Position 2645: 0.0002696881398967947
Position 143: 9.625171077096475e-05
Position 32: 4.161740061170872e-05
Position 2058: 2.1803457512140902e-05
Position 450: 4.9884808569996265e-06
Position 284: 3.9423633822819985e-07
Position 14: 3.114611599637944e-07
Position 279: 2.3737833595246308e-07
Position 1375: 5.9166555015088764e-08
Position 303: 2.6348487479157927e-08
Position 294: 1.3784937624044028e-08
Position 336: 3.052380621978039e-09
Position 168: 1.0346912794140896e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2389: 0.9953237824172746
Position 1261: 0.8762350521946305
Position 947: 0.8639592211292065
Position 1915: 0.8625991730064769
Position 616: 0.795695956418173
Position 180: 0.3724787677696715
Position 478: 0.1594257192697365
Position 3057: 0.03194130634316257
Position 2057: 0.02276140911952216
Position 2760: 0.01865543186215122
Position 639: 0.016997027416227977
Position 2904: 0.009569379403221157
Position 2086: 0.008286927856257776
Position 2243: 0.007031151899108784
Position 1900: 0.0064240209981579355
Position 183: 0.004148965934817063
Position 673: 0.003003712684867268
Position 303: 0.0028165966062307438
Position 3022: 0.0027377631904087736
Position 3060: 0.0008584785862837396
Position 160: 0.0008512630192987023
Position 2831: 0.0006375816537148891
Position 375: 0.00042277368692171616
Position 454: 0.0002552661495563005
Position 484: 0.00016305213867806703
Position 419: 0.00014290360530962545
Position 240: 1.3268781298933928e-05
Position 237: 4.238682861109063e-06
Position 372: 8.560816881697314e-07
Position 399: 5.321347398612038e-07
Position 351: 3.3808319601755425e-07
Position 80: 1.0115265020374862e-10
