Gene = pr
index = 1848
Annotated 5SS: [  75  501  688 1268]
Annotated 3SS: [ 138  607 1121 1329]
SMsplice 5SS: [  75  501  688 1268]
SMsplice 3SS: [ 138  607 1121 1329]
top_k =  100
Partition function (log Z): 3.3540182105428196

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.9880953068281976
Position 1268: 0.9558945214729225
Position 688: 0.9390618275082737
Position 501: 0.9170146014889824
Position 799: 0.04139870731365957
Position 1650: 0.02973466316492291
Position 326: 0.01054214384552864
Position 340: 0.009660327392008377
Position 1682: 0.0061023602327381545
Position 42: 0.004839020247234753
Position 415: 0.0017433580086122294
Position 213: 0.001381561969354078
Position 1665: 0.001361948567606365
Position 1411: 0.0011882679634927858
Position 294: 0.0010624353825953992
Position 1205: 0.0008990545110143886
Position 1247: 0.00044520768649523575
Position 936: 0.000419018891975458
Position 875: 0.0001966606150503252
Position 815: 0.0001737310809939809
Position 963: 0.00017306302008690086
Position 1686: 0.0001694636395468523
Position 227: 0.0001623677150416644
Position 954: 0.00015182638064691642
Position 818: 0.0001446951056386599
Position 1404: 8.83291618951252e-05
Position 464: 5.2022831852557185e-05
Position 1458: 4.258298259597627e-05
Position 32: 3.29936008554754e-05
Position 1629: 2.7366430886408038e-05
Position 236: 2.3923621353578488e-05
Position 238: 1.7156146126944942e-05
Position 262: 8.259733363840382e-06
Position 79: 3.928574708328499e-06
Position 96: 1.9795167669221693e-06
Position 650: 1.5630082008986421e-07
Position 19: 1.9295430481575177e-09
Position 1166: 1.3321234538742106e-09
Position 3: 4.456927051765214e-11
Position 100: 3.4904450884029723e-13
Position 129: 1.2339940648801367e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 138: 0.9845338949732597
Position 1121: 0.9728593185804614
Position 1329: 0.9582088289035224
Position 607: 0.8082524271474724
Position 568: 0.10277152832484522
Position 1732: 0.038520774613707794
Position 395: 0.01785985256608216
Position 777: 0.013070606321272686
Position 1334: 0.002324750189199962
Position 1078: 0.002081682504293444
Position 1342: 0.0017311241703392344
Position 479: 0.00168113703159597
Position 147: 0.001367232252745511
Position 1383: 0.0013312794791287843
Position 875: 0.001198909364101017
Position 356: 0.0009664628881917912
Position 831: 0.0008465102441644088
Position 294: 0.00041683000851736236
Position 740: 0.0003707888971284668
Position 160: 0.0003704583182339837
Position 401: 0.00034212295172511385
Position 1008: 0.0002979845208388495
Position 997: 0.00027124824861108823
Position 1552: 0.00022585568474187582
Position 189: 0.00012910847603590743
Position 115: 0.00011336538851129636
Position 363: 5.684284009494888e-05
Position 325: 2.6956341280551363e-05
Position 407: 2.0820582809471325e-05
Position 441: 1.8180157138757514e-05
Position 213: 1.6700655325379678e-05
Position 250: 1.5368883414645397e-05
Position 415: 8.473440690104761e-06
Position 199: 6.24722460962854e-06
Position 500: 1.016628958344315e-06
Position 720: 1.5343750073229668e-07
