Gene = Su(z)12
index = 1531
Annotated 5SS: [ 664  778 1496 2411 3309]
Annotated 3SS: [ 730 1005 1557 2475 4171]
SMsplice 5SS: [ 664  778 1496 2411 3309]
SMsplice 3SS: [ 730 1005 1557 2475 4171]
top_k =  100
Partition function (log Z): 10.924013065156906

Sorted 5' Splice Sites (High to Low Probability):
Position 2411: 0.9997998819830491
Position 1496: 0.9927376195878986
Position 664: 0.9846662722257435
Position 778: 0.9684719291401088
Position 3309: 0.9623081709564314
Position 4104: 0.12119580309247226
Position 1249: 0.09035879880833302
Position 1084: 0.06282270677519312
Position 4749: 0.02307082581525901
Position 91: 0.022217219878002795
Position 4446: 0.017403160599587516
Position 4101: 0.014991527566693051
Position 1948: 0.012172236654641306
Position 1971: 0.009335659587264213
Position 4005: 0.006715225088651115
Position 860: 0.004448843555922698
Position 1655: 0.0033491958296141544
Position 1472: 0.00261863168174927
Position 1619: 0.002272471601736366
Position 799: 0.0018733793599494703
Position 87: 0.0018317481909826472
Position 2613: 0.001743687165878516
Position 308: 0.0015966123334611854
Position 2905: 0.0011915625854465024
Position 1418: 0.0007027109394735862
Position 3640: 0.0004747452994515264
Position 2912: 0.0003994148581701856
Position 2899: 0.0003630184441240333
Position 668: 0.00032575107838338235
Position 2648: 0.00030515682947111463
Position 300: 0.0001940847239211459
Position 130: 0.0001878805081524095
Position 159: 0.00015695799318891194
Position 609: 0.00012691190411589826
Position 2428: 0.00011041823916684392
Position 104: 0.00010359722431932279
Position 23: 8.402738378757237e-05
Position 2390: 6.453349492267568e-05
Position 2848: 6.269280281411189e-05
Position 2666: 5.97820207984457e-05
Position 181: 5.846025437351493e-05
Position 604: 4.0517445964438574e-05
Position 412: 3.524133529006793e-05
Position 2623: 2.7003259241778437e-05
Position 807: 1.809234760228235e-05
Position 2401: 1.20728507772331e-05
Position 174: 7.341135970976163e-06
Position 214: 6.9626391197429014e-06
Position 505: 6.270543443293098e-06
Position 908: 4.311109686543627e-06
Position 1126: 4.296946191493476e-06
Position 585: 2.9159026710783903e-06
Position 831: 2.839483621537154e-06
Position 939: 1.8937081703722684e-06
Position 1459: 1.1185054855731539e-07
Position 2603: 1.3587886702632528e-08
Position 2387: 8.126126365441375e-09
Position 2213: 2.1586803043322856e-09
Position 2075: 7.07352111394894e-10
Position 962: 6.052590137178084e-10
Position 37: 3.992157845208076e-10
Position 163: 1.72341808548231e-10
Position 4: 3.4727766559236264e-11
Position 6: 3.405317154631031e-11
Position 209: 1.2821036420952234e-12
Position 221: 9.937511140177075e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2475: 0.9996558734096078
Position 1557: 0.9936994586217989
Position 730: 0.9707614482962749
Position 1005: 0.8051555565974303
Position 4171: 0.5938228789884099
Position 4180: 0.10038876073244435
Position 935: 0.08891203031858656
Position 1317: 0.08763128056117786
Position 3696: 0.08670117153510783
Position 4843: 0.08663757206649696
Position 3941: 0.08399764123342852
Position 825: 0.0500756152218323
Position 4818: 0.04842768962243139
Position 1401: 0.04505112930291529
Position 3706: 0.038486803263659636
Position 5009: 0.03585690959944932
Position 3693: 0.023611651203233212
Position 159: 0.02006849932084013
Position 859: 0.01921385522188181
Position 2023: 0.013928483443237587
Position 2042: 0.010750567899437197
Position 1173: 0.009992882312816751
Position 1031: 0.0095368289958285
Position 1359: 0.0080894331523174
Position 953: 0.0075078079909230286
Position 3729: 0.006973635918371515
Position 3360: 0.006321653885381945
Position 4706: 0.005111246625181521
Position 5012: 0.005005544266899272
Position 4191: 0.0047858141909680515
Position 888: 0.0036632906350369246
Position 3411: 0.003428967721296986
Position 4300: 0.003332664757997285
Position 908: 0.003003826021465052
Position 3484: 0.0029702138337849558
Position 1690: 0.0026504969371150128
Position 1712: 0.002332895591028104
Position 206: 0.0022374047854315797
Position 3644: 0.002215209886520137
Position 3512: 0.002073661455076493
Position 4595: 0.0019858283106316296
Position 163: 0.0017455253129998098
Position 4197: 0.0017310841193446194
Position 366: 0.00168528469292066
Position 4205: 0.0015387639375766243
Position 2680: 0.0014176025849904784
Position 2981: 0.0012750427318204956
Position 741: 0.0011928459494152553
Position 1823: 0.0010559464020192964
Position 831: 0.0009288297166556339
Position 2965: 0.0008246222069331241
Position 3734: 0.0007667507719463322
Position 1933: 0.0006521209461943921
Position 2717: 0.000541753806204461
Position 2519: 0.00034390645673694584
Position 1781: 0.0002804416193919827
Position 1628: 0.00018993610201954096
Position 1574: 0.00016807996981177414
Position 483: 0.00012490710971702128
Position 249: 0.0001156351996601261
Position 402: 9.021316830131279e-05
Position 271: 8.729524136816882e-05
Position 2969: 8.065071679104416e-05
Position 212: 7.661617753572863e-05
Position 732: 6.925712669972161e-05
Position 416: 3.3077614758639735e-05
Position 221: 2.2191672278264082e-05
Position 95: 1.6369890984938436e-05
Position 653: 9.426627323189168e-06
Position 274: 8.350434646772402e-06
Position 181: 7.485912057694444e-06
Position 962: 4.3461203308494136e-06
Position 130: 3.851395048010054e-06
Position 842: 8.149806887948707e-07
