Gene = Vps53
index = 1598
Annotated 5SS: [ 180  747 1978]
Annotated 3SS: [ 239  802 2039]
SMsplice 5SS: [ 180  747 1978]
SMsplice 3SS: [ 239  802 2039]
top_k =  100
Partition function (log Z): 6.349743233696152

Sorted 5' Splice Sites (High to Low Probability):
Position 1978: 0.9991493391567737
Position 180: 0.9965687621438648
Position 747: 0.9763183595705721
Position 618: 0.3393879779070738
Position 2180: 0.06505636870644478
Position 634: 0.05876814533238647
Position 399: 0.04056485067129412
Position 331: 0.03588652642179436
Position 622: 0.02548440808544744
Position 459: 0.009745261493808872
Position 2665: 0.005216858897472498
Position 2509: 0.004611526517955682
Position 443: 0.0025990415602538675
Position 1117: 0.002164028694260776
Position 2235: 0.0011413035102628248
Position 184: 0.001049715034457392
Position 525: 0.001026119765310117
Position 2119: 0.0008284016915667678
Position 1866: 0.0006025835153171728
Position 760: 0.0005319286573381195
Position 159: 0.0005118764468350192
Position 359: 0.00046330501478187766
Position 492: 0.0004373019214877102
Position 366: 0.0003980694243044882
Position 396: 0.000379605058969965
Position 667: 0.00016459544287042766
Position 168: 9.016589378652991e-05
Position 1919: 2.69944549437112e-05
Position 1982: 2.5796630134031622e-05
Position 16: 5.4135882288773705e-06
Position 1722: 5.072240929266586e-06
Position 126: 1.5904267558797672e-06
Position 751: 1.5691346114890163e-06
Position 1235: 1.1466683037389624e-06
Position 2494: 1.128703756119161e-06
Position 99: 9.32828016595169e-07
Position 473: 5.228754977673664e-07
Position 2539: 4.615300019673808e-07
Position 105: 1.3405780145100215e-07
Position 25: 9.627723190361364e-08
Position 188: 6.511962640817948e-08
Position 240: 4.1169577028653184e-08
Position 92: 1.7911511376476328e-08
Position 203: 1.61407963812236e-08
Position 968: 4.6336998394381235e-09
Position 1480: 4.176267972969764e-09
Position 199: 1.1441333054060896e-09
Position 229: 3.5394112375069043e-12
Position 285: 5.112506930311919e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2039: 0.9968533443539327
Position 239: 0.9775130706011723
Position 802: 0.7548299533289777
Position 689: 0.5206981108913984
Position 821: 0.19548023711370233
Position 2643: 0.045078475070832215
Position 925: 0.013842428284998761
Position 2247: 0.01255125743047306
Position 2825: 0.01210082952679018
Position 816: 0.008716127481181404
Position 554: 0.0062353188270389106
Position 478: 0.003377426695885382
Position 2074: 0.002960244930934375
Position 3015: 0.002814149770158943
Position 458: 0.00265283948299519
Position 832: 0.0024853150287111677
Position 2395: 0.0022321835813556446
Position 1183: 0.0021640267014046313
Position 2382: 0.0013452893217761287
Position 466: 0.0012030563349979182
Position 898: 0.001042007664989574
Position 2283: 0.0007338648560744597
Position 302: 0.0005278409133673727
Position 497: 0.0004962763440959642
Position 857: 0.0004487317165825791
Position 722: 0.0002738371509827538
Position 425: 0.00022121020799643963
Position 353: 0.0001234304721911272
Position 551: 0.00010260586937243886
Position 719: 6.730533983160636e-05
Position 359: 1.2574519348186893e-05
Position 710: 1.1797470674743906e-05
Position 317: 1.0540560332173438e-05
Position 72: 5.376659007418201e-06
Position 1780: 2.867023494194902e-06
Position 2080: 2.0117193590872962e-06
Position 155: 7.398346846267174e-07
Position 158: 3.362551560451042e-07
Position 2106: 2.705980149032984e-07
Position 79: 1.0111127325751425e-07
Position 83: 9.834863829440726e-09
Position 102: 5.5413924376647915e-09
Position 206: 5.06275151444295e-09
Position 365: 2.7772658457778056e-09
Position 167: 1.1472798548093703e-09
Position 164: 8.158682562617067e-10
Position 121: 2.48829914375898e-11
Position 92: 2.2051564003920875e-12
