Gene = aust
index = 1617
Annotated 5SS: [290]
Annotated 3SS: [355]
SMsplice 5SS: [290]
SMsplice 3SS: [355]
top_k =  100
Partition function (log Z): -0.9120924200801278

Sorted 5' Splice Sites (High to Low Probability):
Position 290: 0.9972802582985881
Position 747: 0.00788049638847728
Position 679: 0.0070638021825622345
Position 203: 0.005194814059365808
Position 193: 0.000536831097122669
Position 801: 0.00012892901213280985
Position 643: 5.6935365657819286e-05
Position 200: 5.156261938382331e-05
Position 258: 3.512631627394669e-05
Position 175: 3.2727528335234646e-05
Position 631: 2.5082658799327928e-05
Position 607: 2.459090766685418e-05
Position 783: 2.3995189003227992e-05
Position 487: 8.125044964334904e-06
Position 100: 6.882482646183488e-06
Position 323: 6.054733568969422e-06
Position 514: 5.3602001595264236e-06
Position 598: 5.253547882965076e-06
Position 924: 3.8110817262566525e-06
Position 4: 1.151271539788228e-06
Position 921: 8.894327213350037e-07
Position 25: 2.1275664732441274e-07
Position 308: 1.7059441569026995e-08
Position 554: 7.052596289752805e-09
Position 574: 6.831127369157701e-09
Position 62: 6.624879317347081e-09
Position 451: 5.788863225760691e-09
Position 108: 2.595230265962468e-09
Position 329: 2.9006659104140468e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 355: 0.9981191979050903
Position 817: 0.007009313219036589
Position 854: 0.004228267007047761
Position 757: 0.0035203088754995533
Position 264: 0.002458935622558483
Position 392: 0.0008612419628154584
Position 282: 0.0006821962215679433
Position 380: 0.0004523714729436444
Position 417: 0.00036681714134105314
Position 991: 0.0002561621997366227
Position 363: 0.0001885224192366148
Position 766: 0.0001409984991287907
Position 678: 5.623703494894846e-05
Position 549: 8.065167920430814e-06
Position 869: 7.731886177974812e-06
Position 777: 6.648357544278095e-06
Position 590: 5.400982862823094e-06
Position 206: 1.9176756668820725e-06
Position 55: 8.716691928741433e-07
Position 241: 5.212497440617193e-07
Position 192: 3.3955513628187503e-07
Position 66: 2.2192836390118087e-07
Position 234: 1.8903650458844898e-07
Position 284: 1.673160605784484e-07
Position 81: 1.0191629636454871e-07
Position 48: 5.5448635702618596e-08
Position 168: 4.538256715599743e-08
Position 100: 1.7987319221265192e-08
Position 141: 1.738178233181605e-08
Position 219: 1.6910275764515026e-08
Position 72: 1.4221656340025792e-08
Position 94: 7.279711734184121e-09
Position 174: 6.341635554498219e-09
Position 78: 5.837688771628587e-09
Position 159: 5.042675654209964e-09
